datetime,elapsed_s,voltage,Elevation_m
2026/08/01@14:29:36,1076,2.7762502,24816.16129032258
2026/08/01@14:29:37,1077,2.778875,24819.225806451614
2026/08/01@14:29:38,1078,2.763375,24822.290322580644
2026/08/01@14:29:39,1079,2.7522502,24825.354838709678
2026/08/01@14:29:40,1080,2.7640002,24828.41935483871
2026/08/01@14:29:41,1081,2.7761252,24831.483870967742
2026/08/01@14:29:42,1082,2.7717502,24834.548387096773
2026/08/01@14:29:43,1083,2.7653752,24837.612903225807
2026/08/01@14:29:44,1084,2.7508752,24840.677419354837
2026/08/01@14:29:46,1086,2.749,24846.8064516129
2026/08/01@14:29:47,1087,2.75375,24849.870967741936
2026/08/01@14:29:48,1088,2.7687502,24852.935483870966
2026/08/01@14:29:49,1089,2.7755,24856.0
2026/08/01@14:29:50,1090,2.7722502,24859.3
2026/08/01@14:29:51,1091,2.7695,24862.6
2026/08/01@14:29:52,1092,2.753375,24865.9
2026/08/01@14:29:53,1093,2.7497502,24869.2
2026/08/01@14:29:54,1094,2.7515002,24872.5
2026/08/01@14:29:55,1095,2.761125,24875.8
2026/08/01@14:29:56,1096,2.7665002,24879.1
2026/08/01@14:29:57,1097,2.7670002,24882.4
2026/08/01@14:29:59,1099,2.7627502,24889.0
2026/08/01@14:30:00,1100,2.761125,24892.3
2026/08/01@14:30:01,1101,2.7617502,24895.6
2026/08/01@14:30:02,1102,2.763375,24898.9
2026/08/01@14:30:03,1103,2.763375,24902.2
2026/08/01@14:30:04,1104,2.7613752,24905.5
2026/08/01@14:30:05,1105,2.7626252,24908.8
2026/08/01@14:30:06,1106,2.754125,24912.1
2026/08/01@14:30:07,1107,2.7571252,24915.4
2026/08/01@14:30:08,1108,2.7688752,24918.7
2026/08/01@14:30:09,1109,2.76725,24922.0
2026/08/01@14:30:11,1111,2.765125,24928.6
2026/08/01@14:30:12,1112,2.758125,24931.9
2026/08/01@14:30:13,1113,2.76125,24935.2
2026/08/01@14:30:14,1114,2.760375,24938.5
2026/08/01@14:30:15,1115,2.7652502,24941.8
2026/08/01@14:30:16,1116,2.777625,24945.1
2026/08/01@14:30:17,1117,2.761625,24948.4
2026/08/01@14:30:18,1118,2.76325,24951.7
2026/08/01@14:30:19,1119,2.759875,24955.0
2026/08/01@14:30:20,1120,2.7675002,24958.1935483871
2026/08/01@14:30:21,1121,2.7666252,24961.387096774193
2026/08/01@14:30:23,1123,2.7682502,24967.774193548386
2026/08/01@14:30:24,1124,2.7717502,24970.967741935485
2026/08/01@14:30:25,1125,2.7540002,24974.16129032258
2026/08/01@14:30:26,1126,2.762125,24977.354838709678
2026/08/01@14:30:27,1127,2.7510002,24980.548387096773
2026/08/01@14:30:28,1128,2.7700002,24983.74193548387
2026/08/01@14:30:29,1129,2.7796252,24986.935483870966
2026/08/01@14:30:30,1130,2.762,24990.129032258064
2026/08/01@14:30:31,1131,2.76375,24993.322580645163
2026/08/01@14:30:32,1132,2.761125,24996.516129032258
2026/08/01@14:30:33,1133,2.772,24999.709677419356
2026/08/01@14:30:35,1135,2.7595,25006.09677419355
2026/08/01@14:30:36,1136,2.7656252,25009.290322580644
2026/08/01@14:30:37,1137,2.7726252,25012.483870967742
2026/08/01@14:30:38,1138,2.76725,25015.677419354837
2026/08/01@14:30:39,1139,2.765125,25018.870967741936
2026/08/01@14:30:40,1140,2.7606252,25022.064516129034
2026/08/01@14:30:41,1141,2.762375,25025.25806451613
2026/08/01@14:30:42,1142,2.7571252,25028.451612903227
2026/08/01@14:30:43,1143,2.7575002,25031.645161290322
2026/08/01@14:30:44,1144,2.75775,25034.83870967742
2026/08/01@14:30:45,1145,2.754625,25038.032258064515
2026/08/01@14:30:47,1147,2.75775,25044.41935483871
2026/08/01@14:30:48,1148,2.753375,25047.612903225807
2026/08/01@14:30:49,1149,2.7548752,25050.8064516129
2026/08/01@14:30:50,1150,2.7588752,25054.0
2026/08/01@14:30:51,1151,2.7627502,25057.3
2026/08/01@14:30:52,1152,2.7627502,25060.6
2026/08/01@14:30:53,1153,2.7595,25063.9
2026/08/01@14:30:54,1154,2.762375,25067.2
2026/08/01@14:30:55,1155,2.7685,25070.5
2026/08/01@14:30:56,1156,2.7715,25073.8
2026/08/01@14:30:57,1157,2.77725,25077.1
2026/08/01@14:30:59,1159,2.762875,25083.7
2026/08/01@14:31:00,1160,2.764625,25087.0
2026/08/01@14:31:01,1161,2.765875,25090.3
2026/08/01@14:31:02,1162,2.7647502,25093.6
2026/08/01@14:31:03,1163,2.7671252,25096.9
2026/08/01@14:31:04,1164,2.761625,25100.2
2026/08/01@14:31:05,1165,2.762875,25103.5
2026/08/01@14:31:06,1166,2.7601252,25106.8
2026/08/01@14:31:07,1167,2.7745002,25110.1
2026/08/01@14:31:08,1168,2.7786252,25113.4
2026/08/01@14:31:09,1169,2.7626252,25116.7
2026/08/01@14:31:11,1170,2.7532502,25123.3
2026/08/01@14:31:12,1172,2.76975,25126.6
2026/08/01@14:31:13,1173,2.7791252,25129.9
2026/08/01@14:31:14,1174,2.7800002,25133.2
2026/08/01@14:31:15,1175,2.7752502,25136.5
2026/08/01@14:31:16,1176,2.77725,25139.8
2026/08/01@14:31:17,1177,2.7761252,25143.1
2026/08/01@14:31:18,1178,2.7808752,25146.4
2026/08/01@14:31:19,1179,2.778875,25149.7
2026/08/01@14:31:20,1180,2.7715,25153.0
2026/08/01@14:31:21,1181,2.7630002,25155.967741935485
2026/08/01@14:31:22,1182,2.75475,25158.935483870966
2026/08/01@14:31:24,1184,2.75775,25164.870967741936
2026/08/01@14:31:25,1185,2.76325,25167.83870967742
2026/08/01@14:31:26,1186,2.7645002,25170.8064516129
2026/08/01@14:31:27,1187,2.75775,25173.774193548386
2026/08/01@14:31:28,1188,2.767625,25176.74193548387
2026/08/01@14:31:29,1189,2.7800002,25179.709677419356
2026/08/01@14:31:30,1190,2.7653752,25182.677419354837
2026/08/01@14:31:31,1191,2.7582502,25185.645161290322
2026/08/01@14:31:32,1192,2.7631252,25188.612903225807
2026/08/01@14:31:33,1193,2.75675,25191.58064516129
2026/08/01@14:31:34,1194,2.7683752,25194.548387096773
2026/08/01@14:31:36,1196,2.77675,25200.483870967742
2026/08/01@14:31:37,1197,2.751625,25203.451612903227
2026/08/01@14:31:38,1198,2.7665002,25206.41935483871
2026/08/01@14:31:39,1199,2.762375,25209.387096774193
2026/08/01@14:31:40,1200,2.7596252,25212.354838709678
2026/08/01@14:31:41,1201,2.762375,25215.322580645163
2026/08/01@14:31:42,1202,2.7675002,25218.290322580644
2026/08/01@14:31:43,1203,2.7740002,25221.25806451613
2026/08/01@14:31:44,1204,2.7762502,25224.225806451614
2026/08/01@14:31:45,1205,2.7727502,25227.1935483871
2026/08/01@14:31:47,1206,2.7647502,25233.129032258064
2026/08/01@14:31:48,1208,2.7588752,25236.09677419355
2026/08/01@14:31:49,1209,2.7627502,25239.064516129034
2026/08/01@14:31:50,1210,2.7640002,25242.032258064515
2026/08/01@14:31:51,1211,2.7645002,25245.0
2026/08/01@14:31:52,1212,2.7638752,25248.16129032258
2026/08/01@14:31:53,1213,2.755875,25251.322580645163
2026/08/01@14:31:54,1214,2.778,25254.483870967742
2026/08/01@14:31:55,1215,2.779,25257.645161290322
2026/08/01@14:31:56,1216,2.7782502,25260.8064516129
2026/08/01@14:31:57,1217,2.7740002,25263.967741935485
2026/08/01@14:31:59,1218,2.769375,25270.290322580644
2026/08/01@14:32:00,1220,2.7717502,25273.451612903227
2026/08/01@14:32:01,1221,2.779875,25276.612903225807
2026/08/01@14:32:02,1222,2.75375,25279.774193548386
2026/08/01@14:32:03,1223,2.761625,25282.935483870966
2026/08/01@14:32:04,1224,2.7608752,25286.09677419355
2026/08/01@14:32:05,1225,2.7610002,25289.25806451613
2026/08/01@14:32:06,1226,2.768125,25292.41935483871
2026/08/01@14:32:07,1227,2.78025,25295.58064516129
2026/08/01@14:32:08,1228,2.7738752,25298.74193548387
2026/08/01@14:32:09,1229,2.7721252,25301.90322580645
2026/08/01@14:32:10,1230,2.772875,25305.064516129034
2026/08/01@14:32:12,1232,2.7771252,25311.387096774193
2026/08/01@14:32:13,1233,2.76075,25314.548387096773
2026/08/01@14:32:14,1234,2.7652502,25317.709677419356
2026/08/01@14:32:15,1235,2.764125,25320.870967741936
2026/08/01@14:32:16,1236,2.770625,25324.032258064515
2026/08/01@14:32:17,1237,2.779875,25327.1935483871
2026/08/01@14:32:18,1238,2.7671252,25330.354838709678
2026/08/01@14:32:19,1239,2.7600002,25333.516129032258
2026/08/01@14:32:20,1240,2.77325,25336.677419354837
2026/08/01@14:32:21,1241,2.7822502,25339.83870967742
2026/08/01@14:32:22,1242,2.7566252,25343.0
2026/08/01@14:32:24,1244,2.762,25349.666666666668
2026/08/01@14:32:25,1245,2.7678752,25353.0
2026/08/01@14:32:26,1246,2.7691252,25356.333333333332
2026/08/01@14:32:27,1247,2.76775,25359.666666666668
2026/08/01@14:32:28,1248,2.7655,25363.0
2026/08/01@14:32:29,1249,2.772,25366.333333333332
2026/08/01@14:32:30,1250,2.7743752,25369.666666666668
2026/08/01@14:32:31,1251,2.7818752,25373.0
2026/08/01@14:32:32,1252,2.7595,25376.333333333332
2026/08/01@14:32:33,1253,2.7721252,25379.666666666668
2026/08/01@14:32:34,1254,2.7687502,25383.0
2026/08/01@14:32:36,1256,2.7680002,25389.666666666668
2026/08/01@14:32:37,1257,2.768625,25393.0
2026/08/01@14:32:38,1258,2.77425,25396.333333333332
2026/08/01@14:32:39,1259,2.7783752,25399.666666666668
2026/08/01@14:32:40,1260,2.772,25403.0
2026/08/01@14:32:41,1261,2.7683752,25406.333333333332
2026/08/01@14:32:42,1262,2.760375,25409.666666666668
2026/08/01@14:32:43,1263,2.765125,25413.0
2026/08/01@14:32:44,1264,2.76075,25416.333333333332
2026/08/01@14:32:45,1265,2.7648752,25419.666666666668
2026/08/01@14:32:46,1266,2.768125,25423.0
2026/08/01@14:32:48,1268,2.772375,25429.666666666668
2026/08/01@14:32:49,1269,2.775875,25433.0
2026/08/01@14:32:50,1270,2.7762502,25436.333333333332
2026/08/01@14:32:51,1271,2.779375,25439.666666666668
2026/08/01@14:32:52,1272,2.7692502,25443.0
2026/08/01@14:32:53,1273,2.7617502,25446.225806451614
2026/08/01@14:32:54,1274,2.7766252,25449.451612903227
2026/08/01@14:32:55,1275,2.7800002,25452.677419354837
2026/08/01@14:32:56,1276,2.762125,25455.90322580645
2026/08/01@14:32:57,1277,2.7700002,25459.129032258064
2026/08/01@14:32:58,1278,2.7655,25462.354838709678
2026/08/01@14:33:00,1280,2.764125,25468.8064516129
2026/08/01@14:33:01,1281,2.766,25472.032258064515
2026/08/01@14:33:02,1282,2.764625,25475.25806451613
2026/08/01@14:33:03,1283,2.7626252,25478.483870967742
2026/08/01@14:33:04,1284,2.7655,25481.709677419356
2026/08/01@14:33:05,1285,2.772875,25484.935483870966
2026/08/01@14:33:06,1286,2.773375,25488.16129032258
2026/08/01@14:33:07,1287,2.764625,25491.387096774193
2026/08/01@14:33:08,1288,2.7838752,25494.612903225807
2026/08/01@14:33:09,1289,2.7830002,25497.83870967742
2026/08/01@14:33:10,1290,2.77725,25501.064516129034
2026/08/01@14:33:12,1292,2.777625,25507.516129032258
2026/08/01@14:33:13,1293,2.7736252,25510.74193548387
2026/08/01@14:33:14,1294,2.7730002,25513.967741935485
2026/08/01@14:33:15,1295,2.775125,25517.1935483871
2026/08/01@14:33:16,1296,2.78025,25520.41935483871
2026/08/01@14:33:17,1297,2.785875,25523.645161290322
2026/08/01@14:33:18,1298,2.76775,25526.870967741936
2026/08/01@14:33:19,1299,2.7795002,25530.09677419355
2026/08/01@14:33:20,1300,2.7773752,25533.322580645163
2026/08/01@14:33:21,1301,2.7712502,25536.548387096773
2026/08/01@14:33:22,1302,2.76375,25539.774193548386
2026/08/01@14:33:24,1304,2.756375,25546.233333333334
2026/08/01@14:33:25,1305,2.7555,25549.466666666667
2026/08/01@14:33:26,1306,2.7666252,25552.7
2026/08/01@14:33:27,1307,2.7752502,25555.933333333334
2026/08/01@14:33:28,1308,2.770625,25559.166666666668
2026/08/01@14:33:29,1309,2.770375,25562.4
2026/08/01@14:33:30,1310,2.776375,25565.633333333335
2026/08/01@14:33:31,1311,2.7743752,25568.866666666665
2026/08/01@14:33:32,1312,2.7701252,25572.1
2026/08/01@14:33:33,1313,2.7665002,25575.333333333332
2026/08/01@14:33:34,1314,2.7757502,25578.566666666666
2026/08/01@14:33:36,1316,2.788,25585.033333333333
2026/08/01@14:33:37,1317,2.7597502,25588.266666666666
2026/08/01@14:33:38,1318,2.7755,25591.5
2026/08/01@14:33:39,1319,2.7673752,25594.733333333334
2026/08/01@14:33:40,1320,2.765125,25597.966666666667
2026/08/01@14:33:41,1321,2.7800002,25601.2
2026/08/01@14:33:42,1322,2.7903752,25604.433333333334
2026/08/01@14:33:43,1323,2.765125,25607.666666666668
2026/08/01@14:33:44,1324,2.776,25610.9
2026/08/01@14:33:45,1325,2.772875,25614.133333333335
2026/08/01@14:33:46,1326,2.7747502,25617.366666666665
2026/08/01@14:33:48,1328,2.777625,25623.833333333332
2026/08/01@14:33:49,1329,2.7687502,25627.066666666666
2026/08/01@14:33:50,1330,2.782375,25630.3
2026/08/01@14:33:51,1331,2.7903752,25633.533333333333
2026/08/01@14:33:52,1332,2.76125,25636.766666666666
2026/08/01@14:33:53,1333,2.771125,25640.0
2026/08/01@14:33:54,1334,2.764625,25643.354838709678
2026/08/01@14:33:55,1335,2.774625,25646.709677419356
2026/08/01@14:33:56,1336,2.76725,25650.064516129034
2026/08/01@14:33:57,1337,2.7708752,25653.41935483871
2026/08/01@14:33:58,1338,2.7883752,25656.774193548386
2026/08/01@14:34:00,1340,2.7738752,25663.483870967742
2026/08/01@14:34:01,1341,2.7696252,25666.83870967742
2026/08/01@14:34:02,1342,2.770375,25670.1935483871
2026/08/01@14:34:03,1343,2.7752502,25673.548387096773
2026/08/01@14:34:04,1344,2.785875,25676.90322580645
2026/08/01@14:34:05,1345,2.776875,25680.25806451613
2026/08/01@14:34:06,1346,2.7745002,25683.612903225807
2026/08/01@14:34:07,1347,2.778,25686.967741935485
2026/08/01@14:34:08,1348,2.78375,25690.322580645163
2026/08/01@14:34:09,1349,2.7688752,25693.677419354837
2026/08/01@14:34:10,1350,2.765125,25697.032258064515
2026/08/01@14:34:12,1352,2.7680002,25703.74193548387
2026/08/01@14:34:13,1353,2.769875,25707.09677419355
2026/08/01@14:34:14,1354,2.7826252,25710.451612903227
2026/08/01@14:34:15,1355,2.7786252,25713.8064516129
2026/08/01@14:34:16,1356,2.7718752,25717.16129032258
2026/08/01@14:34:17,1357,2.772375,25720.516129032258
2026/08/01@14:34:18,1358,2.7736252,25723.870967741936
2026/08/01@14:34:19,1359,2.7821252,25727.225806451614
2026/08/01@14:34:20,1360,2.789875,25730.58064516129
2026/08/01@14:34:21,1361,2.765125,25733.935483870966
2026/08/01@14:34:22,1362,2.76975,25737.290322580644
2026/08/01@14:34:23,1363,2.7773752,25740.645161290322
2026/08/01@14:34:25,1365,2.795,25747.290322580644
2026/08/01@14:34:26,1366,2.7718752,25750.58064516129
2026/08/01@14:34:27,1367,2.7801252,25753.870967741936
2026/08/01@14:34:28,1368,2.778,25757.16129032258
2026/08/01@14:34:29,1369,2.7765002,25760.451612903227
2026/08/01@14:34:30,1370,2.7791252,25763.74193548387
2026/08/01@14:34:31,1371,2.7786252,25767.032258064515
2026/08/01@14:34:32,1372,2.779,25770.322580645163
2026/08/01@14:34:33,1373,2.77425,25773.612903225807
2026/08/01@14:34:34,1374,2.772875,25776.90322580645
2026/08/01@14:34:35,1375,2.77025,25780.1935483871
2026/08/01@14:34:37,1377,2.7691252,25786.774193548386
2026/08/01@14:34:38,1378,2.7753752,25790.064516129034
2026/08/01@14:34:39,1379,2.7803752,25793.354838709678
2026/08/01@14:34:40,1380,2.779375,25796.645161290322
2026/08/01@14:34:41,1381,2.77675,25799.935483870966
2026/08/01@14:34:42,1382,2.7747502,25803.225806451614
2026/08/01@14:34:43,1383,2.776875,25806.516129032258
2026/08/01@14:34:44,1384,2.778,25809.8064516129
2026/08/01@14:34:45,1385,2.7783752,25813.09677419355
2026/08/01@14:34:46,1386,2.7803752,25816.387096774193
2026/08/01@14:34:47,1387,2.7770002,25819.677419354837
2026/08/01@14:34:49,1389,2.77425,25826.25806451613
2026/08/01@14:34:50,1390,2.784125,25829.548387096773
2026/08/01@14:34:51,1391,2.785875,25832.83870967742
2026/08/01@14:34:52,1392,2.78325,25836.129032258064
2026/08/01@14:34:53,1393,2.7721252,25839.41935483871
2026/08/01@14:34:54,1394,2.792875,25842.709677419356
2026/08/01@14:34:55,1395,2.78325,25846.0
2026/08/01@14:34:56,1396,2.7773752,25849.266666666666
2026/08/01@14:34:57,1397,2.7791252,25852.533333333333
2026/08/01@14:34:58,1398,2.7787502,25855.8
2026/08/01@14:34:59,1399,2.7796252,25859.066666666666
2026/08/01@14:35:01,1401,2.7796252,25865.6
2026/08/01@14:35:02,1402,2.7848752,25868.866666666665
2026/08/01@14:35:03,1403,2.7861252,25872.133333333335
2026/08/01@14:35:04,1404,2.784125,25875.4
2026/08/01@14:35:05,1405,2.7815,25878.666666666668
2026/08/01@14:35:06,1406,2.780625,25881.933333333334
2026/08/01@14:35:07,1407,2.7831252,25885.2
2026/08/01@14:35:08,1408,2.781125,25888.466666666667
2026/08/01@14:35:09,1409,2.7825,25891.733333333334
2026/08/01@14:35:10,1410,2.779875,25895.0
2026/08/01@14:35:11,1411,2.7752502,25898.266666666666
2026/08/01@14:35:13,1413,2.7825,25904.8
2026/08/01@14:35:14,1414,2.7940002,25908.066666666666
2026/08/01@14:35:15,1415,2.779875,25911.333333333332
2026/08/01@14:35:16,1416,2.7856252,25914.6
2026/08/01@14:35:17,1417,2.7821252,25917.866666666665
2026/08/01@14:35:18,1418,2.778,25921.133333333335
2026/08/01@14:35:19,1419,2.7786252,25924.4
2026/08/01@14:35:20,1420,2.78625,25927.666666666668
2026/08/01@14:35:21,1421,2.7960002,25930.933333333334
2026/08/01@14:35:22,1422,2.7747502,25934.2
2026/08/01@14:35:23,1423,2.785375,25937.466666666667
2026/08/01@14:35:25,1425,2.784125,25944.0
2026/08/01@14:35:26,1426,2.7840002,25947.129032258064
2026/08/01@14:35:27,1427,2.7692502,25950.25806451613
2026/08/01@14:35:28,1428,2.7970002,25953.387096774193
2026/08/01@14:35:29,1429,2.7845002,25956.516129032258
2026/08/01@14:35:30,1430,2.7825,25959.645161290322
2026/08/01@14:35:31,1431,2.783375,25962.774193548386
2026/08/01@14:35:32,1432,2.7835002,25965.90322580645
2026/08/01@14:35:33,1433,2.7812502,25969.032258064515
2026/08/01@14:35:34,1434,2.7762502,25972.16129032258
2026/08/01@14:35:35,1435,2.782875,25975.290322580644
2026/08/01@14:35:37,1437,2.785875,25981.548387096773
2026/08/01@14:35:38,1438,2.784625,25984.677419354837
2026/08/01@14:35:39,1439,2.7762502,25987.8064516129
2026/08/01@14:35:40,1440,2.78625,25990.935483870966
2026/08/01@14:35:41,1441,2.7843752,25994.064516129034
2026/08/01@14:35:42,1442,2.7825,25997.1935483871
2026/08/01@14:35:43,1443,2.783375,26000.322580645163
2026/08/01@14:35:44,1444,2.7756252,26003.451612903227
2026/08/01@14:35:45,1445,2.8001252,26006.58064516129
2026/08/01@14:35:46,1446,2.796375,26009.709677419356
2026/08/01@14:35:47,1447,2.795,26012.83870967742
2026/08/01@14:35:49,1449,2.7948752,26019.09677419355
2026/08/01@14:35:50,1450,2.7991252,26022.225806451614
2026/08/01@14:35:51,1451,2.777625,26025.354838709678
2026/08/01@14:35:52,1452,2.7868752,26028.483870967742
2026/08/01@14:35:53,1453,2.782,26031.612903225807
2026/08/01@14:35:54,1454,2.7803752,26034.74193548387
2026/08/01@14:35:55,1455,2.782875,26037.870967741936
2026/08/01@14:35:56,1456,2.7870002,26041.0
2026/08/01@14:35:57,1457,2.78625,26044.433333333334
2026/08/01@14:35:58,1458,2.7796252,26047.866666666665
2026/08/01@14:35:59,1459,2.77675,26051.3
2026/08/01@14:36:01,1461,2.788875,26058.166666666668
2026/08/01@14:36:02,1462,2.78425,26061.6
2026/08/01@14:36:03,1463,2.7805002,26065.033333333333
2026/08/01@14:36:04,1464,2.7838752,26068.466666666667
2026/08/01@14:36:05,1465,2.7878752,26071.9
2026/08/01@14:36:06,1466,2.792,26075.333333333332
2026/08/01@14:36:07,1467,2.795375,26078.766666666666
2026/08/01@14:36:08,1468,2.7978752,26082.2
2026/08/01@14:36:09,1469,2.7957502,26085.633333333335
2026/08/01@14:36:10,1470,2.793625,26089.066666666666
2026/08/01@14:36:11,1471,2.7948752,26092.5
2026/08/01@14:36:13,1473,2.7977502,26099.366666666665
2026/08/01@14:36:14,1474,2.79975,26102.8
2026/08/01@14:36:15,1475,2.80025,26106.233333333334
2026/08/01@14:36:16,1476,2.7986252,26109.666666666668
2026/08/01@14:36:17,1477,2.7983752,26113.1
2026/08/01@14:36:18,1478,2.8005002,26116.533333333333
2026/08/01@14:36:19,1479,2.8021252,26119.966666666667
2026/08/01@14:36:20,1480,2.782375,26123.4
2026/08/01@14:36:21,1481,2.791125,26126.833333333332
2026/08/01@14:36:22,1482,2.787125,26130.266666666666
2026/08/01@14:36:23,1483,2.7822502,26133.7
2026/08/01@14:36:25,1485,2.784625,26140.566666666666
2026/08/01@14:36:26,1486,2.7913752,26144.0
2026/08/01@14:36:27,1487,2.798875,26147.0
2026/08/01@14:36:28,1488,2.8015,26150.0
2026/08/01@14:36:29,1489,2.8017502,26153.0
2026/08/01@14:36:30,1490,2.8001252,26156.0
2026/08/01@14:36:31,1491,2.79725,26159.0
2026/08/01@14:36:32,1492,2.7917502,26162.0
2026/08/01@14:36:33,1493,2.7873752,26165.0
2026/08/01@14:36:34,1494,2.784625,26168.0
2026/08/01@14:36:35,1495,2.7882502,26171.0
2026/08/01@14:36:37,1497,2.7927502,26177.0
2026/08/01@14:36:38,1498,2.791625,26180.0
2026/08/01@14:36:39,1499,2.8016252,26183.0
2026/08/01@14:36:40,1500,2.80075,26186.0
2026/08/01@14:36:41,1501,2.8045,26189.0
2026/08/01@14:36:42,1502,2.7878752,26192.0
2026/08/01@14:36:43,1503,2.786375,26195.0
2026/08/01@14:36:44,1504,2.7905002,26198.0
2026/08/01@14:36:45,1505,2.79025,26201.0
2026/08/01@14:36:46,1506,2.7887502,26204.0
2026/08/01@14:36:47,1507,2.80625,26207.0
2026/08/01@14:36:49,1509,2.8008752,26213.0
2026/08/01@14:36:50,1510,2.799875,26216.0
2026/08/01@14:36:51,1511,2.802,26219.0
2026/08/01@14:36:52,1512,2.8065002,26222.0
2026/08/01@14:36:53,1513,2.808,26225.0
2026/08/01@14:36:54,1514,2.8066252,26228.0
2026/08/01@14:36:55,1515,2.8012502,26231.0
2026/08/01@14:36:56,1516,2.802,26234.0
2026/08/01@14:36:57,1517,2.7722502,26237.0
2026/08/01@14:36:58,1518,2.7891252,26239.935483870966
2026/08/01@14:36:59,1519,2.7866252,26242.870967741936
2026/08/01@14:37:01,1521,2.8008752,26248.74193548387
2026/08/01@14:37:02,1522,2.792375,26251.677419354837
2026/08/01@14:37:03,1523,2.7830002,26254.612903225807
2026/08/01@14:37:04,1524,2.7896252,26257.548387096773
2026/08/01@14:37:05,1525,2.8025002,26260.483870967742
2026/08/01@14:37:06,1526,2.781625,26263.41935483871
2026/08/01@14:37:07,1527,2.789875,26266.354838709678
2026/08/01@14:37:08,1528,2.7831252,26269.290322580644
2026/08/01@14:37:09,1529,2.7786252,26272.225806451614
2026/08/01@14:37:10,1530,2.7796252,26275.16129032258
2026/08/01@14:37:11,1531,2.7866252,26278.09677419355
2026/08/01@14:37:13,1533,2.7903752,26283.967741935485
2026/08/01@14:37:14,1534,2.78675,26286.90322580645
2026/08/01@14:37:15,1535,2.7900002,26289.83870967742
2026/08/01@14:37:16,1536,2.798,26292.774193548386
2026/08/01@14:37:17,1537,2.8048752,26295.709677419356
2026/08/01@14:37:18,1538,2.8082502,26298.645161290322
2026/08/01@14:37:19,1539,2.80725,26301.58064516129
2026/08/01@14:37:20,1540,2.804125,26304.516129032258
2026/08/01@14:37:21,1541,2.8061252,26307.451612903227
2026/08/01@14:37:22,1542,2.7821252,26310.387096774193
2026/08/01@14:37:23,1543,2.789375,26313.322580645163
2026/08/01@14:37:25,1545,2.7925,26319.1935483871
2026/08/01@14:37:26,1546,2.8031252,26322.129032258064
2026/08/01@14:37:27,1547,2.792,26325.064516129034
2026/08/01@14:37:28,1548,2.787125,26328.0
2026/08/01@14:37:29,1549,2.782375,26330.966666666667
2026/08/01@14:37:30,1550,2.78425,26333.933333333334
2026/08/01@14:37:31,1551,2.78675,26336.9
2026/08/01@14:37:32,1552,2.7883752,26339.866666666665
2026/08/01@14:37:33,1553,2.7891252,26342.833333333332
2026/08/01@14:37:34,1554,2.789,26345.8
2026/08/01@14:37:35,1555,2.787625,26348.766666666666
2026/08/01@14:37:37,1556,2.7870002,26354.7
2026/08/01@14:37:38,1558,2.7970002,26357.666666666668
2026/08/01@14:37:39,1559,2.80625,26360.633333333335
2026/08/01@14:37:40,1560,2.8115,26363.6
2026/08/01@14:37:41,1561,2.8121252,26366.566666666666
2026/08/01@14:37:42,1562,2.8096252,26369.533333333333
2026/08/01@14:37:43,1563,2.804625,26372.5
2026/08/01@14:37:44,1564,2.8026252,26375.466666666667
2026/08/01@14:37:45,1565,2.807125,26378.433333333334
2026/08/01@14:37:46,1566,2.8115,26381.4
2026/08/01@14:37:47,1567,2.7926252,26384.366666666665
2026/08/01@14:37:49,1568,2.7947502,26390.3
2026/08/01@14:37:50,1570,2.7852502,26393.266666666666
2026/08/01@14:37:51,1571,2.7782502,26396.233333333334
2026/08/01@14:37:52,1572,2.8121252,26399.2
2026/08/01@14:37:53,1573,2.8052502,26402.166666666668
2026/08/01@14:37:54,1574,2.7960002,26405.133333333335
2026/08/01@14:37:55,1575,2.788,26408.1
2026/08/01@14:37:56,1576,2.785,26411.066666666666
2026/08/01@14:37:57,1577,2.789375,26414.033333333333
2026/08/01@14:37:58,1578,2.797125,26417.0
2026/08/01@14:37:59,1579,2.803625,26419.935483870966
2026/08/01@14:38:01,1580,2.8096252,26425.8064516129
2026/08/01@14:38:02,1582,2.795875,26428.74193548387
2026/08/01@14:38:03,1583,2.797625,26431.677419354837
2026/08/01@14:38:04,1584,2.793625,26434.612903225807
2026/08/01@14:38:05,1585,2.7961252,26437.548387096773
2026/08/01@14:38:06,1586,2.8026252,26440.483870967742
2026/08/01@14:38:07,1587,2.8122502,26443.41935483871
2026/08/01@14:38:08,1588,2.797125,26446.354838709678
2026/08/01@14:38:09,1589,2.798,26449.290322580644
2026/08/01@14:38:10,1590,2.7921252,26452.225806451614
2026/08/01@14:38:11,1591,2.7905002,26455.16129032258
2026/08/01@14:38:12,1592,2.7970002,26458.09677419355
2026/08/01@14:38:14,1594,2.8003752,26463.967741935485
2026/08/01@14:38:15,1595,2.807625,26466.90322580645
2026/08/01@14:38:16,1596,2.8107502,26469.83870967742
2026/08/01@14:38:17,1597,2.8070002,26472.774193548386
2026/08/01@14:38:18,1598,2.81275,26475.709677419356
2026/08/01@14:38:19,1599,2.8107502,26478.645161290322
2026/08/01@14:38:20,1600,2.802875,26481.58064516129
2026/08/01@14:38:21,1601,2.7943752,26484.516129032258
2026/08/01@14:38:22,1602,2.7891252,26487.451612903227
2026/08/01@14:38:23,1603,2.7945,26490.387096774193
2026/08/01@14:38:24,1604,2.8003752,26493.322580645163
2026/08/01@14:38:26,1606,2.7905002,26499.1935483871
2026/08/01@14:38:27,1607,2.7845002,26502.129032258064
