datetime,elapsed_s,humidity_percent
2026/08/01@18:21:56,3709,29.700162
2026/08/01@18:21:57,3710,29.669642
2026/08/01@18:21:58,3711,29.655908
2026/08/01@18:22:00,3713,29.686426
2026/08/01@18:22:01,3714,29.672694
2026/08/01@18:22:02,3715,29.701686
2026/08/01@18:22:03,3716,29.687954
2026/08/01@18:22:04,3717,29.71542
2026/08/01@18:22:05,3718,29.71542
2026/08/01@18:22:06,3719,29.672694
2026/08/01@18:22:07,3720,29.67422
2026/08/01@18:22:08,3721,29.701686
2026/08/01@18:22:09,3722,29.660486
2026/08/01@18:22:11,3724,29.701686
2026/08/01@18:22:12,3725,29.660486
2026/08/01@18:22:13,3726,29.646754
2026/08/01@18:22:14,3727,29.718472
2026/08/01@18:22:15,3728,29.67422
2026/08/01@18:22:16,3729,29.663538
2026/08/01@18:22:17,3730,29.660486
2026/08/01@18:22:18,3731,29.663538
2026/08/01@18:22:19,3732,29.63302
2026/08/01@18:22:20,3733,29.646754
2026/08/01@18:22:22,3735,29.75204
2026/08/01@18:22:23,3736,29.77798
2026/08/01@18:22:24,3737,29.7505136
2026/08/01@18:22:25,3738,29.79324
2026/08/01@18:22:26,3739,29.779506
2026/08/01@18:22:27,3740,29.837492
2026/08/01@18:22:28,3741,29.910734
2026/08/01@18:22:29,3742,29.980926
2026/08/01@18:22:30,3743,30.067904
2026/08/01@18:22:31,3744,30.180818
2026/08/01@18:22:33,3746,30.226596
2026/08/01@18:22:34,3747,30.226596
2026/08/01@18:22:35,3748,30.212864
2026/08/01@18:22:36,3749,30.19608
2026/08/01@18:22:37,3750,30.13962
2026/08/01@18:22:38,3751,30.153352
2026/08/01@18:22:39,3752,30.125886
2026/08/01@18:22:40,3753,30.125886
2026/08/01@18:22:41,3754,30.05722
2026/08/01@18:22:42,3755,30.026702
2026/08/01@18:22:43,3756,29.983978
2026/08/01@18:22:45,3758,29.956512
2026/08/01@18:22:46,3759,29.970246
2026/08/01@18:22:47,3760,29.91226
2026/08/01@18:22:48,3761,29.91226
2026/08/01@18:22:49,3762,29.883268
2026/08/01@18:22:50,3763,29.871062
2026/08/01@18:22:51,3764,29.84207
2026/08/01@18:22:52,3765,29.81155
2026/08/01@18:22:53,3766,29.843596
2026/08/01@18:22:54,3767,29.80087
2026/08/01@18:22:56,3769,29.784084
2026/08/01@18:22:57,3770,29.761196
2026/08/01@18:22:58,3771,29.761196
2026/08/01@18:22:59,3772,29.773404
2026/08/01@18:23:00,3773,29.729152
2026/08/01@18:23:01,3774,29.713894
2026/08/01@18:23:02,3775,29.745938
2026/08/01@18:23:03,3776,29.701686
2026/08/01@18:23:04,3777,29.729152
2026/08/01@18:23:05,3778,29.704738
2026/08/01@18:23:07,3780,29.701686
2026/08/01@18:23:08,3781,29.701686
2026/08/01@18:23:09,3782,29.691006
2026/08/01@18:23:10,3783,29.704738
2026/08/01@18:23:11,3784,29.691006
2026/08/01@18:23:12,3785,29.706264
2026/08/01@18:23:13,3786,29.67422
2026/08/01@18:23:14,3787,29.67422
2026/08/01@18:23:15,3788,29.649806
2026/08/01@18:23:16,3789,29.663538
2026/08/01@18:23:18,3791,29.649806
2026/08/01@18:23:19,3792,29.636072
2026/08/01@18:23:20,3793,29.63302
2026/08/01@18:23:21,3794,29.63302
2026/08/01@18:23:22,3795,29.636072
2026/08/01@18:23:23,3796,29.649806
2026/08/01@18:23:24,3797,29.692532
2026/08/01@18:23:25,3798,29.65133
2026/08/01@18:23:26,3799,29.65133
2026/08/01@18:23:27,3800,29.636072
2026/08/01@18:23:29,3802,29.65133
2026/08/01@18:23:30,3803,29.594874
2026/08/01@18:23:31,3804,29.636072
2026/08/01@18:23:32,3805,29.665064
2026/08/01@18:23:33,3806,29.65133
2026/08/01@18:23:34,3807,29.665064
2026/08/01@18:23:35,3808,29.637598
2026/08/01@18:23:36,3809,29.623866
2026/08/01@18:23:37,3810,29.637598
2026/08/01@18:23:38,3811,29.654382
2026/08/01@18:23:39,3812,29.623866
2026/08/01@18:23:41,3814,29.655908
2026/08/01@18:23:42,3815,29.654382
2026/08/01@18:23:43,3816,29.623866
2026/08/01@18:23:44,3817,29.655908
2026/08/01@18:23:45,3818,29.626916
2026/08/01@18:23:46,3819,29.623866
2026/08/01@18:23:47,3820,29.642176
2026/08/01@18:23:48,3821,29.642176
2026/08/01@18:23:49,3822,29.642176
2026/08/01@18:23:50,3823,29.626916
2026/08/01@18:23:52,3825,29.628442
2026/08/01@18:23:53,3826,29.686426
2026/08/01@18:23:54,3827,29.626916
2026/08/01@18:23:55,3828,29.600976
2026/08/01@18:23:56,3829,29.600976
2026/08/01@18:23:57,3830,29.600976
2026/08/01@18:23:58,3831,29.619288
2026/08/01@18:23:59,3832,29.559776
2026/08/01@18:24:00,3833,29.604028
2026/08/01@18:24:01,3834,29.587244
2026/08/01@18:24:03,3836,29.619288
2026/08/01@18:24:04,3837,29.617762
2026/08/01@18:24:05,3838,29.573512
2026/08/01@18:24:06,3839,29.559776
2026/08/01@18:24:07,3840,29.559776
2026/08/01@18:24:08,3841,29.559776
2026/08/01@18:24:09,3842,29.605554
2026/08/01@18:24:10,3843,29.590296
2026/08/01@18:24:11,3844,29.605554
2026/08/01@18:24:12,3845,29.573512
2026/08/01@18:24:14,3847,29.564356
2026/08/01@18:24:15,3848,29.590296
2026/08/01@18:24:16,3849,29.590296
2026/08/01@18:24:17,3850,29.564356
2026/08/01@18:24:18,3851,29.576562
2026/08/01@18:24:19,3852,29.5506216
2026/08/01@18:24:20,3853,29.591822
2026/08/01@18:24:21,3854,29.5506216
2026/08/01@18:24:22,3855,29.567408
2026/08/01@18:24:23,3856,29.5506216
2026/08/01@18:24:25,3858,29.526206
2026/08/01@18:24:26,3859,29.567408
2026/08/01@18:24:27,3860,29.536888
2026/08/01@18:24:28,3861,29.567408
2026/08/01@18:24:29,3862,29.48043
2026/08/01@18:24:30,3863,29.509422
2026/08/01@18:24:31,3864,29.509422
2026/08/01@18:24:32,3865,29.553672
2026/08/01@18:24:33,3866,29.481956
2026/08/01@18:24:34,3867,29.527732
2026/08/01@18:24:36,3869,29.512474
2026/08/01@18:24:37,3870,29.514
2026/08/01@18:24:38,3871,29.481956
2026/08/01@18:24:39,3872,29.512474
2026/08/01@18:24:40,3873,29.485008
2026/08/01@18:24:41,3874,29.49569
2026/08/01@18:24:42,3875,29.530784
2026/08/01@18:24:43,3876,29.481956
2026/08/01@18:24:44,3877,29.49569
2026/08/01@18:24:45,3878,29.514
2026/08/01@18:24:46,3879,29.457542
2026/08/01@18:24:48,3881,29.457542
2026/08/01@18:24:49,3882,29.541466
2026/08/01@18:24:50,3883,29.472802
2026/08/01@18:24:51,3884,29.514
2026/08/01@18:24:52,3885,29.472802
2026/08/01@18:24:53,3886,29.55825
2026/08/01@18:24:54,3887,29.485008
2026/08/01@18:24:55,3888,29.4758532
2026/08/01@18:24:56,3889,29.472802
2026/08/01@18:24:57,3890,29.459068
2026/08/01@18:24:59,3892,29.518578
2026/08/01@18:25:00,3893,29.4758532
2026/08/01@18:25:01,3894,29.489586
2026/08/01@18:25:02,3895,29.445336
2026/08/01@18:25:03,3896,29.445336
2026/08/01@18:25:04,3897,29.445336
2026/08/01@18:25:05,3898,29.477378
2026/08/01@18:25:06,3899,29.445336
2026/08/01@18:25:07,3900,29.46212
2026/08/01@18:25:08,3901,29.477378
2026/08/01@18:25:10,3903,29.404134
2026/08/01@18:25:11,3904,29.48043
2026/08/01@18:25:12,3905,29.448388
2026/08/01@18:25:13,3906,29.42092
2026/08/01@18:25:14,3907,29.434652
2026/08/01@18:25:15,3908,29.390402
2026/08/01@18:25:16,3909,29.48043
2026/08/01@18:25:17,3910,29.4499132
2026/08/01@18:25:18,3911,29.425498
2026/08/01@18:25:19,3912,29.436178
2026/08/01@18:25:21,3914,29.425498
2026/08/01@18:25:22,3915,29.37972
2026/08/01@18:25:23,3916,29.422446
2026/08/01@18:25:24,3917,29.408712
2026/08/01@18:25:25,3918,29.381246
2026/08/01@18:25:26,3919,29.393454
2026/08/01@18:25:27,3920,29.425498
2026/08/01@18:25:28,3921,29.425498
2026/08/01@18:25:29,3922,29.436178
2026/08/01@18:25:30,3923,29.439232
2026/08/01@18:25:32,3925,29.425498
2026/08/01@18:25:33,3926,29.393454
2026/08/01@18:25:34,3927,29.411764
2026/08/01@18:25:35,3928,29.381246
2026/08/01@18:25:36,3929,29.408712
2026/08/01@18:25:37,3930,29.41329
2026/08/01@18:25:38,3931,29.352254
2026/08/01@18:25:39,3932,29.427022
2026/08/01@18:25:40,3933,29.370566
2026/08/01@18:25:41,3934,29.340048
2026/08/01@18:25:43,3936,29.385824
2026/08/01@18:25:44,3937,29.340048
2026/08/01@18:25:45,3938,29.326314
2026/08/01@18:25:46,3939,29.356832
2026/08/01@18:25:47,3940,29.329366
2026/08/01@18:25:48,3941,29.388876
2026/08/01@18:25:49,3942,29.399558
2026/08/01@18:25:50,3943,29.388876
2026/08/01@18:25:51,3944,29.36141
2026/08/01@18:25:52,3945,29.358358
2026/08/01@18:25:53,3946,29.358358
2026/08/01@18:25:55,3948,29.330892
2026/08/01@18:25:56,3949,29.3431
2026/08/01@18:25:57,3950,29.358358
2026/08/01@18:25:58,3951,29.3431
2026/08/01@18:25:59,3952,29.344626
2026/08/01@18:26:00,3953,29.344626
2026/08/01@18:26:01,3954,29.31716
2026/08/01@18:26:02,3955,29.330892
2026/08/01@18:26:03,3956,29.344626
2026/08/01@18:26:04,3957,29.333944
2026/08/01@18:26:06,3959,29.333944
2026/08/01@18:26:07,3960,29.344626
2026/08/01@18:26:08,3961,29.330892
2026/08/01@18:26:09,3962,29.31716
2026/08/01@18:26:10,3963,29.303424
2026/08/01@18:26:11,3964,29.333944
2026/08/01@18:26:12,3965,29.36141
2026/08/01@18:26:13,3966,29.33547
2026/08/01@18:26:14,3967,29.289692
2026/08/01@18:26:15,3968,29.33547
2026/08/01@18:26:17,3970,29.292744
2026/08/01@18:26:18,3971,29.365988
2026/08/01@18:26:19,3972,29.349204
2026/08/01@18:26:20,3973,29.338522
2026/08/01@18:26:21,3974,29.306476
2026/08/01@18:26:22,3975,29.27901
2026/08/01@18:26:23,3976,29.308002
2026/08/01@18:26:24,3977,29.292744
2026/08/01@18:26:25,3978,29.292744
2026/08/01@18:26:26,3979,29.297322
2026/08/01@18:26:28,3981,29.338522
2026/08/01@18:26:29,3982,29.312582
2026/08/01@18:26:30,3983,29.340048
2026/08/01@18:26:31,3984,29.251544
2026/08/01@18:26:32,3985,29.283588
2026/08/01@18:26:33,3986,29.283588
2026/08/01@18:26:34,3987,29.297322
2026/08/01@18:26:35,3988,29.311054
2026/08/01@18:26:36,3989,29.326314
2026/08/01@18:26:37,3990,29.312582
2026/08/01@18:26:38,3991,29.269856
2026/08/01@18:26:40,3993,29.283588
2026/08/01@18:26:41,3994,29.326314
2026/08/01@18:26:42,3995,29.297322
2026/08/01@18:26:43,3996,29.297322
2026/08/01@18:26:44,3997,29.269856
2026/08/01@18:26:45,3998,29.283588
2026/08/01@18:26:46,3999,29.298848
2026/08/01@18:26:47,4000,29.298848
2026/08/01@18:26:48,4001,29.288166
2026/08/01@18:26:49,4002,29.285114
2026/08/01@18:26:51,4004,29.288166
2026/08/01@18:26:52,4005,29.288166
2026/08/01@18:26:53,4006,29.274434
2026/08/01@18:26:54,4007,29.288166
2026/08/01@18:26:55,4008,29.243916
2026/08/01@18:26:56,4009,29.288166
2026/08/01@18:26:57,4010,29.301899
2026/08/01@18:26:58,4011,29.274434
2026/08/01@18:26:59,4012,29.274434
2026/08/01@18:27:00,4013,29.288166
2026/08/01@18:27:02,4015,29.271382
2026/08/01@18:27:03,4016,29.289692
2026/08/01@18:27:04,4017,29.301899
2026/08/01@18:27:05,4018,29.192036
2026/08/01@18:27:06,4019,29.27901
2026/08/01@18:27:07,4020,29.248494
2026/08/01@18:27:08,4021,29.303424
2026/08/01@18:27:09,4022,29.31716
2026/08/01@18:27:10,4023,29.27901
2026/08/01@18:27:11,4024,29.248494
2026/08/01@18:27:13,4026,29.27901
2026/08/01@18:27:14,4027,29.262226
2026/08/01@18:27:15,4028,29.248494
2026/08/01@18:27:16,4029,29.23476
2026/08/01@18:27:17,4030,29.23476
2026/08/01@18:27:18,4031,29.205768
2026/08/01@18:27:19,4032,29.251544
2026/08/01@18:27:20,4033,29.23476
2026/08/01@18:27:21,4034,29.262226
2026/08/01@18:27:22,4035,29.251544
2026/08/01@18:27:24,4037,29.237812
2026/08/01@18:27:25,4038,29.193562
2026/08/01@18:27:26,4039,29.193562
2026/08/01@18:27:27,4040,29.196614
2026/08/01@18:27:28,4041,29.196614
2026/08/01@18:27:29,4042,29.196614
2026/08/01@18:27:30,4043,29.210346
2026/08/01@18:27:31,4044,29.22408
2026/08/01@18:27:32,4045,29.196614
2026/08/01@18:27:33,4046,29.196614
2026/08/01@18:27:34,4047,29.22408
2026/08/01@18:27:36,4049,29.155412
2026/08/01@18:27:37,4050,29.196614
2026/08/01@18:27:38,4051,29.19814
2026/08/01@18:27:39,4052,29.184404
2026/08/01@18:27:40,4053,29.182878
2026/08/01@18:27:41,4054,29.169146
2026/08/01@18:27:42,4055,29.182878
2026/08/01@18:27:43,4056,29.169146
2026/08/01@18:27:44,4057,29.182878
2026/08/01@18:27:45,4058,29.211872
2026/08/01@18:27:47,4060,29.14168
2026/08/01@18:27:48,4061,29.20119
2026/08/01@18:27:49,4062,29.155412
2026/08/01@18:27:50,4063,29.155412
2026/08/01@18:27:51,4064,29.170672
2026/08/01@18:27:52,4065,29.184404
2026/08/01@18:27:53,4066,29.187456
2026/08/01@18:27:54,4067,29.156938
2026/08/01@18:27:55,4068,29.187456
2026/08/01@18:27:56,4069,29.187456
2026/08/01@18:27:58,4071,29.188984
2026/08/01@18:27:59,4072,29.156938
2026/08/01@18:28:00,4073,29.202716
2026/08/01@18:28:01,4074,29.187456
2026/08/01@18:28:02,4075,29.187456
2026/08/01@18:28:03,4076,29.146258
2026/08/01@18:28:04,4077,29.146258
2026/08/01@18:28:05,4078,29.173724
2026/08/01@18:28:06,4079,29.192036
2026/08/01@18:28:07,4080,29.173724
2026/08/01@18:28:09,4082,29.21645
2026/08/01@18:28:10,4083,29.192036
2026/08/01@18:28:11,4084,29.146258
2026/08/01@18:28:12,4085,29.192036
2026/08/01@18:28:13,4086,29.1783
2026/08/01@18:28:14,4087,29.1508336
2026/08/01@18:28:15,4088,29.188984
2026/08/01@18:28:16,4089,29.161516
2026/08/01@18:28:17,4090,29.221028
2026/08/01@18:28:18,4091,29.1783
2026/08/01@18:28:20,4093,29.221028
2026/08/01@18:28:21,4094,29.091326
2026/08/01@18:28:22,4095,29.13405
2026/08/01@18:28:23,4096,29.164568
2026/08/01@18:28:24,4097,29.161516
2026/08/01@18:28:25,4098,29.1508336
2026/08/01@18:28:26,4099,29.120318
2026/08/01@18:28:27,4100,29.137102
2026/08/01@18:28:28,4101,29.164568
2026/08/01@18:28:29,4102,29.15236
2026/08/01@18:28:31,4103,29.15236
2026/08/01@18:28:32,4105,29.179826
2026/08/01@18:28:33,4106,29.054702
2026/08/01@18:28:34,4107,29.109636
2026/08/01@18:28:35,4108,29.12337
2026/08/01@18:28:36,4109,29.138628
2026/08/01@18:28:37,4110,29.137102
2026/08/01@18:28:38,4111,29.124896
2026/08/01@18:28:39,4112,29.114214
2026/08/01@18:28:40,4113,29.111162
2026/08/01@18:28:41,4114,29.08217
2026/08/01@18:28:43,4116,29.068438
2026/08/01@18:28:44,4117,29.056228
2026/08/01@18:28:45,4118,29.054702
2026/08/01@18:28:46,4119,29.124896
2026/08/01@18:28:47,4120,29.100482
2026/08/01@18:28:48,4121,29.068438
2026/08/01@18:28:49,4122,29.100482
2026/08/01@18:28:50,4123,29.056228
2026/08/01@18:28:51,4124,29.083696
2026/08/01@18:28:52,4125,29.083696
2026/08/01@18:28:54,4127,29.100482
2026/08/01@18:28:55,4128,29.08217
2026/08/01@18:28:56,4129,29.086748
2026/08/01@18:28:57,4130,29.05928
2026/08/01@18:28:58,4131,29.100482
2026/08/01@18:28:59,4132,29.069964
2026/08/01@18:29:00,4133,29.042496
2026/08/01@18:29:01,4134,29.073016
2026/08/01@18:29:02,4135,29.01503
2026/08/01@18:29:03,4136,29.05928
2026/08/01@18:29:05,4138,29.045548
2026/08/01@18:29:06,4139,29.045548
2026/08/01@18:29:07,4140,29.060806
2026/08/01@18:29:08,4141,29.073016
2026/08/01@18:29:09,4142,29.031814
2026/08/01@18:29:10,4143,29.146258
2026/08/01@18:29:11,4144,29.088274
2026/08/01@18:29:12,4145,29.088274
2026/08/01@18:29:13,4146,29.074542
2026/08/01@18:29:14,4147,29.105058
2026/08/01@18:29:16,4149,29.091326
2026/08/01@18:29:17,4150,29.018082
2026/08/01@18:29:18,4151,29.045548
2026/08/01@18:29:19,4152,29.073016
2026/08/01@18:29:20,4153,29.031814
2026/08/01@18:29:21,4154,29.005874
2026/08/01@18:29:22,4155,29.03334
2026/08/01@18:29:23,4156,29.018082
2026/08/01@18:29:24,4157,29.005874
2026/08/01@18:29:25,4158,29.031814
2026/08/01@18:29:26,4159,29.005874
2026/08/01@18:29:28,4161,29.03334
2026/08/01@18:29:29,4162,29.008926
2026/08/01@18:29:30,4163,28.992142
2026/08/01@18:29:31,4164,28.950942
2026/08/01@18:29:32,4165,28.978408
2026/08/01@18:29:33,4166,28.978408
2026/08/01@18:29:34,4167,28.976882
2026/08/01@18:29:35,4168,28.978408
2026/08/01@18:29:36,4169,28.964676
2026/08/01@18:29:37,4170,28.950942
2026/08/01@18:29:39,4172,28.964676
2026/08/01@18:29:40,4173,29.010452
2026/08/01@18:29:41,4174,29.008926
2026/08/01@18:29:42,4175,28.98146
2026/08/01@18:29:43,4176,28.98146
2026/08/01@18:29:44,4177,28.978408
2026/08/01@18:29:45,4178,29.013504
2026/08/01@18:29:46,4179,28.978408
2026/08/01@18:29:47,4180,28.953994
2026/08/01@18:29:48,4181,28.923476
2026/08/01@18:29:50,4183,28.923476
2026/08/01@18:29:51,4184,28.95552
2026/08/01@18:29:52,4185,28.940262
2026/08/01@18:29:53,4186,28.982986
2026/08/01@18:29:54,4187,28.982986
2026/08/01@18:29:55,4188,28.953994
2026/08/01@18:29:56,4189,28.941788
2026/08/01@18:29:57,4190,28.941788
2026/08/01@18:29:58,4191,28.926526
2026/08/01@18:29:59,4192,28.899062
2026/08/01@18:30:00,4193,28.91432
2026/08/01@18:30:02,4195,28.899062
2026/08/01@18:30:03,4196,28.928052
2026/08/01@18:30:04,4197,28.899062
2026/08/01@18:30:05,4198,28.885328
2026/08/01@18:30:06,4199,28.899062
2026/08/01@18:30:07,4200,28.91432
2026/08/01@18:30:08,4201,28.84413
2026/08/01@18:30:09,4202,28.886854
2026/08/01@18:30:10,4203,28.900588
2026/08/01@18:30:11,4204,28.886854
2026/08/01@18:30:13,4206,28.857862
2026/08/01@18:30:14,4207,28.859388
2026/08/01@18:30:15,4208,28.886854
2026/08/01@18:30:16,4209,28.845656
2026/08/01@18:30:17,4210,28.886854
2026/08/01@18:30:18,4211,28.859388
2026/08/01@18:30:19,4212,28.859388
2026/08/01@18:30:20,4213,28.889906
2026/08/01@18:30:21,4214,28.827344
2026/08/01@18:30:22,4215,28.859388
2026/08/01@18:30:24,4217,28.873122
2026/08/01@18:30:25,4218,28.831922
2026/08/01@18:30:26,4219,28.845656
2026/08/01@18:30:27,4220,28.802928
2026/08/01@18:30:28,4221,28.845656
2026/08/01@18:30:29,4222,28.747998
2026/08/01@18:30:30,4223,28.821242
2026/08/01@18:30:31,4224,28.789196
2026/08/01@18:30:32,4225,28.76173
2026/08/01@18:30:33,4226,28.790722
2026/08/01@18:30:34,4227,28.749524
2026/08/01@18:30:36,4229,28.821242
2026/08/01@18:30:37,4230,28.772412
2026/08/01@18:30:38,4231,28.775464
2026/08/01@18:30:39,4232,28.734264
2026/08/01@18:30:40,4233,28.775464
2026/08/01@18:30:41,4234,28.76173
2026/08/01@18:30:42,4235,28.749524
2026/08/01@18:30:43,4236,28.734264
2026/08/01@18:30:44,4237,28.766308
2026/08/01@18:30:46,4238,28.775464
2026/08/01@18:30:47,4240,28.749524
2026/08/01@18:30:48,4241,28.749524
2026/08/01@18:30:49,4242,28.73579
2026/08/01@18:30:50,4243,28.7769884
2026/08/01@18:30:51,4244,28.766308
2026/08/01@18:30:52,4245,28.722058
2026/08/01@18:30:53,4246,28.722058
2026/08/01@18:30:54,4247,28.749524
2026/08/01@18:30:55,4248,28.722058
2026/08/01@18:30:56,4249,28.708324
2026/08/01@18:30:58,4251,28.73579
2026/08/01@18:30:59,4252,28.752574
2026/08/01@18:31:00,4253,28.73579
2026/08/01@18:31:01,4254,28.738842
2026/08/01@18:31:02,4255,28.665598
2026/08/01@18:31:03,4256,28.694592
2026/08/01@18:31:04,4257,28.72511
2026/08/01@18:31:05,4258,28.726635
2026/08/01@18:31:06,4259,28.694592
2026/08/01@18:31:07,4260,28.694592
2026/08/01@18:31:09,4262,28.680856
2026/08/01@18:31:10,4263,28.726635
2026/08/01@18:31:11,4264,28.683908
2026/08/01@18:31:12,4265,28.726635
2026/08/01@18:31:13,4266,28.7541
2026/08/01@18:31:14,4267,28.697644
2026/08/01@18:31:15,4268,28.712902
2026/08/01@18:31:16,4269,28.697644
2026/08/01@18:31:17,4270,28.697644
2026/08/01@18:31:18,4271,28.712902
2026/08/01@18:31:20,4273,28.712902
2026/08/01@18:31:21,4274,28.757152
2026/08/01@18:31:22,4275,28.729686
2026/08/01@18:31:23,4276,28.757152
2026/08/01@18:31:24,4277,28.683908
2026/08/01@18:31:25,4278,28.697644
2026/08/01@18:31:26,4279,28.712902
2026/08/01@18:31:27,4280,28.69917
2026/08/01@18:31:28,4281,28.715954
2026/08/01@18:31:29,4282,28.715954
2026/08/01@18:31:31,4284,28.685434
2026/08/01@18:31:32,4285,28.69917
2026/08/01@18:31:33,4286,28.70222
2026/08/01@18:31:34,4287,28.674754
2026/08/01@18:31:35,4288,28.685434
2026/08/01@18:31:36,4289,28.715954
2026/08/01@18:31:37,4290,28.685434
2026/08/01@18:31:38,4291,28.674754
2026/08/01@18:31:39,4292,28.674754
2026/08/01@18:31:40,4293,28.628976
2026/08/01@18:31:42,4294,28.657968
2026/08/01@18:31:43,4296,28.644236
2026/08/01@18:31:44,4297,28.61677
2026/08/01@18:31:45,4298,28.657968
2026/08/01@18:31:46,4299,28.647288
2026/08/01@18:31:47,4300,28.647288
2026/08/01@18:31:48,4301,28.630502
2026/08/01@18:31:49,4302,28.630502
2026/08/01@18:31:50,4303,28.589304
2026/08/01@18:31:51,4304,28.587778
2026/08/01@18:31:52,4305,28.589304
2026/08/01@18:31:54,4307,28.619822
2026/08/01@18:31:55,4308,28.532844
2026/08/01@18:31:56,4309,28.56031
2026/08/01@18:31:57,4310,28.578622
2026/08/01@18:31:58,4311,28.589304
2026/08/01@18:31:59,4312,28.589304
2026/08/01@18:32:00,4313,28.561836
2026/08/01@18:32:01,4314,28.589304
2026/08/01@18:32:02,4315,28.519112
2026/08/01@18:32:03,4316,28.606088
2026/08/01@18:32:05,4318,28.578622
2026/08/01@18:32:06,4319,28.532844
2026/08/01@18:32:07,4320,28.56489
2026/08/01@18:32:08,4321,28.53437
2026/08/01@18:32:09,4322,28.548104
2026/08/01@18:32:10,4323,28.647288
2026/08/01@18:32:11,4324,28.749524
2026/08/01@18:32:12,4325,28.850234
2026/08/01@18:32:13,4326,28.940262
2026/08/01@18:32:14,4327,28.909742
2026/08/01@18:32:16,4329,28.894484
2026/08/01@18:32:17,4330,28.882276
2026/08/01@18:32:18,4331,28.853284
2026/08/01@18:32:19,4332,28.809032
2026/08/01@18:32:20,4333,28.781566
2026/08/01@18:32:21,4334,28.767834
2026/08/01@18:32:22,4335,28.78004
2026/08/01@18:32:23,4336,28.740368
2026/08/01@18:32:24,4337,28.694592
2026/08/01@18:32:25,4338,28.74342
2026/08/01@18:32:27,4340,28.711376
2026/08/01@18:32:28,4341,28.683908
2026/08/01@18:32:29,4342,28.667124
2026/08/01@18:32:30,4343,28.683908
2026/08/01@18:32:31,4344,28.638132
2026/08/01@18:32:32,4345,28.607614
2026/08/01@18:32:33,4346,28.625926
2026/08/01@18:32:34,4347,28.625926
2026/08/01@18:32:35,4348,28.625926
2026/08/01@18:32:36,4349,28.538948
2026/08/01@18:32:38,4350,28.525216
2026/08/01@18:32:39,4352,28.5832
2026/08/01@18:32:40,4353,28.593882
2026/08/01@18:32:41,4354,28.511482
2026/08/01@18:32:42,4355,28.49775
2026/08/01@18:32:43,4356,28.587778
2026/08/01@18:32:44,4357,28.587778
2026/08/01@18:32:45,4358,28.49775
2026/08/01@18:32:46,4359,28.528266
2026/08/01@18:32:47,4360,28.528266
2026/08/01@18:32:48,4361,28.455024
2026/08/01@18:32:50,4363,28.514534
2026/08/01@18:32:51,4364,28.529792
2026/08/01@18:32:52,4365,28.514534
2026/08/01@18:32:53,4366,28.48249
2026/08/01@18:32:54,4367,28.45655
2026/08/01@18:32:55,4368,28.470284
2026/08/01@18:32:56,4369,28.49775
2026/08/01@18:32:57,4370,28.455024
2026/08/01@18:32:58,4371,28.474862
2026/08/01@18:32:59,4372,28.441292
2026/08/01@18:33:01,4374,28.45655
2026/08/01@18:33:02,4375,28.473336
2026/08/01@18:33:03,4376,28.455024
2026/08/01@18:33:04,4377,28.484016
2026/08/01@18:33:05,4378,28.470284
2026/08/01@18:33:06,4379,28.5023268
2026/08/01@18:33:07,4380,28.487068
2026/08/01@18:33:08,4381,28.442818
2026/08/01@18:33:09,4382,28.400092
2026/08/01@18:33:10,4383,28.429082
2026/08/01@18:33:12,4385,28.432134
2026/08/01@18:33:13,4386,28.401618
2026/08/01@18:33:14,4387,28.432134
2026/08/01@18:33:15,4388,28.386358
2026/08/01@18:33:16,4389,28.44587
2026/08/01@18:33:17,4390,28.51606
2026/08/01@18:33:18,4391,28.592356
2026/08/01@18:33:19,4392,28.619822
2026/08/01@18:33:20,4393,28.592356
2026/08/01@18:33:21,4394,28.592356
2026/08/01@18:33:23,4396,28.56031
2026/08/01@18:33:24,4397,28.548104
2026/08/01@18:33:25,4398,28.575572
2026/08/01@18:33:26,4399,28.53437
2026/08/01@18:33:27,4400,28.5023268
2026/08/01@18:33:28,4401,28.5023268
2026/08/01@18:33:29,4402,28.520638
2026/08/01@18:33:30,4403,28.520638
2026/08/01@18:33:31,4404,28.488594
2026/08/01@18:33:32,4405,28.477912
2026/08/01@18:33:34,4407,28.46418
2026/08/01@18:33:35,4408,28.488594
2026/08/01@18:33:36,4409,28.488594
2026/08/01@18:33:37,4410,28.461128
2026/08/01@18:33:38,4411,28.479438
2026/08/01@18:33:39,4412,28.477912
2026/08/01@18:33:40,4413,28.46418
2026/08/01@18:33:41,4414,28.46418
2026/08/01@18:33:42,4415,28.419928
2026/08/01@18:33:43,4416,28.419928
2026/08/01@18:33:44,4417,28.404668
2026/08/01@18:33:46,4419,28.419928
2026/08/01@18:33:47,4420,28.409246
2026/08/01@18:33:48,4421,28.419928
2026/08/01@18:33:49,4422,28.42298
2026/08/01@18:33:50,4423,28.406194
2026/08/01@18:33:51,4424,28.409246
2026/08/01@18:33:52,4425,28.364996
2026/08/01@18:33:53,4426,28.38178
2026/08/01@18:33:54,4427,28.395514
2026/08/01@18:33:55,4428,28.392462
2026/08/01@18:33:57,4430,28.43824
2026/08/01@18:33:58,4431,28.38178
2026/08/01@18:33:59,4432,28.38178
2026/08/01@18:34:00,4433,28.395514
2026/08/01@18:34:01,4434,28.409246
2026/08/01@18:34:02,4435,28.383306
2026/08/01@18:34:03,4436,28.38178
2026/08/01@18:34:04,4437,28.392462
2026/08/01@18:34:05,4438,28.351262
