datetime,elapsed_s,pressure_hpa,Elevation_m
2026/04/02@12:59:25,29935,968.7031,7686.064516129032
2026/04/02@12:59:26,29936,968.69944,7691.258064516129
2026/04/02@12:59:27,29937,968.6807,7696.451612903225
2026/04/02@12:59:28,29938,968.69084,7701.645161290323
2026/04/02@12:59:29,29939,968.65852,7706.8387096774195
2026/04/02@12:59:30,29940,968.67348,7712.032258064516
2026/04/02@12:59:31,29941,968.6856,7717.225806451613
2026/04/02@12:59:32,29942,968.6981,7722.419354838709
2026/04/02@12:59:33,29943,968.6856,7727.612903225807
2026/04/02@12:59:34,29944,968.66488,7732.806451612903
2026/04/02@12:59:35,29945,968.70664,7738.0
2026/04/02@12:59:37,29947,968.7202,7748.266666666666
2026/04/02@12:59:38,29948,968.70936,7753.4
2026/04/02@12:59:39,29949,968.67348,7758.533333333334
2026/04/02@12:59:40,29950,968.69944,7763.666666666667
2026/04/02@12:59:41,29951,968.6832,7768.8
2026/04/02@12:59:42,29952,968.7165,7773.933333333333
2026/04/02@12:59:43,29953,968.68824,7779.066666666667
2026/04/02@12:59:44,29954,968.6809,7784.2
2026/04/02@12:59:45,29955,968.6769,7789.333333333333
2026/04/02@12:59:46,29956,968.6362,7794.466666666666
2026/04/02@12:59:47,29957,968.7128,7799.6
2026/04/02@12:59:48,29958,968.6648,7804.733333333334
2026/04/02@12:59:50,29960,968.6473,7815.0
2026/04/02@12:59:51,29961,968.669536,7820.133333333333
2026/04/02@12:59:52,29962,968.7054,7825.266666666666
2026/04/02@12:59:53,29963,968.6955,7830.4
2026/04/02@12:59:54,29964,968.6945,7835.533333333334
2026/04/02@12:59:55,29965,968.68948,7840.666666666667
2026/04/02@12:59:56,29966,968.6979,7845.8
2026/04/02@12:59:57,29967,968.67336,7850.933333333333
2026/04/02@12:59:58,29968,968.68948,7856.066666666667
2026/04/02@12:59:59,29969,968.6917,7861.2
2026/04/02@13:00:00,29970,968.69304,7866.333333333333
2026/04/02@13:00:01,29971,968.6397,7871.466666666666
2026/04/02@13:00:03,29973,968.65096,7881.733333333334
2026/04/02@13:00:04,29974,968.69656,7886.866666666667
2026/04/02@13:00:05,29975,968.6484,7892.0
2026/04/02@13:00:06,29976,968.7079,7896.709677419355
2026/04/02@13:00:07,29977,968.6793,7901.419354838709
2026/04/02@13:00:08,29978,968.6819,7906.129032258064
2026/04/02@13:00:09,29979,968.6757,7910.8387096774195
2026/04/02@13:00:10,29980,968.6843,7915.548387096775
2026/04/02@13:00:11,29981,968.6795,7920.258064516129
2026/04/02@13:00:12,29982,968.65216,7924.967741935484
2026/04/02@13:00:13,29983,968.68552,7929.677419354839
2026/04/02@13:00:14,29984,968.6779,7934.387096774193
2026/04/02@13:00:16,29986,968.6916,7943.806451612903
2026/04/02@13:00:17,29987,968.6758,7948.5161290322585
2026/04/02@13:00:18,29988,968.71016,7953.225806451613
2026/04/02@13:00:19,29989,968.6534,7957.935483870968
2026/04/02@13:00:20,29990,968.70532,7962.645161290323
2026/04/02@13:00:21,29991,968.678032,7967.354838709677
2026/04/02@13:00:22,29992,968.6694,7972.064516129032
2026/04/02@13:00:23,29993,968.64344,7976.774193548387
2026/04/02@13:00:24,29994,968.6648,7981.4838709677415
2026/04/02@13:00:25,29995,968.6743,7986.193548387097
2026/04/02@13:00:26,29996,968.66816,7990.903225806452
2026/04/02@13:00:27,29997,968.7003,7995.612903225807
2026/04/02@13:00:29,29999,968.7103,8005.032258064516
2026/04/02@13:00:30,30000,968.68916,8009.741935483871
2026/04/02@13:00:31,30001,968.6805,8014.451612903225
2026/04/02@13:00:32,30002,968.6607,8019.1612903225805
2026/04/02@13:00:33,30003,968.6717,8023.870967741936
2026/04/02@13:00:34,30004,968.6767,8028.580645161291
2026/04/02@13:00:35,30005,968.6867,8033.290322580645
2026/04/02@13:00:36,30006,968.6719,8038.0
2026/04/02@13:00:37,30007,968.65576,8043.129032258064
2026/04/02@13:00:38,30008,968.6707,8048.258064516129
2026/04/02@13:00:39,30009,968.6793,8053.387096774193
2026/04/02@13:00:40,30010,968.7003,8058.5161290322585
2026/04/02@13:00:42,30011,968.674464,8068.774193548387
2026/04/02@13:00:43,30013,968.70136,8073.903225806452
2026/04/02@13:00:44,30014,968.663,8079.032258064516
2026/04/02@13:00:45,30015,968.6792,8084.1612903225805
2026/04/02@13:00:46,30016,968.6828,8089.290322580645
2026/04/02@13:00:47,30017,968.664368,8094.419354838709
2026/04/02@13:00:48,30018,968.70532,8099.548387096775
2026/04/02@13:00:49,30019,968.6866,8104.677419354839
2026/04/02@13:00:50,30020,968.6657,8109.806451612903
2026/04/02@13:00:51,30021,968.65332,8114.935483870968
2026/04/02@13:00:52,30022,968.6903,8120.064516129032
2026/04/02@13:00:53,30023,968.674464,8125.193548387097
2026/04/02@13:00:55,30025,968.68664,8135.451612903225
2026/04/02@13:00:56,30026,968.66068,8140.580645161291
2026/04/02@13:00:57,30027,968.6669,8145.709677419355
2026/04/02@13:00:58,30028,968.6804,8150.8387096774195
2026/04/02@13:00:59,30029,968.7089,8155.967741935484
2026/04/02@13:01:00,30030,968.67052,8161.096774193548
2026/04/02@13:01:01,30031,968.7162,8166.225806451613
2026/04/02@13:01:02,30032,968.6792,8171.354838709677
2026/04/02@13:01:03,30033,968.71736,8176.4838709677415
2026/04/02@13:01:04,30034,968.66184,8181.612903225807
2026/04/02@13:01:05,30035,968.6954,8186.741935483871
2026/04/02@13:01:06,30036,968.66184,8191.870967741936
2026/04/02@13:01:08,30038,968.659264,8202.4
2026/04/02@13:01:09,30039,968.657,8207.8
2026/04/02@13:01:10,30040,968.6668,8213.2
2026/04/02@13:01:11,30041,968.66068,8218.6
2026/04/02@13:01:12,30042,968.6446,8224.0
2026/04/02@13:01:13,30043,968.68536,8229.4
2026/04/02@13:01:14,30044,968.667968,8234.8
2026/04/02@13:01:15,30045,968.68268,8240.2
2026/04/02@13:01:16,30046,968.6891,8245.6
2026/04/02@13:01:17,30047,968.7039,8251.0
2026/04/02@13:01:18,30048,968.658,8256.4
2026/04/02@13:01:19,30049,968.68024,8261.8
2026/04/02@13:01:21,30051,968.6905,8272.6
2026/04/02@13:01:22,30052,968.6828,8278.0
2026/04/02@13:01:23,30053,968.647,8283.4
2026/04/02@13:01:24,30054,968.6792,8288.8
2026/04/02@13:01:25,30055,968.65452,8294.2
2026/04/02@13:01:26,30056,968.6395,8299.6
2026/04/02@13:01:27,30057,968.68552,8305.0
2026/04/02@13:01:28,30058,968.6717,8310.4
2026/04/02@13:01:29,30059,968.70872,8315.8
2026/04/02@13:01:30,30060,968.678,8321.2
2026/04/02@13:01:31,30061,968.66816,8326.6
2026/04/02@13:01:32,30062,968.6926,8332.0
2026/04/02@13:01:34,30064,968.6852,8342.8
2026/04/02@13:01:35,30065,968.667968,8348.2
2026/04/02@13:01:36,30066,968.667968,8353.6
2026/04/02@13:01:37,30067,968.6804,8359.0
2026/04/02@13:01:38,30068,968.6806,8364.129032258064
2026/04/02@13:01:39,30069,968.699,8369.258064516129
2026/04/02@13:01:40,30070,968.648464,8374.387096774193
2026/04/02@13:01:41,30071,968.6609,8379.516129032258
2026/04/02@13:01:42,30072,968.6778,8384.645161290322
2026/04/02@13:01:43,30073,968.65316,8389.774193548386
2026/04/02@13:01:44,30074,968.673,8394.90322580645
2026/04/02@13:01:45,30075,968.6989,8400.032258064517
2026/04/02@13:01:47,30077,968.7102,8410.290322580646
2026/04/02@13:01:48,30078,968.6756,8415.41935483871
2026/04/02@13:01:49,30079,968.6742,8420.548387096775
2026/04/02@13:01:50,30080,968.66296,8425.677419354839
2026/04/02@13:01:51,30081,968.6816,8430.806451612903
2026/04/02@13:01:52,30082,968.66184,8435.935483870968
2026/04/02@13:01:53,30083,968.68024,8441.064516129032
2026/04/02@13:01:54,30084,968.6559,8446.193548387097
2026/04/02@13:01:55,30085,968.6756,8451.322580645161
2026/04/02@13:01:56,30086,968.6902,8456.451612903225
2026/04/02@13:01:57,30087,968.6643,8461.58064516129
2026/04/02@13:01:58,30088,968.65952,8466.709677419354
2026/04/02@13:02:00,30090,968.71608,8476.967741935483
2026/04/02@13:02:01,30091,968.667968,8482.09677419355
2026/04/02@13:02:02,30092,968.66424,8487.225806451614
2026/04/02@13:02:03,30093,968.7113,8492.354838709678
2026/04/02@13:02:04,30094,968.63336,8497.483870967742
2026/04/02@13:02:05,30095,968.7049,8502.612903225807
2026/04/02@13:02:06,30096,968.66184,8507.741935483871
2026/04/02@13:02:07,30097,968.68268,8512.870967741936
2026/04/02@13:02:08,30098,968.63692,8518.0
2026/04/02@13:02:09,30099,968.6889,8523.7
2026/04/02@13:02:10,30100,968.6704,8529.4
2026/04/02@13:02:11,30101,968.64456,8535.1
2026/04/02@13:02:13,30103,968.68268,8546.5
2026/04/02@13:02:14,30104,968.6197,8552.2
2026/04/02@13:02:15,30105,968.6731,8557.9
2026/04/02@13:02:16,30106,968.659264,8563.6
2026/04/02@13:02:17,30107,968.6543,8569.3
2026/04/02@13:02:18,30108,968.6579,8575.0
2026/04/02@13:02:19,30109,968.6591,8580.7
2026/04/02@13:02:20,30110,968.65048,8586.4
2026/04/02@13:02:21,30111,968.6382,8592.1
2026/04/02@13:02:22,30112,968.62576,8597.8
2026/04/02@13:02:23,30113,968.65316,8603.5
2026/04/02@13:02:24,30114,968.66652,8609.2
2026/04/02@13:02:25,30115,968.6753,8614.9
2026/04/02@13:02:27,30117,968.6445,8626.3
2026/04/02@13:02:28,30118,968.6789,8632.0
2026/04/02@13:02:29,30119,968.683968,8637.7
2026/04/02@13:02:30,30120,968.7087,8643.4
2026/04/02@13:02:31,30121,968.6629,8649.1
2026/04/02@13:02:32,30122,968.6666,8654.8
2026/04/02@13:02:33,30123,968.65424,8660.5
2026/04/02@13:02:34,30124,968.7049,8666.2
2026/04/02@13:02:35,30125,968.657968,8671.9
2026/04/02@13:02:36,30126,968.685,8677.6
2026/04/02@13:02:37,30127,968.6295,8683.3
2026/04/02@13:02:38,30128,968.6716,8689.0
2026/04/02@13:02:40,30130,968.6814,8699.774193548386
2026/04/02@13:02:41,30131,968.65952,8705.161290322581
2026/04/02@13:02:42,30132,968.66296,8710.548387096775
2026/04/02@13:02:43,30133,968.69,8715.935483870968
2026/04/02@13:02:44,30134,968.6431,8721.322580645161
2026/04/02@13:02:45,30135,968.674,8726.709677419354
2026/04/02@13:02:46,30136,968.67896,8732.09677419355
2026/04/02@13:02:47,30137,968.69616,8737.483870967742
2026/04/02@13:02:48,30138,968.6777,8742.870967741936
2026/04/02@13:02:49,30139,968.6765,8748.258064516129
2026/04/02@13:02:50,30140,968.6789,8753.645161290322
2026/04/02@13:02:51,30141,968.6677,8759.032258064517
2026/04/02@13:02:53,30143,968.6481,8769.806451612903
2026/04/02@13:02:54,30144,968.6331,8775.193548387097
2026/04/02@13:02:55,30145,968.65048,8780.58064516129
2026/04/02@13:02:56,30146,968.6727,8785.967741935483
2026/04/02@13:02:57,30147,968.6591,8791.354838709678
2026/04/02@13:02:58,30148,968.65784,8796.741935483871
2026/04/02@13:02:59,30149,968.68504,8802.129032258064
2026/04/02@13:03:00,30150,968.6615,8807.516129032258
2026/04/02@13:03:01,30151,968.68,8812.90322580645
2026/04/02@13:03:02,30152,968.6627,8818.290322580646
2026/04/02@13:03:03,30153,968.6777,8823.677419354839
2026/04/02@13:03:04,30154,968.6627,8829.064516129032
2026/04/02@13:03:06,30156,968.6714,8839.838709677419
2026/04/02@13:03:07,30157,968.6651,8845.225806451614
2026/04/02@13:03:08,30158,968.6739,8850.612903225807
2026/04/02@13:03:09,30159,968.67,8856.0
2026/04/02@13:03:10,30160,968.6825,8861.2
2026/04/02@13:03:11,30161,968.6863,8866.4
2026/04/02@13:03:12,30162,968.664,8871.6
2026/04/02@13:03:13,30163,968.68616,8876.8
2026/04/02@13:03:14,30164,968.669,8882.0
2026/04/02@13:03:15,30165,968.7045,8887.2
2026/04/02@13:03:16,30166,968.6678,8892.4
2026/04/02@13:03:17,30167,968.6678,8897.6
2026/04/02@13:03:19,30169,968.69368,8908.0
2026/04/02@13:03:20,30170,968.66032,8913.2
2026/04/02@13:03:21,30171,968.6677,8918.4
2026/04/02@13:03:22,30172,968.70732,8923.6
2026/04/02@13:03:23,30173,968.6875,8928.8
2026/04/02@13:03:24,30174,968.66624,8934.0
2026/04/02@13:03:25,30175,968.6789,8939.2
2026/04/02@13:03:26,30176,968.68616,8944.4
2026/04/02@13:03:27,30177,968.68616,8949.6
2026/04/02@13:03:28,30178,968.6777,8954.8
2026/04/02@13:03:29,30179,968.6726,8960.0
2026/04/02@13:03:30,30180,968.6986,8965.2
2026/04/02@13:03:32,30182,968.681136,8975.6
2026/04/02@13:03:33,30183,968.66016,8980.8
2026/04/02@13:03:34,30184,968.681,8986.0
2026/04/02@13:03:35,30185,968.69,8991.2
2026/04/02@13:03:36,30186,968.678864,8996.4
2026/04/02@13:03:37,30187,968.6789,9001.6
2026/04/02@13:03:38,30188,968.692432,9006.8
2026/04/02@13:03:39,30189,968.6887,9012.0
2026/04/02@13:03:40,30190,968.6997,9017.806451612903
2026/04/02@13:03:41,30191,968.7134,9023.612903225807
2026/04/02@13:03:42,30192,968.6678,9029.41935483871
2026/04/02@13:03:43,30193,968.6799,9035.225806451614
2026/04/02@13:03:45,30195,968.6749,9046.838709677419
2026/04/02@13:03:46,30196,968.6825,9052.645161290322
2026/04/02@13:03:47,30197,968.67632,9058.451612903225
2026/04/02@13:03:48,30198,968.65268,9064.258064516129
2026/04/02@13:03:49,30199,968.68384,9070.064516129032
2026/04/02@13:03:50,30200,968.6825,9075.870967741936
2026/04/02@13:03:51,30201,968.642736,9081.677419354839
2026/04/02@13:03:52,30202,968.66488,9087.483870967742
2026/04/02@13:03:53,30203,968.65784,9093.290322580646
2026/04/02@13:03:54,30204,968.64516,9099.09677419355
2026/04/02@13:03:55,30205,968.6761,9104.90322580645
2026/04/02@13:03:56,30206,968.68384,9110.709677419354
2026/04/02@13:03:58,30208,968.684736,9122.322580645161
2026/04/02@13:03:59,30209,968.6825,9128.129032258064
2026/04/02@13:04:00,30210,968.6563,9133.935483870968
2026/04/02@13:04:01,30211,968.70952,9139.741935483871
2026/04/02@13:04:02,30212,968.6726,9145.548387096775
2026/04/02@13:04:03,30213,968.59952,9151.354838709678
2026/04/02@13:04:04,30214,968.6465,9157.161290322581
2026/04/02@13:04:05,30215,968.6761,9162.967741935483
2026/04/02@13:04:06,30216,968.6675,9168.774193548386
2026/04/02@13:04:07,30217,968.6872,9174.58064516129
2026/04/02@13:04:08,30218,968.70448,9180.387096774193
2026/04/02@13:04:09,30219,968.6726,9186.193548387097
2026/04/02@13:04:11,30221,968.66376,9197.7
2026/04/02@13:04:12,30222,968.69108,9203.4
2026/04/02@13:04:13,30223,968.6724,9209.1
2026/04/02@13:04:14,30224,968.6515,9214.8
2026/04/02@13:04:15,30225,968.681136,9220.5
2026/04/02@13:04:16,30226,968.6945,9226.2
2026/04/02@13:04:17,30227,968.65268,9231.9
2026/04/02@13:04:18,30228,968.67848,9237.6
2026/04/02@13:04:19,30229,968.6983,9243.3
2026/04/02@13:04:20,30230,968.6465,9249.0
2026/04/02@13:04:21,30231,968.697,9254.7
2026/04/02@13:04:22,30232,968.6983,9260.4
2026/04/02@13:04:24,30233,968.67616,9271.8
2026/04/02@13:04:25,30235,968.6686,9277.5
2026/04/02@13:04:26,30236,968.6626,9283.2
2026/04/02@13:04:27,30237,968.6726,9288.9
2026/04/02@13:04:28,30238,968.69352,9294.6
2026/04/02@13:04:29,30239,968.644032,9300.3
2026/04/02@13:04:30,30240,968.6501,9306.0
2026/04/02@13:04:31,30241,968.68224,9311.7
2026/04/02@13:04:32,30242,968.707,9317.4
2026/04/02@13:04:33,30243,968.6785,9323.1
2026/04/02@13:04:34,30244,968.67736,9328.8
2026/04/02@13:04:35,30245,968.6687,9334.5
2026/04/02@13:04:36,30246,968.6797,9340.2
2026/04/02@13:04:38,30248,968.68728,9351.6
2026/04/02@13:04:39,30249,968.6613,9357.3
2026/04/02@13:04:40,30250,968.65768,9363.0
2026/04/02@13:04:41,30251,968.686032,9367.709677419354
2026/04/02@13:04:42,30252,968.6983,9372.41935483871
2026/04/02@13:04:43,30253,968.6861,9377.129032258064
2026/04/02@13:04:44,30254,968.6945,9381.838709677419
2026/04/02@13:04:45,30255,968.6908,9386.548387096775
2026/04/02@13:04:46,30256,968.6724,9391.258064516129
2026/04/02@13:04:47,30257,968.67468,9395.967741935483
2026/04/02@13:04:48,30258,968.6861,9400.677419354839
2026/04/02@13:04:49,30259,968.6613,9405.387096774193
2026/04/02@13:04:51,30261,968.681,9414.806451612903
2026/04/02@13:04:52,30262,968.668736,9419.516129032258
2026/04/02@13:04:53,30263,968.6675,9424.225806451614
2026/04/02@13:04:54,30264,968.6833,9428.935483870968
2026/04/02@13:04:55,30265,968.6872,9433.645161290322
2026/04/02@13:04:56,30266,968.64532,9438.354838709678
2026/04/02@13:04:57,30267,968.6861,9443.064516129032
2026/04/02@13:04:58,30268,968.6811,9447.774193548386
2026/04/02@13:04:59,30269,968.6811,9452.483870967742
2026/04/02@13:05:00,30270,968.6957,9457.193548387097
2026/04/02@13:05:01,30271,968.6833,9461.90322580645
2026/04/02@13:05:02,30272,968.697,9466.612903225807
2026/04/02@13:05:04,30274,968.6933,9476.032258064517
2026/04/02@13:05:05,30275,968.6931,9480.741935483871
2026/04/02@13:05:06,30276,968.69944,9485.451612903225
2026/04/02@13:05:07,30277,968.67348,9490.161290322581
2026/04/02@13:05:08,30278,968.6959,9494.870967741936
2026/04/02@13:05:09,30279,968.7033,9499.58064516129
2026/04/02@13:05:10,30280,968.6699,9504.290322580646
2026/04/02@13:05:11,30281,968.67348,9509.0
2026/04/02@13:05:12,30282,968.702,9513.129032258064
2026/04/02@13:05:13,30283,968.665,9517.258064516129
2026/04/02@13:05:14,30284,968.6834,9521.387096774193
2026/04/02@13:05:15,30285,968.6945,9525.516129032258
2026/04/02@13:05:17,30287,968.6908,9533.774193548386
2026/04/02@13:05:18,30288,968.665,9537.90322580645
2026/04/02@13:05:19,30289,968.6524,9542.032258064517
2026/04/02@13:05:20,30290,968.6958,9546.161290322581
2026/04/02@13:05:21,30291,968.70296,9550.290322580646
2026/04/02@13:05:22,30292,968.6969,9554.41935483871
2026/04/02@13:05:23,30293,968.671,9558.548387096775
2026/04/02@13:05:24,30294,968.6782,9562.677419354839
2026/04/02@13:05:25,30295,968.6981,9566.806451612903
2026/04/02@13:05:26,30296,968.66,9570.935483870968
2026/04/02@13:05:27,30297,968.6746,9575.064516129032
2026/04/02@13:05:28,30298,968.698,9579.193548387097
2026/04/02@13:05:30,30300,968.6944,9587.451612903225
2026/04/02@13:05:31,30301,968.6782,9591.58064516129
2026/04/02@13:05:32,30302,968.688368,9595.709677419354
2026/04/02@13:05:33,30303,968.6956,9599.838709677419
2026/04/02@13:05:34,30304,968.68948,9603.967741935483
2026/04/02@13:05:35,30305,968.67848,9608.09677419355
2026/04/02@13:05:36,30306,968.688368,9612.225806451614
2026/04/02@13:05:37,30307,968.6795,9616.354838709678
2026/04/02@13:05:38,30308,968.675936,9620.483870967742
2026/04/02@13:05:39,30309,968.6994,9624.612903225807
2026/04/02@13:05:40,30310,968.69052,9628.741935483871
2026/04/02@13:05:41,30311,968.7042,9632.870967741936
2026/04/02@13:05:43,30313,968.7152,9640.333333333334
2026/04/02@13:05:44,30314,968.6919,9643.666666666666
2026/04/02@13:05:45,30315,968.6757,9647.0
2026/04/02@13:05:46,30316,968.69052,9650.333333333334
2026/04/02@13:05:47,30317,968.6881,9653.666666666666
2026/04/02@13:05:48,30318,968.6929,9657.0
2026/04/02@13:05:49,30319,968.7092,9660.333333333334
2026/04/02@13:05:50,30320,968.69052,9663.666666666666
2026/04/02@13:05:51,30321,968.7067,9667.0
2026/04/02@13:05:52,30322,968.68332,9670.333333333334
2026/04/02@13:05:53,30323,968.6856,9673.666666666666
2026/04/02@13:05:54,30324,968.7078,9677.0
2026/04/02@13:05:55,30325,968.7265,9680.333333333334
2026/04/02@13:05:57,30327,968.7028,9687.0
2026/04/02@13:05:58,30328,968.7092,9690.333333333334
2026/04/02@13:05:59,30329,968.70056,9693.666666666666
2026/04/02@13:06:00,30330,968.7327,9697.0
2026/04/02@13:06:01,30331,968.7043,9700.333333333334
2026/04/02@13:06:02,30332,968.7029,9703.666666666666
2026/04/02@13:06:03,30333,968.688,9707.0
2026/04/02@13:06:04,30334,968.66328,9710.333333333334
2026/04/02@13:06:05,30335,968.6955,9713.666666666666
2026/04/02@13:06:06,30336,968.6906,9717.0
2026/04/02@13:06:07,30337,968.6807,9720.333333333334
2026/04/02@13:06:08,30338,968.7054,9723.666666666666
2026/04/02@13:06:10,30340,968.73376,9730.333333333334
2026/04/02@13:06:11,30341,968.6892,9733.666666666666
2026/04/02@13:06:12,30342,968.6979,9737.0
2026/04/02@13:06:13,30343,968.66092,9740.0
2026/04/02@13:06:14,30344,968.6817,9743.0
2026/04/02@13:06:15,30345,968.6955,9746.0
2026/04/02@13:06:16,30346,968.6953,9749.0
2026/04/02@13:06:17,30347,968.6929,9752.0
2026/04/02@13:06:18,30348,968.7152,9755.0
2026/04/02@13:06:19,30349,968.7165,9758.0
2026/04/02@13:06:20,30350,968.6954,9761.0
2026/04/02@13:06:21,30351,968.68696,9764.0
2026/04/02@13:06:23,30353,968.68308,9770.0
2026/04/02@13:06:24,30354,968.7028,9773.0
2026/04/02@13:06:25,30355,968.6978,9776.0
2026/04/02@13:06:26,30356,968.6856,9779.0
2026/04/02@13:06:27,30357,968.7029,9782.0
2026/04/02@13:06:28,30358,968.71268,9785.0
2026/04/02@13:06:29,30359,968.7152,9788.0
2026/04/02@13:06:30,30360,968.699136,9791.0
2026/04/02@13:06:31,30361,968.7314,9794.0
2026/04/02@13:06:32,30362,968.700432,9797.0
2026/04/02@13:06:33,30363,968.6916,9800.0
2026/04/02@13:06:34,30364,968.699136,9803.0
2026/04/02@13:06:36,30366,968.71896,9809.0
2026/04/02@13:06:37,30367,968.6731,9812.0
2026/04/02@13:06:38,30368,968.7029,9815.0
2026/04/02@13:06:39,30369,968.6967,9818.0
2026/04/02@13:06:40,30370,968.71768,9821.0
2026/04/02@13:06:41,30371,968.699136,9824.0
2026/04/02@13:06:42,30372,968.66696,9827.0
2026/04/02@13:06:43,30373,968.7003,9830.0
2026/04/02@13:06:44,30374,968.70652,9832.6
2026/04/02@13:06:45,30375,968.7003,9835.2
2026/04/02@13:06:46,30376,968.70532,9837.8
2026/04/02@13:06:47,30377,968.6989,9840.4
2026/04/02@13:06:49,30379,968.6891,9845.6
2026/04/02@13:06:50,30380,968.6805,9848.2
2026/04/02@13:06:51,30381,968.6731,9850.8
2026/04/02@13:06:52,30382,968.70532,9853.4
2026/04/02@13:06:53,30383,968.6729,9856.0
2026/04/02@13:06:54,30384,968.7236,9858.6
2026/04/02@13:06:55,30385,968.6669,9861.2
2026/04/02@13:06:56,30386,968.6929,9863.8
2026/04/02@13:06:57,30387,968.70532,9866.4
2026/04/02@13:06:58,30388,968.67912,9869.0
2026/04/02@13:06:59,30389,968.72624,9871.6
2026/04/02@13:07:01,30391,968.7272,9876.8
2026/04/02@13:07:02,30392,968.7187,9879.4
2026/04/02@13:07:03,30393,968.7187,9882.0
2026/04/02@13:07:04,30394,968.7113,9884.6
2026/04/02@13:07:05,30395,968.72,9887.2
2026/04/02@13:07:06,30396,968.707664,9889.8
2026/04/02@13:07:07,30397,968.707664,9892.4
2026/04/02@13:07:08,30398,968.7088,9895.0
2026/04/02@13:07:09,30399,968.7187,9897.6
2026/04/02@13:07:10,30400,968.6866,9900.2
2026/04/02@13:07:11,30401,968.7151,9902.8
2026/04/02@13:07:12,30402,968.6719,9905.4
2026/04/02@13:07:14,30404,968.7039,9910.354838709678
2026/04/02@13:07:15,30405,968.71896,9912.709677419354
2026/04/02@13:07:16,30406,968.6951,9915.064516129032
2026/04/02@13:07:17,30407,968.6976,9917.41935483871
2026/04/02@13:07:18,30408,968.7003,9919.774193548386
2026/04/02@13:07:19,30409,968.7099,9922.129032258064
2026/04/02@13:07:20,30410,968.707664,9924.483870967742
2026/04/02@13:07:21,30411,968.71868,9926.838709677419
2026/04/02@13:07:22,30412,968.73736,9929.193548387097
2026/04/02@13:07:23,30413,968.6989,9931.548387096775
2026/04/02@13:07:24,30414,968.7285,9933.90322580645
2026/04/02@13:07:25,30415,968.6954,9936.258064516129
2026/04/02@13:07:27,30417,968.7025,9940.967741935483
2026/04/02@13:07:28,30418,968.6976,9943.322580645161
2026/04/02@13:07:29,30419,968.73736,9945.677419354839
2026/04/02@13:07:30,30420,968.71984,9948.032258064517
2026/04/02@13:07:31,30421,968.7272,9950.387096774193
2026/04/02@13:07:32,30422,968.70136,9952.741935483871
2026/04/02@13:07:33,30423,968.76448,9955.09677419355
2026/04/02@13:07:34,30424,968.7176,9957.451612903225
2026/04/02@13:07:35,30425,968.714832,9959.806451612903
2026/04/02@13:07:36,30426,968.6964,9962.161290322581
2026/04/02@13:07:37,30427,968.7088,9964.516129032258
2026/04/02@13:07:38,30428,968.7099,9966.870967741936
2026/04/02@13:07:39,30429,968.7075,9969.225806451614
2026/04/02@13:07:41,30431,968.70516,9973.935483870968
2026/04/02@13:07:42,30432,968.7299,9976.290322580646
2026/04/02@13:07:43,30433,968.7003,9978.645161290322
2026/04/02@13:07:44,30434,968.7114,9981.0
2026/04/02@13:07:45,30435,968.69168,9983.433333333332
2026/04/02@13:07:46,30436,968.7272,9985.866666666667
2026/04/02@13:07:47,30437,968.69764,9988.3
2026/04/02@13:07:48,30438,968.7126,9990.733333333334
2026/04/02@13:07:49,30439,968.7151,9993.166666666666
2026/04/02@13:07:50,30440,968.7125,9995.6
2026/04/02@13:07:51,30441,968.7225,9998.033333333333
2026/04/02@13:07:52,30442,968.73,10000.466666666667
2026/04/02@13:07:54,30444,968.71736,10005.333333333334
2026/04/02@13:07:55,30445,968.72104,10007.766666666666
2026/04/02@13:07:56,30446,968.7201,10010.2
2026/04/02@13:07:57,30447,968.69668,10012.633333333333
2026/04/02@13:07:58,30448,968.7287,10015.066666666668
2026/04/02@13:07:59,30449,968.711232,10017.5
2026/04/02@13:08:00,30450,968.7014,10019.933333333332
2026/04/02@13:08:01,30451,968.7483,10022.366666666667
2026/04/02@13:08:02,30452,968.7076,10024.8
2026/04/02@13:08:03,30453,968.7151,10027.233333333334
2026/04/02@13:08:04,30454,968.7435,10029.666666666666
2026/04/02@13:08:05,30455,968.73984,10032.1
2026/04/02@13:08:07,30457,968.7283,10036.966666666667
2026/04/02@13:08:08,30458,968.7074,10039.4
2026/04/02@13:08:09,30459,968.69272,10041.833333333334
2026/04/02@13:08:10,30460,968.725936,10044.266666666666
2026/04/02@13:08:11,30461,968.75944,10046.7
2026/04/02@13:08:12,30462,968.7285,10049.133333333333
2026/04/02@13:08:13,30463,968.7299,10051.566666666668
2026/04/02@13:08:14,30464,968.7236,10054.0
2026/04/02@13:08:15,30465,968.71984,10057.58064516129
2026/04/02@13:08:16,30466,968.7075,10061.161290322581
2026/04/02@13:08:17,30467,968.7382,10064.741935483871
2026/04/02@13:08:18,30468,968.711232,10068.322580645161
2026/04/02@13:08:20,30470,968.7458,10075.483870967742
2026/04/02@13:08:21,30471,968.6937,10079.064516129032
2026/04/02@13:08:22,30472,968.7297,10082.645161290322
2026/04/02@13:08:23,30473,968.718464,10086.225806451614
2026/04/02@13:08:24,30474,968.7273,10089.806451612903
2026/04/02@13:08:25,30475,968.7174,10093.387096774193
2026/04/02@13:08:26,30476,968.70136,10096.967741935483
2026/04/02@13:08:27,30477,968.70624,10100.548387096775
2026/04/02@13:08:28,30478,968.705,10104.129032258064
