datetime,elapsed_s,uvindex,Elevation_m
2026/08/01@14:28:33,1014,0.32130436,24620.066666666666
2026/08/01@14:28:34,1015,0.36086956,24623.133333333335
2026/08/01@14:28:35,1016,0.35826088,24626.2
2026/08/01@14:28:36,1017,0.36043476,24629.266666666666
2026/08/01@14:28:37,1018,0.3573913,24632.333333333332
2026/08/01@14:28:38,1019,0.23086956,24635.4
2026/08/01@14:28:39,1020,0.33608696,24638.466666666667
2026/08/01@14:28:41,1022,0.32304348,24644.6
2026/08/01@14:28:42,1023,0.36695652,24647.666666666668
2026/08/01@14:28:43,1024,0.35,24650.733333333334
2026/08/01@14:28:44,1025,0.237391316,24653.8
2026/08/01@14:28:45,1026,0.13608696,24656.866666666665
2026/08/01@14:28:46,1027,0.203913036,24659.933333333334
2026/08/01@14:28:47,1028,0.31608696,24663.0
2026/08/01@14:28:48,1029,0.13652174,24666.16129032258
2026/08/01@14:28:49,1030,0.18695652,24669.322580645163
2026/08/01@14:28:50,1031,0.31478262,24672.483870967742
2026/08/01@14:28:51,1032,0.201739132,24675.645161290322
2026/08/01@14:28:52,1033,0.30043476,24678.8064516129
2026/08/01@14:28:54,1035,0.2821739,24685.129032258064
2026/08/01@14:28:55,1036,0.22652174,24688.290322580644
2026/08/01@14:28:56,1037,0.394347816,24691.451612903227
2026/08/01@14:28:57,1038,0.51521736,24694.612903225807
2026/08/01@14:28:58,1039,0.11956522,24697.774193548386
2026/08/01@14:28:59,1040,0.12217391,24700.935483870966
2026/08/01@14:29:00,1041,0.12739131,24704.09677419355
2026/08/01@14:29:01,1042,0.12782608,24707.25806451613
2026/08/01@14:29:02,1043,0.12434783,24710.41935483871
2026/08/01@14:29:03,1044,0.12782608,24713.58064516129
2026/08/01@14:29:04,1045,0.13130436,24716.74193548387
2026/08/01@14:29:05,1046,0.13782608,24719.90322580645
2026/08/01@14:29:07,1048,0.11,24726.225806451614
2026/08/01@14:29:08,1049,0.1326087,24729.387096774193
2026/08/01@14:29:09,1050,0.12739131,24732.548387096773
2026/08/01@14:29:10,1051,0.45391304,24735.709677419356
2026/08/01@14:29:11,1052,0.35826088,24738.870967741936
2026/08/01@14:29:12,1053,0.14217392,24742.032258064515
2026/08/01@14:29:13,1054,0.2673913,24745.1935483871
2026/08/01@14:29:14,1055,0.12913044,24748.354838709678
2026/08/01@14:29:15,1056,0.08695652,24751.516129032258
2026/08/01@14:29:16,1057,0.11,24754.677419354837
2026/08/01@14:29:17,1058,0.1252174,24757.83870967742
2026/08/01@14:29:18,1059,0.12565218,24761.0
2026/08/01@14:29:20,1061,0.29391304,24767.129032258064
2026/08/01@14:29:21,1062,0.4147826,24770.1935483871
2026/08/01@14:29:22,1063,0.4778261,24773.25806451613
2026/08/01@14:29:23,1064,0.31086956,24776.322580645163
2026/08/01@14:29:24,1065,0.21869566,24779.387096774193
2026/08/01@14:29:25,1066,0.43391304,24782.451612903227
2026/08/01@14:29:26,1067,0.38130436,24785.516129032258
2026/08/01@14:29:27,1068,0.36086956,24788.58064516129
2026/08/01@14:29:28,1069,0.3647826,24791.645161290322
2026/08/01@14:29:29,1070,0.229130432,24794.709677419356
2026/08/01@14:29:30,1071,0.23434782,24797.774193548386
2026/08/01@14:29:31,1072,0.37,24800.83870967742
2026/08/01@14:29:33,1074,0.3704348,24806.967741935485
2026/08/01@14:29:34,1075,0.346521732,24810.032258064515
2026/08/01@14:29:35,1076,0.21869566,24813.09677419355
2026/08/01@14:29:36,1077,0.42130436,24816.16129032258
2026/08/01@14:29:37,1078,0.3869565,24819.225806451614
2026/08/01@14:29:38,1079,0.31826088,24822.290322580644
2026/08/01@14:29:39,1080,0.16608696,24825.354838709678
2026/08/01@14:29:40,1081,0.3421739,24828.41935483871
2026/08/01@14:29:41,1082,0.49434784,24831.483870967742
2026/08/01@14:29:42,1083,0.39086956,24834.548387096773
2026/08/01@14:29:43,1084,0.3869565,24837.612903225807
2026/08/01@14:29:44,1085,0.08304348,24840.677419354837
2026/08/01@14:29:46,1086,0.33695652,24846.8064516129
2026/08/01@14:29:47,1088,0.35,24849.870967741936
2026/08/01@14:29:48,1089,0.3704348,24852.935483870966
2026/08/01@14:29:49,1090,0.380434784,24856.0
2026/08/01@14:29:50,1091,0.29956524,24859.3
2026/08/01@14:29:51,1092,0.178695652,24862.6
2026/08/01@14:29:52,1093,0.12869565,24865.9
2026/08/01@14:29:53,1094,0.14043478,24869.2
2026/08/01@14:29:54,1095,0.16304348,24872.5
2026/08/01@14:29:55,1096,0.25869566,24875.8
2026/08/01@14:29:56,1097,0.24304348,24879.1
2026/08/01@14:29:57,1098,0.20565218,24882.4
2026/08/01@14:29:58,1099,0.24434782,24885.7
2026/08/01@14:30:00,1101,0.11086956,24892.3
2026/08/01@14:30:01,1102,0.2426087,24895.6
2026/08/01@14:30:02,1103,0.25608696,24898.9
2026/08/01@14:30:03,1104,0.30956522,24902.2
2026/08/01@14:30:04,1105,0.406521736,24905.5
2026/08/01@14:30:05,1106,0.385652184,24908.8
2026/08/01@14:30:06,1107,0.39913044,24912.1
2026/08/01@14:30:07,1108,0.41434784,24915.4
2026/08/01@14:30:08,1109,0.350434784,24918.7
2026/08/01@14:30:09,1110,0.373478268,24922.0
2026/08/01@14:30:10,1111,0.30304348,24925.3
2026/08/01@14:30:11,1112,0.339565216,24928.6
2026/08/01@14:30:13,1114,0.248260868,24935.2
2026/08/01@14:30:14,1115,0.248260868,24938.5
2026/08/01@14:30:15,1116,0.4073913,24941.8
2026/08/01@14:30:16,1117,0.43173912,24945.1
2026/08/01@14:30:17,1118,0.42173912,24948.4
2026/08/01@14:30:18,1119,0.3252174,24951.7
2026/08/01@14:30:19,1120,0.18652174,24955.0
2026/08/01@14:30:20,1121,0.31478262,24958.1935483871
2026/08/01@14:30:21,1122,0.33130434,24961.387096774193
2026/08/01@14:30:22,1123,0.29565218,24964.58064516129
2026/08/01@14:30:23,1124,0.36913044,24967.774193548386
2026/08/01@14:30:24,1125,0.2926087,24970.967741935485
2026/08/01@14:30:26,1127,0.17347826,24977.354838709678
2026/08/01@14:30:27,1128,0.38217392,24980.548387096773
2026/08/01@14:30:28,1129,0.34,24983.74193548387
2026/08/01@14:30:29,1130,0.44652172,24986.935483870966
2026/08/01@14:30:30,1131,0.40565216,24990.129032258064
2026/08/01@14:30:31,1132,0.18869566,24993.322580645163
2026/08/01@14:30:32,1133,0.345217368,24996.516129032258
2026/08/01@14:30:33,1134,0.375217368,24999.709677419356
2026/08/01@14:30:34,1135,0.23086956,25002.90322580645
2026/08/01@14:30:35,1136,0.338260868,25006.09677419355
2026/08/01@14:30:36,1137,0.3647826,25009.290322580644
2026/08/01@14:30:37,1138,0.37434784,25012.483870967742
2026/08/01@14:30:39,1140,0.4247826,25018.870967741936
2026/08/01@14:30:40,1141,0.344782632,25022.064516129034
2026/08/01@14:30:41,1142,0.2704348,25025.25806451613
2026/08/01@14:30:42,1143,0.18391304,25028.451612903227
2026/08/01@14:30:43,1144,0.1973913,25031.645161290322
2026/08/01@14:30:44,1145,0.107391304,25034.83870967742
2026/08/01@14:30:45,1146,0.2173913,25038.032258064515
2026/08/01@14:30:46,1147,0.14826088,25041.225806451614
2026/08/01@14:30:47,1148,0.17347826,25044.41935483871
2026/08/01@14:30:48,1149,0.21434782,25047.612903225807
2026/08/01@14:30:49,1150,0.14782609,25050.8064516129
2026/08/01@14:30:50,1151,0.30565216,25054.0
2026/08/01@14:30:52,1153,0.16086957,25060.6
2026/08/01@14:30:53,1154,0.175217392,25063.9
2026/08/01@14:30:54,1155,0.2669565,25067.2
2026/08/01@14:30:55,1156,0.2673913,25070.5
2026/08/01@14:30:56,1157,0.391304352,25073.8
2026/08/01@14:30:57,1158,0.380434784,25077.1
2026/08/01@14:30:58,1159,0.358695636,25080.4
2026/08/01@14:30:59,1160,0.32,25083.7
2026/08/01@14:31:00,1161,0.21869566,25087.0
2026/08/01@14:31:01,1162,0.3195652,25090.3
2026/08/01@14:31:02,1163,0.25608696,25093.6
2026/08/01@14:31:03,1164,0.41304348,25096.9
2026/08/01@14:31:05,1166,0.32,25103.5
2026/08/01@14:31:06,1167,0.36347828,25106.8
2026/08/01@14:31:07,1168,0.339565216,25110.1
2026/08/01@14:31:08,1169,0.409130432,25113.4
2026/08/01@14:31:09,1170,0.36739132,25116.7
2026/08/01@14:31:10,1171,0.25695652,25120.0
2026/08/01@14:31:11,1172,0.38434784,25123.3
2026/08/01@14:31:12,1173,0.39391304,25126.6
2026/08/01@14:31:13,1174,0.3726087,25129.9
2026/08/01@14:31:14,1175,0.32,25133.2
2026/08/01@14:31:15,1176,0.33695652,25136.5
2026/08/01@14:31:16,1177,0.3495652,25139.8
2026/08/01@14:31:18,1179,0.45913044,25146.4
2026/08/01@14:31:19,1180,0.38956524,25149.7
2026/08/01@14:31:20,1181,0.29565218,25153.0
2026/08/01@14:31:21,1182,0.14956522,25155.967741935485
2026/08/01@14:31:22,1183,0.11782609,25158.935483870966
2026/08/01@14:31:23,1184,0.3195652,25161.90322580645
2026/08/01@14:31:24,1185,0.338260868,25164.870967741936
2026/08/01@14:31:25,1186,0.38260868,25167.83870967742
2026/08/01@14:31:26,1187,0.38913044,25170.8064516129
2026/08/01@14:31:27,1188,0.38608696,25173.774193548386
2026/08/01@14:31:28,1189,0.480434784,25176.74193548387
2026/08/01@14:31:29,1190,0.44826088,25179.709677419356
2026/08/01@14:31:31,1192,0.40130432,25185.645161290322
2026/08/01@14:31:32,1193,0.3247826,25188.612903225807
2026/08/01@14:31:33,1194,0.15608695,25191.58064516129
2026/08/01@14:31:34,1195,0.358695636,25194.548387096773
2026/08/01@14:31:35,1196,0.373478268,25197.516129032258
2026/08/01@14:31:36,1197,0.441739136,25200.483870967742
2026/08/01@14:31:37,1198,0.3873913,25203.451612903227
2026/08/01@14:31:38,1199,0.30739132,25206.41935483871
2026/08/01@14:31:39,1200,0.17391304,25209.387096774193
2026/08/01@14:31:40,1201,0.2873913,25212.354838709678
2026/08/01@14:31:41,1202,0.3869565,25215.322580645163
2026/08/01@14:31:42,1203,0.36739132,25218.290322580644
2026/08/01@14:31:44,1205,0.35304348,25224.225806451614
2026/08/01@14:31:45,1206,0.36086956,25227.1935483871
2026/08/01@14:31:46,1207,0.29086956,25230.16129032258
2026/08/01@14:31:47,1208,0.14304348,25233.129032258064
2026/08/01@14:31:48,1209,0.24782608,25236.09677419355
2026/08/01@14:31:49,1210,0.26913044,25239.064516129034
2026/08/01@14:31:50,1211,0.31608696,25242.032258064515
2026/08/01@14:31:51,1212,0.38391304,25245.0
2026/08/01@14:31:52,1213,0.37869568,25248.16129032258
2026/08/01@14:31:53,1214,0.391304352,25251.322580645163
2026/08/01@14:31:54,1215,0.3552174,25254.483870967742
2026/08/01@14:31:55,1216,0.36652176,25257.645161290322
2026/08/01@14:31:57,1218,0.31565216,25263.967741935485
2026/08/01@14:31:58,1219,0.32608696,25267.129032258064
2026/08/01@14:31:59,1220,0.4252174,25270.290322580644
2026/08/01@14:32:00,1221,0.4795652,25273.451612903227
2026/08/01@14:32:01,1222,0.4526087,25276.612903225807
2026/08/01@14:32:02,1223,0.42347828,25279.774193548386
2026/08/01@14:32:03,1224,0.45869564,25282.935483870966
2026/08/01@14:32:04,1225,0.41652172,25286.09677419355
2026/08/01@14:32:05,1226,0.40565216,25289.25806451613
2026/08/01@14:32:06,1227,0.3273913,25292.41935483871
2026/08/01@14:32:07,1228,0.3347826,25295.58064516129
2026/08/01@14:32:08,1229,0.3330435,25298.74193548387
2026/08/01@14:32:10,1230,0.36391304,25305.064516129034
2026/08/01@14:32:11,1232,0.36913044,25308.225806451614
2026/08/01@14:32:12,1233,0.42173912,25311.387096774193
2026/08/01@14:32:13,1234,0.41,25314.548387096773
2026/08/01@14:32:14,1235,0.22478262,25317.709677419356
2026/08/01@14:32:15,1236,0.30956522,25320.870967741936
2026/08/01@14:32:16,1237,0.33347828,25324.032258064515
2026/08/01@14:32:17,1238,0.38608696,25327.1935483871
2026/08/01@14:32:18,1239,0.26130436,25330.354838709678
2026/08/01@14:32:19,1240,0.26391304,25333.516129032258
2026/08/01@14:32:20,1241,0.379130432,25336.677419354837
2026/08/01@14:32:21,1242,0.4452174,25339.83870967742
2026/08/01@14:32:22,1243,0.424347816,25343.0
2026/08/01@14:32:24,1245,0.38391304,25349.666666666668
2026/08/01@14:32:25,1246,0.3773913,25353.0
2026/08/01@14:32:26,1247,0.3795652,25356.333333333332
2026/08/01@14:32:27,1248,0.24304348,25359.666666666668
2026/08/01@14:32:28,1249,0.168260868,25363.0
2026/08/01@14:32:29,1250,0.35,25366.333333333332
2026/08/01@14:32:30,1251,0.35347824,25369.666666666668
2026/08/01@14:32:31,1252,0.3930435,25373.0
2026/08/01@14:32:32,1253,0.375217368,25376.333333333332
2026/08/01@14:32:33,1254,0.404782632,25379.666666666668
2026/08/01@14:32:34,1255,0.42173912,25383.0
2026/08/01@14:32:35,1256,0.388695636,25386.333333333332
2026/08/01@14:32:37,1258,0.39391304,25393.0
2026/08/01@14:32:38,1259,0.38913044,25396.333333333332
2026/08/01@14:32:39,1260,0.30608696,25399.666666666668
2026/08/01@14:32:40,1261,0.14217392,25403.0
2026/08/01@14:32:41,1262,0.168260868,25406.333333333332
2026/08/01@14:32:42,1263,0.24652174,25409.666666666668
2026/08/01@14:32:43,1264,0.29869564,25413.0
2026/08/01@14:32:44,1265,0.31086956,25416.333333333332
2026/08/01@14:32:45,1266,0.20565218,25419.666666666668
2026/08/01@14:32:46,1267,0.2873913,25423.0
2026/08/01@14:32:47,1268,0.22956522,25426.333333333332
2026/08/01@14:32:48,1269,0.34173912,25429.666666666668
2026/08/01@14:32:50,1271,0.32826088,25436.333333333332
2026/08/01@14:32:51,1272,0.38608696,25439.666666666668
2026/08/01@14:32:52,1273,0.34173912,25443.0
2026/08/01@14:32:53,1274,0.32608696,25446.225806451614
2026/08/01@14:32:54,1275,0.36086956,25449.451612903227
2026/08/01@14:32:55,1276,0.448695636,25452.677419354837
2026/08/01@14:32:56,1277,0.42130436,25455.90322580645
2026/08/01@14:32:57,1278,0.3347826,25459.129032258064
2026/08/01@14:32:58,1279,0.26826088,25462.354838709678
2026/08/01@14:32:59,1280,0.2452174,25465.58064516129
2026/08/01@14:33:00,1281,0.19,25468.8064516129
2026/08/01@14:33:01,1282,0.19869564,25472.032258064515
2026/08/01@14:33:03,1284,0.21869566,25478.483870967742
2026/08/01@14:33:04,1285,0.31913042,25481.709677419356
2026/08/01@14:33:05,1286,0.4169565,25484.935483870966
2026/08/01@14:33:06,1287,0.4147826,25488.16129032258
2026/08/01@14:33:07,1288,0.4456522,25491.387096774193
2026/08/01@14:33:08,1289,0.34,25494.612903225807
2026/08/01@14:33:09,1290,0.4247826,25497.83870967742
2026/08/01@14:33:10,1291,0.33782608,25501.064516129034
2026/08/01@14:33:11,1292,0.31478262,25504.290322580644
2026/08/01@14:33:12,1293,0.3226087,25507.516129032258
2026/08/01@14:33:13,1294,0.18304348,25510.74193548387
2026/08/01@14:33:14,1295,0.33608696,25513.967741935485
2026/08/01@14:33:16,1297,0.336521736,25520.41935483871
2026/08/01@14:33:17,1298,0.424347816,25523.645161290322
2026/08/01@14:33:18,1299,0.44695652,25526.870967741936
2026/08/01@14:33:19,1300,0.40608696,25530.09677419355
2026/08/01@14:33:20,1301,0.31652172,25533.322580645163
2026/08/01@14:33:21,1302,0.36391304,25536.548387096773
2026/08/01@14:33:22,1303,0.43391304,25539.774193548386
2026/08/01@14:33:23,1304,0.44913044,25543.0
2026/08/01@14:33:24,1305,0.4452174,25546.233333333334
2026/08/01@14:33:25,1306,0.4226087,25549.466666666667
2026/08/01@14:33:26,1307,0.3647826,25552.7
2026/08/01@14:33:27,1308,0.345217368,25555.933333333334
2026/08/01@14:33:29,1310,0.40304348,25562.4
2026/08/01@14:33:30,1311,0.3973913,25565.633333333335
2026/08/01@14:33:31,1312,0.3552174,25568.866666666665
2026/08/01@14:33:32,1313,0.13913043,25572.1
2026/08/01@14:33:33,1314,0.22565218,25575.333333333332
2026/08/01@14:33:34,1315,0.4152174,25578.566666666666
2026/08/01@14:33:35,1316,0.53217392,25581.8
2026/08/01@14:33:36,1317,0.42347828,25585.033333333333
2026/08/01@14:33:37,1318,0.39652176,25588.266666666666
2026/08/01@14:33:38,1319,0.3021739,25591.5
2026/08/01@14:33:39,1320,0.223043468,25594.733333333334
2026/08/01@14:33:40,1321,0.36086956,25597.966666666667
2026/08/01@14:33:42,1323,0.5134783,25604.433333333334
2026/08/01@14:33:43,1324,0.44304348,25607.666666666668
2026/08/01@14:33:44,1325,0.4252174,25610.9
2026/08/01@14:33:45,1326,0.3252174,25614.133333333335
2026/08/01@14:33:46,1327,0.4552174,25617.366666666665
2026/08/01@14:33:47,1328,0.4078261,25620.6
2026/08/01@14:33:48,1329,0.4626087,25623.833333333332
2026/08/01@14:33:49,1330,0.49565216,25627.066666666666
2026/08/01@14:33:50,1331,0.38913044,25630.3
2026/08/01@14:33:51,1332,0.42869564,25633.533333333333
2026/08/01@14:33:52,1333,0.4078261,25636.766666666666
2026/08/01@14:33:53,1334,0.404782632,25640.0
2026/08/01@14:33:55,1336,0.3721739,25646.709677419356
2026/08/01@14:33:56,1337,0.24434782,25650.064516129034
2026/08/01@14:33:57,1338,0.35652172,25653.41935483871
2026/08/01@14:33:58,1339,0.47086956,25656.774193548386
2026/08/01@14:33:59,1340,0.43391304,25660.129032258064
2026/08/01@14:34:00,1341,0.4473913,25663.483870967742
2026/08/01@14:34:01,1342,0.458260868,25666.83870967742
2026/08/01@14:34:02,1343,0.43826088,25670.1935483871
2026/08/01@14:34:03,1344,0.46913044,25673.548387096773
2026/08/01@14:34:04,1345,0.3778261,25676.90322580645
2026/08/01@14:34:05,1346,0.18304348,25680.25806451613
2026/08/01@14:34:06,1347,0.43173912,25683.612903225807
2026/08/01@14:34:08,1349,0.436521736,25690.322580645163
2026/08/01@14:34:09,1350,0.43869564,25693.677419354837
2026/08/01@14:34:10,1351,0.36695652,25697.032258064515
2026/08/01@14:34:11,1352,0.40304348,25700.387096774193
2026/08/01@14:34:12,1353,0.45869564,25703.74193548387
2026/08/01@14:34:13,1354,0.4473913,25707.09677419355
2026/08/01@14:34:14,1355,0.41434784,25710.451612903227
2026/08/01@14:34:15,1356,0.38434784,25713.8064516129
2026/08/01@14:34:16,1357,0.3247826,25717.16129032258
2026/08/01@14:34:17,1358,0.24304348,25720.516129032258
2026/08/01@14:34:18,1359,0.30304348,25723.870967741936
2026/08/01@14:34:19,1360,0.351739136,25727.225806451614
2026/08/01@14:34:21,1361,0.42695652,25733.935483870966
2026/08/01@14:34:22,1363,0.344782632,25737.290322580644
2026/08/01@14:34:23,1364,0.28391304,25740.645161290322
2026/08/01@14:34:24,1365,0.440434784,25744.0
2026/08/01@14:34:25,1366,0.400869568,25747.290322580644
2026/08/01@14:34:26,1367,0.31304348,25750.58064516129
2026/08/01@14:34:27,1368,0.34869568,25753.870967741936
2026/08/01@14:34:28,1369,0.385652184,25757.16129032258
2026/08/01@14:34:29,1370,0.40608696,25760.451612903227
2026/08/01@14:34:30,1371,0.38913044,25763.74193548387
2026/08/01@14:34:31,1372,0.3347826,25767.032258064515
2026/08/01@14:34:32,1373,0.16782608,25770.322580645163
2026/08/01@14:34:34,1374,0.18304348,25776.90322580645
2026/08/01@14:34:35,1376,0.12913044,25780.1935483871
2026/08/01@14:34:36,1377,0.11086956,25783.483870967742
2026/08/01@14:34:37,1378,0.32826088,25786.774193548386
2026/08/01@14:34:38,1379,0.37391304,25790.064516129034
2026/08/01@14:34:39,1380,0.40826088,25793.354838709678
2026/08/01@14:34:40,1381,0.3478261,25796.645161290322
2026/08/01@14:34:41,1382,0.18,25799.935483870966
2026/08/01@14:34:42,1383,0.223043468,25803.225806451614
2026/08/01@14:34:43,1384,0.32347824,25806.516129032258
2026/08/01@14:34:44,1385,0.31086956,25809.8064516129
2026/08/01@14:34:45,1386,0.39391304,25813.09677419355
2026/08/01@14:34:46,1387,0.40391304,25816.387096774193
2026/08/01@14:34:48,1389,0.38782608,25822.967741935485
2026/08/01@14:34:49,1390,0.45086956,25826.25806451613
2026/08/01@14:34:50,1391,0.3552174,25829.548387096773
2026/08/01@14:34:51,1392,0.38130436,25832.83870967742
2026/08/01@14:34:52,1393,0.4252174,25836.129032258064
2026/08/01@14:34:53,1394,0.398260868,25839.41935483871
2026/08/01@14:34:54,1395,0.31391304,25842.709677419356
2026/08/01@14:34:55,1396,0.21608696,25846.0
2026/08/01@14:34:56,1397,0.32652172,25849.266666666666
2026/08/01@14:34:57,1398,0.30043476,25852.533333333333
2026/08/01@14:34:58,1399,0.3926087,25855.8
2026/08/01@14:34:59,1400,0.2804348,25859.066666666666
2026/08/01@14:35:01,1402,0.36913044,25865.6
2026/08/01@14:35:02,1403,0.418695636,25868.866666666665
2026/08/01@14:35:03,1404,0.3569565,25872.133333333335
2026/08/01@14:35:04,1405,0.38782608,25875.4
2026/08/01@14:35:05,1406,0.37391304,25878.666666666668
2026/08/01@14:35:06,1407,0.39217392,25881.933333333334
2026/08/01@14:35:07,1408,0.33130434,25885.2
2026/08/01@14:35:08,1409,0.380434784,25888.466666666667
2026/08/01@14:35:09,1410,0.29782608,25891.733333333334
2026/08/01@14:35:10,1411,0.27913044,25895.0
2026/08/01@14:35:11,1412,0.23173914,25898.266666666666
2026/08/01@14:35:12,1413,0.37434784,25901.533333333333
2026/08/01@14:35:14,1415,0.4247826,25908.066666666666
2026/08/01@14:35:15,1416,0.400869568,25911.333333333332
2026/08/01@14:35:16,1417,0.4452174,25914.6
2026/08/01@14:35:17,1418,0.32782608,25917.866666666665
2026/08/01@14:35:18,1419,0.18695652,25921.133333333335
2026/08/01@14:35:19,1420,0.30652174,25924.4
2026/08/01@14:35:20,1421,0.394347816,25927.666666666668
2026/08/01@14:35:21,1422,0.45217392,25930.933333333334
2026/08/01@14:35:22,1423,0.42130436,25934.2
2026/08/01@14:35:23,1424,0.351739136,25937.466666666667
2026/08/01@14:35:24,1425,0.4,25940.733333333334
2026/08/01@14:35:25,1426,0.424347816,25944.0
2026/08/01@14:35:27,1428,0.50608692,25950.25806451613
2026/08/01@14:35:28,1429,0.379130432,25953.387096774193
2026/08/01@14:35:29,1430,0.21304348,25956.516129032258
2026/08/01@14:35:30,1431,0.3178261,25959.645161290322
2026/08/01@14:35:31,1432,0.398260868,25962.774193548386
2026/08/01@14:35:32,1433,0.43826088,25965.90322580645
2026/08/01@14:35:33,1434,0.39608696,25969.032258064515
2026/08/01@14:35:34,1435,0.448695636,25972.16129032258
2026/08/01@14:35:35,1436,0.42652176,25975.290322580644
2026/08/01@14:35:36,1437,0.4395652,25978.41935483871
2026/08/01@14:35:37,1438,0.28869566,25981.548387096773
2026/08/01@14:35:38,1439,0.14130434,25984.677419354837
2026/08/01@14:35:40,1441,0.15782608,25990.935483870966
2026/08/01@14:35:41,1442,0.220869568,25994.064516129034
2026/08/01@14:35:42,1443,0.30956522,25997.1935483871
2026/08/01@14:35:43,1444,0.41,26000.322580645163
2026/08/01@14:35:44,1445,0.44304348,26003.451612903227
2026/08/01@14:35:45,1446,0.35347824,26006.58064516129
2026/08/01@14:35:46,1447,0.37434784,26009.709677419356
2026/08/01@14:35:47,1448,0.37391304,26012.83870967742
2026/08/01@14:35:48,1449,0.3721739,26015.967741935485
2026/08/01@14:35:49,1450,0.406521736,26019.09677419355
2026/08/01@14:35:50,1451,0.4152174,26022.225806451614
2026/08/01@14:35:51,1452,0.416086936,26025.354838709678
2026/08/01@14:35:53,1454,0.31565216,26031.612903225807
2026/08/01@14:35:54,1455,0.33173912,26034.74193548387
2026/08/01@14:35:55,1456,0.36086956,26037.870967741936
2026/08/01@14:35:56,1457,0.40391304,26041.0
2026/08/01@14:35:57,1458,0.40826088,26044.433333333334
2026/08/01@14:35:58,1459,0.43304348,26047.866666666665
2026/08/01@14:35:59,1460,0.416086936,26051.3
2026/08/01@14:36:00,1461,0.375217368,26054.733333333334
2026/08/01@14:36:01,1462,0.3047826,26058.166666666668
2026/08/01@14:36:02,1463,0.19869564,26061.6
2026/08/01@14:36:03,1464,0.13652174,26065.033333333333
2026/08/01@14:36:04,1465,0.30043476,26068.466666666667
2026/08/01@14:36:06,1467,0.35913044,26075.333333333332
2026/08/01@14:36:07,1468,0.42,26078.766666666666
2026/08/01@14:36:08,1469,0.38608696,26082.2
2026/08/01@14:36:09,1470,0.41086956,26085.633333333335
2026/08/01@14:36:10,1471,0.4252174,26089.066666666666
2026/08/01@14:36:11,1472,0.379130432,26092.5
2026/08/01@14:36:12,1473,0.3421739,26095.933333333334
2026/08/01@14:36:13,1474,0.36391304,26099.366666666665
2026/08/01@14:36:14,1475,0.3330435,26102.8
2026/08/01@14:36:15,1476,0.33086956,26106.233333333334
2026/08/01@14:36:16,1477,0.2952174,26109.666666666668
2026/08/01@14:36:17,1478,0.485652184,26113.1
2026/08/01@14:36:19,1480,0.4169565,26119.966666666667
2026/08/01@14:36:20,1481,0.435217368,26123.4
2026/08/01@14:36:21,1482,0.3947826,26126.833333333332
2026/08/01@14:36:22,1483,0.2669565,26130.266666666666
2026/08/01@14:36:23,1484,0.1852174,26133.7
2026/08/01@14:36:24,1485,0.12347826,26137.133333333335
2026/08/01@14:36:25,1486,0.373478268,26140.566666666666
2026/08/01@14:36:26,1487,0.3173913,26144.0
2026/08/01@14:36:27,1488,0.491304352,26147.0
2026/08/01@14:36:28,1489,0.4995652,26150.0
2026/08/01@14:36:29,1490,0.3778261,26153.0
2026/08/01@14:36:30,1491,0.343478268,26156.0
2026/08/01@14:36:32,1493,0.2669565,26162.0
2026/08/01@14:36:33,1494,0.13608696,26165.0
2026/08/01@14:36:34,1495,0.22652174,26168.0
2026/08/01@14:36:35,1496,0.380434784,26171.0
2026/08/01@14:36:36,1497,0.44826088,26174.0
2026/08/01@14:36:37,1498,0.4152174,26177.0
2026/08/01@14:36:38,1499,0.3226087,26180.0
2026/08/01@14:36:39,1500,0.29608696,26183.0
2026/08/01@14:36:40,1501,0.4178261,26186.0
2026/08/01@14:36:41,1502,0.39391304,26189.0
2026/08/01@14:36:42,1503,0.4095652,26192.0
2026/08/01@14:36:43,1504,0.3873913,26195.0
2026/08/01@14:36:45,1506,0.4,26201.0
2026/08/01@14:36:46,1507,0.41260868,26204.0
2026/08/01@14:36:47,1508,0.47086956,26207.0
2026/08/01@14:36:48,1509,0.31304348,26210.0
2026/08/01@14:36:49,1510,0.32347824,26213.0
2026/08/01@14:36:50,1511,0.34826088,26216.0
2026/08/01@14:36:51,1512,0.47304348,26219.0
2026/08/01@14:36:52,1513,0.533913,26222.0
2026/08/01@14:36:53,1514,0.42347828,26225.0
2026/08/01@14:36:54,1515,0.3347826,26228.0
2026/08/01@14:36:55,1516,0.3104348,26231.0
2026/08/01@14:36:56,1517,0.40608696,26234.0
2026/08/01@14:36:57,1518,0.37608696,26237.0
2026/08/01@14:36:59,1520,0.21434782,26242.870967741936
2026/08/01@14:37:00,1521,0.37565216,26245.8064516129
2026/08/01@14:37:01,1522,0.39391304,26248.74193548387
2026/08/01@14:37:02,1523,0.20695652,26251.677419354837
2026/08/01@14:37:03,1524,0.12608695,26254.612903225807
2026/08/01@14:37:04,1525,0.34826088,26257.548387096773
2026/08/01@14:37:05,1526,0.42652176,26260.483870967742
2026/08/01@14:37:06,1527,0.33347828,26263.41935483871
2026/08/01@14:37:07,1528,0.33347828,26266.354838709678
2026/08/01@14:37:08,1529,0.31565216,26269.290322580644
2026/08/01@14:37:09,1530,0.30608696,26272.225806451614
2026/08/01@14:37:11,1531,0.3247826,26278.09677419355
2026/08/01@14:37:12,1533,0.27652174,26281.032258064515
