datetime,elapsed_s,gas1
2026/08/01@14:38:55,1637,3.6176252
2026/08/01@14:38:56,1638,3.9519376
2026/08/01@14:38:57,1639,3.8077502
2026/08/01@14:38:58,1640,3.8424376
2026/08/01@14:38:59,1641,3.7271252
2026/08/01@14:39:00,1642,3.9294376
2026/08/01@14:39:01,1643,4.018875
2026/08/01@14:39:02,1644,3.9086252
2026/08/01@14:39:03,1645,4.123313
2026/08/01@14:39:04,1646,4.1034376
2026/08/01@14:39:05,1647,3.9866252
2026/08/01@14:39:06,1648,4.083
2026/08/01@14:39:08,1650,3.9922504
2026/08/01@14:39:09,1651,4.1670004
2026/08/01@14:39:10,1652,4.145625
2026/08/01@14:39:11,1653,4.0603128
2026/08/01@14:39:12,1654,3.9658128
2026/08/01@14:39:13,1655,3.94631268
2026/08/01@14:39:14,1656,4.1424376
2026/08/01@14:39:15,1657,4.066125
2026/08/01@14:39:16,1658,4.063875
2026/08/01@14:39:17,1659,4.0335
2026/08/01@14:39:18,1660,4.0336876
2026/08/01@14:39:19,1661,4.0220624
2026/08/01@14:39:21,1663,3.900375
2026/08/01@14:39:22,1664,3.93075016
2026/08/01@14:39:23,1665,4.1499376
2026/08/01@14:39:24,1666,3.7329376
2026/08/01@14:39:25,1667,3.4005004
2026/08/01@14:39:26,1668,4.070438
2026/08/01@14:39:27,1669,4.124625
2026/08/01@14:39:28,1670,4.10475
2026/08/01@14:39:29,1671,4.194375
2026/08/01@14:39:30,1672,4.2026252
2026/08/01@14:39:31,1673,4.180313
2026/08/01@14:39:32,1674,4.1551876
2026/08/01@14:39:34,1676,4.121813
2026/08/01@14:39:35,1677,3.56718768
2026/08/01@14:39:36,1678,3.981938
2026/08/01@14:39:37,1679,4.010438
2026/08/01@14:39:38,1680,4.013813
2026/08/01@14:39:39,1681,4.0846876
2026/08/01@14:39:40,1682,4.123313
2026/08/01@14:39:41,1683,4.1716876
2026/08/01@14:39:42,1684,4.0488752
2026/08/01@14:39:43,1685,3.9075
2026/08/01@14:39:44,1686,3.89475
2026/08/01@14:39:46,1687,4.300125
2026/08/01@14:39:47,1689,4.0792504
2026/08/01@14:39:48,1690,3.95868768
2026/08/01@14:39:49,1691,2.8335002
2026/08/01@14:39:50,1692,4.0245
2026/08/01@14:39:51,1693,4.0168124
2026/08/01@14:39:52,1694,3.9181876
2026/08/01@14:39:53,1695,3.7950004
2026/08/01@14:39:54,1696,4.03275
2026/08/01@14:39:55,1697,4.1645628
2026/08/01@14:39:56,1698,4.1743124
2026/08/01@14:39:57,1699,4.145625
2026/08/01@14:39:59,1701,4.172063
2026/08/01@14:40:00,1702,4.168125
2026/08/01@14:40:01,1703,4.139625
2026/08/01@14:40:02,1704,4.1088752
2026/08/01@14:40:03,1705,3.0530626
2026/08/01@14:40:04,1706,4.1116876
2026/08/01@14:40:05,1707,3.9630004
2026/08/01@14:40:06,1708,4.2603756
2026/08/01@14:40:07,1709,4.1619376
2026/08/01@14:40:08,1710,4.1030624
2026/08/01@14:40:09,1711,3.384
2026/08/01@14:40:10,1712,4.1531252
2026/08/01@14:40:12,1714,3.7805624
2026/08/01@14:40:13,1715,3.72375
2026/08/01@14:40:14,1716,3.6322504
2026/08/01@14:40:15,1717,4.3494376
2026/08/01@14:40:16,1718,4.0149376
2026/08/01@14:40:17,1719,3.6470626
2026/08/01@14:40:18,1720,4.3413752
2026/08/01@14:40:19,1721,4.3344376
2026/08/01@14:40:20,1722,4.3076252
2026/08/01@14:40:21,1723,4.1810628
2026/08/01@14:40:22,1724,3.9579376
2026/08/01@14:40:24,1726,4.018875
2026/08/01@14:40:25,1727,4.0290004
2026/08/01@14:40:26,1728,3.8936252
2026/08/01@14:40:27,1729,4.057875
2026/08/01@14:40:28,1730,4.3895624
2026/08/01@14:40:29,1731,4.3498124
2026/08/01@14:40:30,1732,4.3246876
2026/08/01@14:40:31,1733,4.0365004
2026/08/01@14:40:32,1734,4.08
2026/08/01@14:40:33,1735,2.8186876
2026/08/01@14:40:34,1736,4.3305
2026/08/01@14:40:35,1737,2.8059378
2026/08/01@14:40:37,1739,3.9498754
2026/08/01@14:40:38,1740,3.9028124
2026/08/01@14:40:39,1741,3.9804376
2026/08/01@14:40:40,1742,4.13925
2026/08/01@14:40:41,1743,2.969625
2026/08/01@14:40:42,1744,4.2000004
2026/08/01@14:40:43,1745,4.2240004
2026/08/01@14:40:44,1746,4.201125
2026/08/01@14:40:45,1747,4.1101876
2026/08/01@14:40:46,1748,4.1008124
2026/08/01@14:40:47,1749,4.0884376
2026/08/01@14:40:48,1750,4.0906876
2026/08/01@14:40:50,1752,4.09275
2026/08/01@14:40:51,1753,4.0531876
2026/08/01@14:40:52,1754,3.8261252
2026/08/01@14:40:53,1755,2.841
2026/08/01@14:40:54,1756,3.8004376
2026/08/01@14:40:55,1757,3.7959376
2026/08/01@14:40:56,1758,3.4755
2026/08/01@14:40:57,1759,3.6401252
2026/08/01@14:40:58,1760,3.729
2026/08/01@14:40:59,1761,4.0693124
2026/08/01@14:41:00,1762,4.0948124
2026/08/01@14:41:01,1763,4.0736256
2026/08/01@14:41:03,1765,4.0125004
2026/08/01@14:41:04,1766,4.0580624
2026/08/01@14:41:05,1767,4.2339376
2026/08/01@14:41:06,1768,4.20825
2026/08/01@14:41:07,1769,3.397125
2026/08/01@14:41:08,1770,4.174125
2026/08/01@14:41:09,1771,4.1405624
2026/08/01@14:41:10,1772,4.107938
2026/08/01@14:41:11,1773,4.060688
2026/08/01@14:41:12,1774,3.3026252
2026/08/01@14:41:13,1775,3.8336252
2026/08/01@14:41:14,1776,3.786563
2026/08/01@14:41:16,1778,3.40968768
2026/08/01@14:41:17,1779,4.27425
2026/08/01@14:41:18,1780,4.283625
2026/08/01@14:41:19,1781,4.275
2026/08/01@14:41:20,1782,4.2219376
2026/08/01@14:41:21,1783,4.2435
2026/08/01@14:41:22,1784,4.2195004
2026/08/01@14:41:23,1785,4.117125
2026/08/01@14:41:24,1786,4.0860004
2026/08/01@14:41:25,1787,4.0149376
2026/08/01@14:41:26,1788,4.1148752
2026/08/01@14:41:28,1789,3.96018736
2026/08/01@14:41:29,1791,3.9339376
2026/08/01@14:41:30,1792,3.9568126
2026/08/01@14:41:31,1793,2.8316252
2026/08/01@14:41:32,1794,4.3567504
2026/08/01@14:41:33,1795,4.132125
2026/08/01@14:41:34,1796,4.2361876
2026/08/01@14:41:35,1797,3.9525004
2026/08/01@14:41:36,1798,3.2737504
2026/08/01@14:41:37,1799,3.889125
2026/08/01@14:41:38,1800,3.840375
2026/08/01@14:41:39,1801,4.081875
2026/08/01@14:41:41,1803,4.2099376
2026/08/01@14:41:42,1804,4.179
2026/08/01@14:41:43,1805,4.4214376
2026/08/01@14:41:44,1806,4.4128128
2026/08/01@14:41:45,1807,4.399688
2026/08/01@14:41:46,1808,4.3440004
2026/08/01@14:41:47,1809,3.9399376
2026/08/01@14:41:48,1810,4.1866876
2026/08/01@14:41:49,1811,3.8019376
2026/08/01@14:41:50,1812,3.76593784
2026/08/01@14:41:51,1813,3.5081252
2026/08/01@14:41:52,1814,4.3305
2026/08/01@14:41:54,1816,4.294313
2026/08/01@14:41:55,1817,4.2811876
2026/08/01@14:41:56,1818,4.3518752
2026/08/01@14:41:57,1819,4.3128752
2026/08/01@14:41:58,1820,4.3425
2026/08/01@14:41:59,1821,4.33575
2026/08/01@14:42:00,1822,4.323188
2026/08/01@14:42:01,1823,4.294125
2026/08/01@14:42:02,1824,2.8098752
2026/08/01@14:42:03,1825,3.7271252
2026/08/01@14:42:04,1826,3.8589378
2026/08/01@14:42:05,1827,3.82368768
2026/08/01@14:42:07,1829,3.9723752
2026/08/01@14:42:08,1830,4.0905004
2026/08/01@14:42:09,1831,4.076438
2026/08/01@14:42:10,1832,4.08675
2026/08/01@14:42:11,1833,3.9358128
2026/08/01@14:42:12,1834,3.8878126
2026/08/01@14:42:13,1835,4.111313
2026/08/01@14:42:14,1836,4.1518124
2026/08/01@14:42:15,1837,3.9523124
2026/08/01@14:42:16,1838,4.150125
2026/08/01@14:42:17,1839,4.0935
2026/08/01@14:42:19,1841,4.2088128
2026/08/01@14:42:20,1842,4.1771256
2026/08/01@14:42:21,1843,4.0265628
2026/08/01@14:42:22,1844,4.265813
2026/08/01@14:42:23,1845,3.8092504
2026/08/01@14:42:24,1846,4.1253752
2026/08/01@14:42:25,1847,4.09725
2026/08/01@14:42:26,1848,4.0479376
2026/08/01@14:42:27,1849,4.024688
2026/08/01@14:42:28,1850,4.0998756
2026/08/01@14:42:29,1851,4.0014376
2026/08/01@14:42:30,1852,4.1328756
2026/08/01@14:42:32,1854,4.129688
2026/08/01@14:42:33,1855,3.9776252
2026/08/01@14:42:34,1856,3.8521876
2026/08/01@14:42:35,1857,3.6817504
2026/08/01@14:42:36,1858,2.8205628
2026/08/01@14:42:37,1859,3.92550032
2026/08/01@14:42:38,1860,3.1535626
2026/08/01@14:42:39,1861,4.0166252
2026/08/01@14:42:40,1862,3.0448126
2026/08/01@14:42:41,1863,3.4320002
2026/08/01@14:42:42,1864,4.277625
2026/08/01@14:42:43,1865,4.2020624
2026/08/01@14:42:45,1867,3.7406252
2026/08/01@14:42:46,1868,3.5821876
2026/08/01@14:42:47,1869,4.300313
2026/08/01@14:42:48,1870,4.2476252
2026/08/01@14:42:49,1871,4.243875
2026/08/01@14:42:50,1872,4.23675
2026/08/01@14:42:51,1873,3.9538128
2026/08/01@14:42:52,1874,4.1986876
2026/08/01@14:42:53,1875,4.1167504
2026/08/01@14:42:54,1876,4.1520004
2026/08/01@14:42:55,1877,4.1514376
2026/08/01@14:42:56,1878,4.1109376
2026/08/01@14:42:58,1880,4.038563
2026/08/01@14:42:59,1881,4.044
2026/08/01@14:43:00,1882,3.9939376
2026/08/01@14:43:01,1883,3.9866252
2026/08/01@14:43:02,1884,3.9583124
2026/08/01@14:43:03,1885,3.9465
2026/08/01@14:43:04,1886,3.7753124
2026/08/01@14:43:05,1887,3.85275
2026/08/01@14:43:06,1888,3.9326252
2026/08/01@14:43:07,1889,4.0046252
2026/08/01@14:43:08,1890,4.012125
2026/08/01@14:43:10,1892,4.0875
2026/08/01@14:43:11,1893,3.87356268
2026/08/01@14:43:12,1894,4.419563
2026/08/01@14:43:13,1895,4.200375
2026/08/01@14:43:14,1896,4.2146252
2026/08/01@14:43:15,1897,4.2476252
2026/08/01@14:43:16,1898,3.62943736
2026/08/01@14:43:17,1899,3.96150032
2026/08/01@14:43:18,1900,4.0428752
2026/08/01@14:43:19,1901,4.2451876
2026/08/01@14:43:20,1902,4.107938
2026/08/01@14:43:21,1903,4.119938
2026/08/01@14:43:23,1905,3.5139376
2026/08/01@14:43:24,1906,3.712125
2026/08/01@14:43:25,1907,3.8840626
2026/08/01@14:43:26,1908,3.9834376
2026/08/01@14:43:27,1909,3.3076878
2026/08/01@14:43:28,1910,3.9075
2026/08/01@14:43:29,1911,4.3591876
2026/08/01@14:43:30,1912,4.276313
2026/08/01@14:43:31,1913,4.2620624
2026/08/01@14:43:32,1914,4.289438
2026/08/01@14:43:33,1915,4.2924376
2026/08/01@14:43:34,1916,4.2855
2026/08/01@14:43:36,1918,4.262438
2026/08/01@14:43:37,1919,4.2061876
2026/08/01@14:43:38,1920,4.160625
2026/08/01@14:43:39,1921,4.1460004
2026/08/01@14:43:40,1922,2.7817502
2026/08/01@14:43:41,1923,2.7954376
2026/08/01@14:43:42,1924,4.0533752
2026/08/01@14:43:43,1925,4.249875
2026/08/01@14:43:44,1926,4.262625
2026/08/01@14:43:45,1927,4.201125
2026/08/01@14:43:46,1928,4.164188
2026/08/01@14:43:47,1929,3.9879376
2026/08/01@14:43:49,1931,4.0946256
2026/08/01@14:43:50,1932,4.1208752
2026/08/01@14:43:51,1933,4.1446876
2026/08/01@14:43:52,1934,4.070438
2026/08/01@14:43:53,1935,4.003875
2026/08/01@14:43:54,1936,3.5930624
2026/08/01@14:43:55,1937,4.287
2026/08/01@14:43:56,1938,4.1062504
2026/08/01@14:43:57,1939,3.6136876
2026/08/01@14:43:58,1940,3.3935628
2026/08/01@14:43:59,1941,3.71887536
2026/08/01@14:44:00,1942,3.70631268
2026/08/01@14:44:02,1944,3.55143736
2026/08/01@14:44:03,1945,2.7939376
2026/08/01@14:44:04,1946,3.828188
2026/08/01@14:44:05,1947,3.7243128
2026/08/01@14:44:06,1948,3.770625
2026/08/01@14:44:07,1949,3.4393124
2026/08/01@14:44:08,1950,3.7417502
2026/08/01@14:44:09,1951,3.9328128
2026/08/01@14:44:10,1952,3.9720004
2026/08/01@14:44:11,1953,3.770625
2026/08/01@14:44:12,1954,4.431
2026/08/01@14:44:14,1956,4.497
2026/08/01@14:44:15,1957,4.5011252
2026/08/01@14:44:16,1958,4.4956876
2026/08/01@14:44:17,1959,4.4701876
2026/08/01@14:44:18,1960,4.296188
2026/08/01@14:44:19,1961,4.2851252
2026/08/01@14:44:20,1962,4.2735004
2026/08/01@14:44:21,1963,4.239938
2026/08/01@14:44:22,1964,4.1722504
2026/08/01@14:44:23,1965,4.035375
2026/08/01@14:44:24,1966,4.106625
2026/08/01@14:44:25,1967,4.0824376
2026/08/01@14:44:27,1969,4.083563
2026/08/01@14:44:28,1970,3.93131268
2026/08/01@14:44:29,1971,4.178625
2026/08/01@14:44:30,1972,4.238063
2026/08/01@14:44:31,1973,3.8690624
2026/08/01@14:44:32,1974,3.7005
2026/08/01@14:44:33,1975,4.0363124
2026/08/01@14:44:34,1976,3.808875
2026/08/01@14:44:35,1977,3.64668768
2026/08/01@14:44:36,1978,3.4588128
2026/08/01@14:44:37,1979,4.19325
2026/08/01@14:44:38,1980,4.15275
2026/08/01@14:44:40,1982,4.3299376
2026/08/01@14:44:41,1983,4.2026252
2026/08/01@14:44:42,1984,4.2238124
2026/08/01@14:44:43,1985,3.5400002
2026/08/01@14:44:44,1986,3.3616876
2026/08/01@14:44:45,1987,2.7918752
2026/08/01@14:44:46,1988,4.180688
2026/08/01@14:44:47,1989,3.6127504
2026/08/01@14:44:48,1990,4.0884376
2026/08/01@14:44:49,1991,3.9213752
2026/08/01@14:44:50,1992,4.0593752
2026/08/01@14:44:52,1994,4.0455
2026/08/01@14:44:53,1995,4.2073124
2026/08/01@14:44:54,1996,4.196063
2026/08/01@14:44:55,1997,4.1293124
2026/08/01@14:44:56,1998,4.0845004
2026/08/01@14:44:57,1999,4.012125
2026/08/01@14:44:58,2000,4.145813
2026/08/01@14:44:59,2001,4.095375
2026/08/01@14:45:00,2002,4.1143128
2026/08/01@14:45:01,2003,3.91781236
2026/08/01@14:45:02,2004,4.2313128
2026/08/01@14:45:03,2005,4.158188
2026/08/01@14:45:05,2007,4.059
2026/08/01@14:45:06,2008,2.7988126
2026/08/01@14:45:07,2009,3.4730624
2026/08/01@14:45:08,2010,3.931688
2026/08/01@14:45:09,2011,4.1017504
2026/08/01@14:45:10,2012,3.8795628
2026/08/01@14:45:11,2013,2.8055624
2026/08/01@14:45:12,2014,3.76875016
2026/08/01@14:45:13,2015,3.90206268
2026/08/01@14:45:14,2016,3.8338128
2026/08/01@14:45:15,2017,3.6339376
2026/08/01@14:45:16,2018,3.7335
2026/08/01@14:45:18,2020,3.7531876
2026/08/01@14:45:19,2021,3.6924376
2026/08/01@14:45:20,2022,3.6958128
2026/08/01@14:45:21,2023,3.63993736
2026/08/01@14:45:22,2024,3.70875
2026/08/01@14:45:23,2025,3.8831252
2026/08/01@14:45:24,2026,3.957375
2026/08/01@14:45:25,2027,3.927188
2026/08/01@14:45:26,2028,3.6408754
2026/08/01@14:45:27,2029,4.189125
2026/08/01@14:45:28,2030,4.080938
2026/08/01@14:45:30,2031,4.1381252
2026/08/01@14:45:31,2033,4.1415004
2026/08/01@14:45:32,2034,3.9879376
2026/08/01@14:45:33,2035,4.02825
2026/08/01@14:45:34,2036,3.8653128
2026/08/01@14:45:35,2037,4.0061256
2026/08/01@14:45:36,2038,4.106813
2026/08/01@14:45:37,2039,4.092375
2026/08/01@14:45:38,2040,3.9553128
2026/08/01@14:45:39,2041,3.7417502
2026/08/01@14:45:40,2042,4.101938
2026/08/01@14:45:41,2043,4.0166252
2026/08/01@14:45:43,2045,4.062375
2026/08/01@14:45:44,2046,3.9213752
2026/08/01@14:45:45,2047,4.291688
2026/08/01@14:45:46,2048,4.2363752
2026/08/01@14:45:47,2049,4.2144376
2026/08/01@14:45:48,2050,4.210313
2026/08/01@14:45:49,2051,4.1362504
2026/08/01@14:45:50,2052,4.116375
2026/08/01@14:45:51,2053,3.6860626
2026/08/01@14:45:52,2054,4.164
2026/08/01@14:45:53,2055,4.0950004
2026/08/01@14:45:54,2056,4.1240624
2026/08/01@14:45:56,2058,3.89100032
2026/08/01@14:45:57,2059,4.088063
2026/08/01@14:45:58,2060,4.056
2026/08/01@14:45:59,2061,4.148438
2026/08/01@14:46:00,2062,3.70350032
2026/08/01@14:46:01,2063,3.7496252
2026/08/01@14:46:02,2064,3.8362504
2026/08/01@14:46:03,2065,4.1152508
2026/08/01@14:46:04,2066,4.0886252
2026/08/01@14:46:05,2067,4.215563
2026/08/01@14:46:06,2068,4.202438
2026/08/01@14:46:07,2069,3.822
2026/08/01@14:46:09,2071,4.162875
2026/08/01@14:46:10,2072,3.9620626
2026/08/01@14:46:11,2073,3.6710624
2026/08/01@14:46:12,2074,4.30575
2026/08/01@14:46:13,2075,4.31625
2026/08/01@14:46:14,2076,4.2911252
2026/08/01@14:46:15,2077,3.68550032
2026/08/01@14:46:16,2078,3.51150032
2026/08/01@14:46:17,2079,4.11825
2026/08/01@14:46:18,2080,4.01625
2026/08/01@14:46:19,2081,4.2733124
2026/08/01@14:46:21,2082,4.269
2026/08/01@14:46:22,2084,4.2663756
2026/08/01@14:46:23,2085,4.190438
2026/08/01@14:46:24,2086,4.1840624
2026/08/01@14:46:25,2087,4.0263752
2026/08/01@14:46:26,2088,3.7053752
2026/08/01@14:46:27,2089,3.4779376
2026/08/01@14:46:28,2090,4.1158124
2026/08/01@14:46:29,2091,3.9146252
2026/08/01@14:46:30,2092,3.57975
2026/08/01@14:46:31,2093,3.3463126
2026/08/01@14:46:32,2094,4.0335
2026/08/01@14:46:34,2096,3.8591252
2026/08/01@14:46:35,2097,4.2256876
2026/08/01@14:46:36,2098,4.2009376
2026/08/01@14:46:37,2099,3.757125
2026/08/01@14:46:38,2100,4.040063
2026/08/01@14:46:39,2101,3.9356252
2026/08/01@14:46:40,2102,3.8718752
2026/08/01@14:46:41,2103,3.9789376
2026/08/01@14:46:42,2104,4.18125
2026/08/01@14:46:43,2105,4.1469376
2026/08/01@14:46:44,2106,4.1398124
2026/08/01@14:46:45,2107,4.188
2026/08/01@14:46:47,2109,4.1056876
2026/08/01@14:46:48,2110,4.0074376
2026/08/01@14:46:49,2111,4.16475
2026/08/01@14:46:50,2112,4.1405624
2026/08/01@14:46:51,2113,3.9223128
2026/08/01@14:46:52,2114,4.079625
2026/08/01@14:46:53,2115,4.0899376
2026/08/01@14:46:54,2116,4.0267508
2026/08/01@14:46:55,2117,4.151625
2026/08/01@14:46:56,2118,3.9391876
2026/08/01@14:46:57,2119,4.0584372
2026/08/01@14:46:58,2120,3.58612532
2026/08/01@14:47:00,2122,4.0528124
2026/08/01@14:47:01,2123,3.825938
2026/08/01@14:47:02,2124,3.5838752
2026/08/01@14:47:03,2125,4.368375
2026/08/01@14:47:04,2126,4.3653756
2026/08/01@14:47:05,2127,4.3183128
2026/08/01@14:47:06,2128,4.293375
2026/08/01@14:47:07,2129,4.2511872
2026/08/01@14:47:08,2130,4.2146252
2026/08/01@14:47:09,2131,4.217063
2026/08/01@14:47:10,2132,4.2219376
2026/08/01@14:47:12,2134,4.213125
2026/08/01@14:47:13,2135,4.1555624
2026/08/01@14:47:14,2136,4.1821876
2026/08/01@14:47:15,2137,2.7804374
2026/08/01@14:47:16,2138,3.7880626
2026/08/01@14:47:17,2139,4.0230004
2026/08/01@14:47:18,2140,4.0363124
2026/08/01@14:47:19,2141,3.0644998
2026/08/01@14:47:20,2142,3.8460002
2026/08/01@14:47:21,2143,3.96506268
2026/08/01@14:47:22,2144,3.7955624
2026/08/01@14:47:23,2145,3.9796876
2026/08/01@14:47:25,2147,3.6725628
2026/08/01@14:47:26,2148,3.7925628
2026/08/01@14:47:27,2149,3.561
2026/08/01@14:47:28,2150,3.4846878
2026/08/01@14:47:29,2151,3.8437504
2026/08/01@14:47:30,2152,3.8928752
2026/08/01@14:47:31,2153,3.89831268
2026/08/01@14:47:32,2154,3.8051252
2026/08/01@14:47:33,2155,3.86606268
2026/08/01@14:47:34,2156,3.8143124
2026/08/01@14:47:35,2157,4.0509376
2026/08/01@14:47:36,2158,4.1051252
2026/08/01@14:47:38,2160,4.10475
2026/08/01@14:47:39,2161,4.0781256
2026/08/01@14:47:40,2162,4.0305
2026/08/01@14:47:41,2163,4.1835004
2026/08/01@14:47:42,2164,4.180688
2026/08/01@14:47:43,2165,4.08525
2026/08/01@14:47:44,2166,4.0811252
2026/08/01@14:47:45,2167,4.019063
2026/08/01@14:47:46,2168,4.2667504
2026/08/01@14:47:47,2169,4.1730004
2026/08/01@14:47:48,2170,3.9898128
2026/08/01@14:47:49,2171,4.008375
2026/08/01@14:47:51,2173,3.9536252
2026/08/01@14:47:52,2174,3.9821252
2026/08/01@14:47:53,2175,3.86550032
2026/08/01@14:47:54,2176,4.082813
2026/08/01@14:47:55,2177,4.286813
2026/08/01@14:47:56,2178,4.0008756
2026/08/01@14:47:57,2179,4.0329376
2026/08/01@14:47:58,2180,3.9890628
2026/08/01@14:47:59,2181,4.0685624
2026/08/01@14:48:00,2182,2.8121252
2026/08/01@14:48:01,2183,4.201313
2026/08/01@14:48:03,2185,4.2000004
2026/08/01@14:48:04,2186,4.168688
2026/08/01@14:48:05,2187,4.0925628
2026/08/01@14:48:06,2188,3.95400032
2026/08/01@14:48:07,2189,4.0983752
2026/08/01@14:48:08,2190,4.0905004
2026/08/01@14:48:09,2191,4.06425
2026/08/01@14:48:10,2192,3.98400032
2026/08/01@14:48:11,2193,4.0786876
2026/08/01@14:48:12,2194,4.3593756
2026/08/01@14:48:13,2195,4.3518752
2026/08/01@14:48:14,2196,4.333313
2026/08/01@14:48:16,2198,3.924563
2026/08/01@14:48:17,2199,3.7110004
2026/08/01@14:48:18,2200,3.94781236
2026/08/01@14:48:19,2201,3.8205004
2026/08/01@14:48:20,2202,3.759375
2026/08/01@14:48:21,2203,3.6151876
2026/08/01@14:48:22,2204,4.122563
2026/08/01@14:48:23,2205,4.0601252
2026/08/01@14:48:24,2206,4.0640624
2026/08/01@14:48:25,2207,4.0263752
2026/08/01@14:48:26,2208,3.7520628
2026/08/01@14:48:27,2209,3.7153124
2026/08/01@14:48:29,2211,3.95868768
2026/08/01@14:48:30,2212,4.372688
2026/08/01@14:48:31,2213,3.9457502
2026/08/01@14:48:32,2214,4.1730004
2026/08/01@14:48:33,2215,4.1842504
2026/08/01@14:48:34,2216,4.1208752
2026/08/01@14:48:35,2217,3.7955624
2026/08/01@14:48:36,2218,3.9058128
2026/08/01@14:48:37,2219,3.91968768
2026/08/01@14:48:38,2220,3.76875016
2026/08/01@14:48:39,2221,3.9161252
2026/08/01@14:48:41,2223,3.98437536
2026/08/01@14:48:42,2224,2.8419376
2026/08/01@14:48:43,2225,4.1881876
2026/08/01@14:48:44,2226,3.83025032
2026/08/01@14:48:45,2227,3.8533124
2026/08/01@14:48:46,2228,3.7036876
2026/08/01@14:48:47,2229,3.75056268
2026/08/01@14:48:48,2230,3.8086876
2026/08/01@14:48:49,2231,3.7162504
2026/08/01@14:48:50,2232,3.9189376
2026/08/01@14:48:51,2233,3.92325032
2026/08/01@14:48:52,2234,4.195313
2026/08/01@14:48:54,2236,4.1454376
2026/08/01@14:48:55,2237,3.979313
2026/08/01@14:48:56,2238,3.873
2026/08/01@14:48:57,2239,3.653813
2026/08/01@14:48:58,2240,2.79675
2026/08/01@14:48:59,2241,4.2365628
2026/08/01@14:49:00,2242,4.153688
2026/08/01@14:49:01,2243,4.138688
2026/08/01@14:49:02,2244,4.119188
2026/08/01@14:49:03,2245,4.055063
2026/08/01@14:49:04,2246,4.0245
2026/08/01@14:49:05,2247,4.0119376
2026/08/01@14:49:07,2249,4.0021876
2026/08/01@14:49:08,2250,3.97462532
2026/08/01@14:49:09,2251,3.99975016
2026/08/01@14:49:10,2252,3.9680624
2026/08/01@14:49:11,2253,3.979125
2026/08/01@14:49:12,2254,3.0789378
2026/08/01@14:49:13,2255,3.8668128
2026/08/01@14:49:14,2256,3.8761876
2026/08/01@14:49:15,2257,3.863625
2026/08/01@14:49:16,2258,4.2300004
2026/08/01@14:49:17,2259,4.0509376
2026/08/01@14:49:19,2260,4.0286256
2026/08/01@14:49:20,2262,4.005563
2026/08/01@14:49:21,2263,3.6101252
2026/08/01@14:49:22,2264,3.9729376
2026/08/01@14:49:23,2265,3.8210628
2026/08/01@14:49:24,2266,4.0561876
2026/08/01@14:49:25,2267,4.3215
2026/08/01@14:49:26,2268,4.2298124
2026/08/01@14:49:27,2269,4.2406876
2026/08/01@14:49:28,2270,4.2318752
2026/08/01@14:49:29,2271,4.1375628
2026/08/01@14:49:30,2272,4.133813
2026/08/01@14:49:32,2274,4.0957504
2026/08/01@14:49:33,2275,4.2345004
2026/08/01@14:49:34,2276,4.2345004
2026/08/01@14:49:35,2277,4.2290624
2026/08/01@14:49:36,2278,4.2363752
2026/08/01@14:49:37,2279,4.2105004
2026/08/01@14:49:38,2280,4.17075
2026/08/01@14:49:39,2281,4.2727504
2026/08/01@14:49:40,2282,4.127063
2026/08/01@14:49:41,2283,4.08
2026/08/01@14:49:42,2284,4.128375
2026/08/01@14:49:43,2285,4.063125
2026/08/01@14:49:45,2287,4.0310624
2026/08/01@14:49:46,2288,3.90075016
2026/08/01@14:49:47,2289,3.731813
2026/08/01@14:49:48,2290,4.057125
2026/08/01@14:49:49,2291,4.122
2026/08/01@14:49:50,2292,4.11075
2026/08/01@14:49:51,2293,4.0946256
2026/08/01@14:49:52,2294,4.002938
2026/08/01@14:49:53,2295,3.7395
2026/08/01@14:49:54,2296,3.840375
2026/08/01@14:49:55,2297,3.8244376
2026/08/01@14:49:56,2298,3.7708124
2026/08/01@14:49:58,2300,3.7117502
2026/08/01@14:49:59,2301,3.7353752
2026/08/01@14:50:00,2302,3.7458752
2026/08/01@14:50:01,2303,3.74325032
2026/08/01@14:50:02,2304,3.8595004
2026/08/01@14:50:03,2305,4.2088128
2026/08/01@14:50:04,2306,4.1083124
2026/08/01@14:50:05,2307,4.22625
2026/08/01@14:50:06,2308,4.077
2026/08/01@14:50:07,2309,3.99000032
2026/08/01@14:50:08,2310,4.1750628
2026/08/01@14:50:09,2311,4.100625
2026/08/01@14:50:11,2313,3.93656268
2026/08/01@14:50:12,2314,3.9028124
2026/08/01@14:50:13,2315,3.70275
2026/08/01@14:50:14,2316,4.0098752
2026/08/01@14:50:15,2317,4.17075
2026/08/01@14:50:16,2318,4.164938
2026/08/01@14:50:17,2319,4.08525
2026/08/01@14:50:18,2320,4.137
2026/08/01@14:50:19,2321,4.295625
2026/08/01@14:50:20,2322,4.2800628
2026/08/01@14:50:21,2323,4.2573752
2026/08/01@14:50:22,2324,4.1302504
2026/08/01@14:50:24,2326,4.221
2026/08/01@14:50:25,2327,4.1060624
2026/08/01@14:50:26,2328,4.122
2026/08/01@14:50:27,2329,4.2217504
2026/08/01@14:50:28,2330,4.135125
2026/08/01@14:50:29,2331,4.2193128
2026/08/01@14:50:30,2332,4.102875
2026/08/01@14:50:31,2333,3.7239376
2026/08/01@14:50:32,2334,4.076625
2026/08/01@14:50:33,2335,4.13175
2026/08/01@14:50:34,2336,4.1656876
2026/08/01@14:50:36,2338,4.15275
