datetime,elapsed_s,alcohol
2000/01/02@12:40:15,741,2.8029376
2000/01/02@12:40:16,742,2.8029376
2000/01/02@12:40:17,743,2.802
2000/01/02@12:40:18,744,2.8023752
2000/01/02@12:40:19,745,2.801625
2000/01/02@12:40:20,746,2.8018126
2000/01/02@12:40:21,747,2.8023752
2000/01/02@12:40:23,749,2.8018126
2000/01/02@12:40:24,750,2.8023752
2000/01/02@12:40:25,751,2.8025628
2000/01/02@12:40:26,752,2.8018126
2000/01/02@12:40:27,753,2.802
2000/01/02@12:40:28,754,2.8014376
2000/01/02@12:40:29,755,2.8023752
2000/01/02@12:40:30,756,2.801625
2000/01/02@12:40:31,757,2.802
2000/01/02@12:40:32,758,2.8018126
2000/01/02@12:40:34,759,2.8021876
2000/01/02@12:40:35,761,2.8025628
2000/01/02@12:40:36,762,2.8021876
2000/01/02@12:40:37,763,2.802
2000/01/02@12:40:38,764,2.8021876
2000/01/02@12:40:39,765,2.8014376
2000/01/02@12:40:40,766,2.8023752
2000/01/02@12:40:41,767,2.8023752
2000/01/02@12:40:42,768,2.8021876
2000/01/02@12:40:43,769,2.80125
2000/01/02@12:40:44,770,2.8018126
2000/01/02@12:40:46,772,2.8014376
2000/01/02@12:40:47,773,2.80125
2000/01/02@12:40:48,774,2.80125
2000/01/02@12:40:49,775,2.802
2000/01/02@12:40:50,776,2.8014376
2000/01/02@12:40:51,777,2.8018126
2000/01/02@12:40:52,778,2.80125
2000/01/02@12:40:53,779,2.801625
2000/01/02@12:40:54,780,2.80125
2000/01/02@12:40:55,781,2.801625
2000/01/02@12:40:56,782,2.80125
2000/01/02@12:40:58,784,2.80125
2000/01/02@12:40:59,785,2.8018126
2000/01/02@12:41:00,786,2.802
2000/01/02@12:41:01,787,2.8014376
2000/01/02@12:41:02,788,2.802
2000/01/02@12:41:03,789,2.8014376
2000/01/02@12:41:04,790,2.8018126
2000/01/02@12:41:05,791,2.802
2000/01/02@12:41:06,792,2.8018126
2000/01/02@12:41:07,793,2.802
2000/01/02@12:41:08,794,2.802
2000/01/02@12:41:10,796,2.8021876
