datetime,elapsed_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,Elevation_m
2026/08/01@12:49:32,25068,-0.24121094,0.96435544,0.23217774,-1.6641221,1.1984733,-1.3053435,5370.666666666667
2026/08/01@12:49:33,25069,-0.24267578,0.967041,0.23291016,-1.7480916,1.259542,-1.1145039,5372.0
2026/08/01@12:49:34,25070,-0.23999024,0.9628906,0.23339844,-1.5496184,0.9694657,-1.2519084,5373.333333333333
2026/08/01@12:49:36,25072,-0.23950196,0.96875,0.23583984,-1.8396946,0.99236643,-1.0992366,5376.0
2026/08/01@12:49:37,25073,-0.2409668,0.96240232,0.2331543,-1.5572519,1.1374046,-1.0839695,5377.333333333333
2026/08/01@12:49:38,25074,-0.238769532,0.96484376,0.230224616,-1.3664122,1.0,-1.129771,5378.666666666667
2026/08/01@12:49:39,25075,-0.239257808,0.9645996,0.22583008,-1.5954199,1.1450381,-1.3206106,5380.0
2026/08/01@12:49:40,25076,-0.2397461,0.963134768,0.23291016,-1.832061,1.0763359,-1.5114504,5381.333333333333
2026/08/01@12:49:41,25077,-0.2397461,0.961181632,0.23291016,-1.69465652,1.0076336,-0.9541985,5382.666666666667
2026/08/01@12:49:42,25078,-0.24072266,0.96435544,0.23339844,-1.4198474,1.2748091,-1.1374046,5384.0
2026/08/01@12:49:43,25079,-0.239257808,0.965332032,0.23999024,-1.4961832,0.8396947,-1.1755725,5385.333333333333
2026/08/01@12:49:44,25080,-0.238281252,0.9621582,0.22851562,-1.7099236,1.1755725,-1.0992366,5386.666666666667
2026/08/01@12:49:46,25082,-0.23950196,0.9658203,0.230957032,-1.6335878,1.1526718,-1.1450381,5389.333333333333
2026/08/01@12:49:47,25083,-0.239257808,0.9614258,0.23388672,-1.908397,1.259542,-1.3816794,5390.666666666667
2026/08/01@12:49:48,25084,-0.23999024,0.9633789,0.234375,-1.5267176,1.2366412,-1.3816794,5392.0
2026/08/01@12:49:49,25085,-0.24291992,0.9633789,0.23461914,-1.7480916,1.2061069,-1.2366412,5393.333333333333
2026/08/01@12:49:50,25086,-0.24243164,0.9621582,0.22827148,-1.5038168,1.2442748,-1.1068702,5394.666666666667
2026/08/01@12:49:51,25087,-0.2409668,0.96435544,0.234375,-1.4427481,1.0229008,-1.4503816,5396.0
2026/08/01@12:49:52,25088,-0.24072266,0.9614258,0.23583984,-1.6641221,1.221374,-1.4274809,5397.333333333333
2026/08/01@12:49:53,25089,-0.2421875,0.9628906,0.22973633,-1.6641221,0.9541985,-1.2061069,5398.666666666667
2026/08/01@12:49:54,25090,-0.23950196,0.9667969,0.23950196,-1.5419847,1.0152671,-1.1374046,5400.0
2026/08/01@12:49:55,25091,-0.23657226,0.9638672,0.22875976,-1.6641221,1.0076336,-1.3282443,5401.419354838709
2026/08/01@12:49:57,25093,-0.24047852,0.9626465,0.237792976,-1.78625952,0.9847328,-1.5648855,5404.258064516129
2026/08/01@12:49:58,25094,-0.2355957,0.9621582,0.23242188,-1.4961832,1.1603054,-1.0,5405.677419354839
2026/08/01@12:49:59,25095,-0.2409668,0.96069336,0.23291016,-1.78625952,1.3206106,-1.3435115,5407.096774193548
2026/08/01@12:50:00,25096,-0.23999024,0.96240232,0.22924804,-1.6030534,1.221374,-1.3435115,5408.5161290322585
2026/08/01@12:50:01,25097,-0.23950196,0.96435544,0.231201168,-1.8931298,1.0763359,-1.038168,5409.935483870968
2026/08/01@12:50:02,25098,-0.24145508,0.9614258,0.2265625,-1.832061,1.0305344,-1.2290076,5411.354838709677
2026/08/01@12:50:03,25099,-0.246093744,0.9641113,0.230224616,-1.5267176,1.2290076,-1.5801526,5412.774193548387
2026/08/01@12:50:04,25100,-0.24023438,0.9641113,0.22753906,-1.4885496,1.0687023,-1.3358779,5414.193548387097
2026/08/01@12:50:05,25101,-0.23999024,0.9621582,0.23461914,-1.3282443,1.2671756,-1.1755725,5415.612903225807
2026/08/01@12:50:06,25102,-0.245361332,0.96435544,0.230468752,-1.79389316,1.0305344,-1.3435115,5417.032258064516
2026/08/01@12:50:08,25103,-0.24023438,0.963134768,0.23486328,-1.5267176,0.9465649,-1.167939,5419.870967741936
2026/08/01@12:50:09,25105,-0.238525392,0.9638672,0.22973633,-1.6412214,1.2290076,-1.1755725,5421.290322580645
2026/08/01@12:50:10,25106,-0.238769532,0.9663086,0.23535156,-1.5038168,1.038168,-1.29771,5422.709677419355
2026/08/01@12:50:11,25107,-0.23950196,0.9638672,0.23364258,-1.4885496,0.9160305,-1.038168,5424.129032258064
2026/08/01@12:50:12,25108,-0.2421875,0.9667969,0.2319336,-1.6183206,1.0687023,-1.1984733,5425.548387096775
2026/08/01@12:50:13,25109,-0.239257808,0.96191408,0.23339844,-1.778626,1.038168,-1.0839695,5426.967741935484
2026/08/01@12:50:14,25110,-0.24145508,0.9628906,0.24023438,-1.519084,1.2137405,-1.1145039,5428.387096774193
2026/08/01@12:50:15,25111,-0.238769532,0.9616699,0.22753906,-1.6412214,1.1755725,-1.259542,5429.806451612903
2026/08/01@12:50:16,25112,-0.238525392,0.963134768,0.22680664,-1.68702284,1.1526718,-1.0992366,5431.225806451613
2026/08/01@12:50:17,25113,-0.238525392,0.96240232,0.23266602,-1.6335878,1.29771,-1.5343511,5432.645161290323
2026/08/01@12:50:19,25115,-0.2409668,0.9641113,0.2290039,-1.4274809,1.0534351,-1.167939,5435.4838709677415
2026/08/01@12:50:20,25116,-0.24047852,0.96069336,0.237792976,-1.70229,1.1068702,-1.1755725,5436.903225806452
2026/08/01@12:50:21,25117,-0.237548832,0.967041,0.2290039,-1.740458,1.2290076,-1.3664122,5438.322580645161
2026/08/01@12:50:22,25118,-0.2368164,0.9650879,0.23486328,-1.519084,1.1526718,-1.1603054,5439.741935483871
2026/08/01@12:50:23,25119,-0.24121094,0.96240232,0.230712892,-1.6259542,1.3435115,-1.0152671,5441.1612903225805
2026/08/01@12:50:24,25120,-0.24316406,0.9616699,0.23339844,-1.7099236,1.0839695,-1.259542,5442.580645161291
2026/08/01@12:50:25,25121,-0.24072266,0.96362308,0.2355957,-1.4045801,1.1755725,-0.977099264,5444.0
2026/08/01@12:50:26,25122,-0.23706054,0.963134768,0.23266602,-1.7480916,1.0839695,-1.2061069,5445.5
2026/08/01@12:50:27,25123,-0.237792976,0.9641113,0.229492184,-1.6335878,0.977099264,-1.4885496,5447.0
2026/08/01@12:50:28,25124,-0.23999024,0.96435544,0.22485352,-1.5954199,1.29771,-1.1450381,5448.5
2026/08/01@12:50:30,25126,-0.239257808,0.9602051,0.23388672,-1.7328244,1.2824427,-1.2824427,5451.5
2026/08/01@12:50:31,25127,-0.2397461,0.9655762,0.24072266,-1.6335878,0.90076332,-1.0610686,5453.0
2026/08/01@12:50:32,25128,-0.238769532,0.96362308,0.23168946,-1.6793894,1.167939,-1.1755725,5454.5
2026/08/01@12:50:33,25129,-0.24072266,0.96484376,0.238037108,-1.6641221,1.0,-1.1450381,5456.0
2026/08/01@12:50:34,25130,-0.24047852,0.96435544,0.23632812,-1.6259542,1.167939,-1.2900764,5457.5
2026/08/01@12:50:35,25131,-0.24145508,0.96435544,0.23364258,-1.5954199,1.1526718,-1.2824427,5459.0
2026/08/01@12:50:36,25132,-0.238037108,0.96240232,0.23242188,-1.740458,1.29771,-1.1832061,5460.5
2026/08/01@12:50:37,25133,-0.24023438,0.9641113,0.229980468,-1.5801526,1.1755725,-1.1221374,5462.0
2026/08/01@12:50:38,25134,-0.24047852,0.9616699,0.22729492,-1.71755732,1.259542,-1.038168,5463.5
2026/08/01@12:50:40,25136,-0.24023438,0.965332032,0.22973633,-1.832061,1.1755725,-1.3435115,5466.5
2026/08/01@12:50:41,25137,-0.23950196,0.9638672,0.22680664,-1.82442752,1.091603,-1.1221374,5468.0
2026/08/01@12:50:42,25138,-0.2434082,0.96655272,0.2265625,-1.5877863,1.0458015,-1.1374046,5469.5
2026/08/01@12:50:43,25139,-0.238281252,0.96435544,0.229980468,-1.610687,1.129771,-1.3053435,5471.0
2026/08/01@12:50:44,25140,-0.24316406,0.9638672,0.23486328,-1.7480916,1.0839695,-0.9465649,5472.5
2026/08/01@12:50:45,25141,-0.23950196,0.9628906,0.23657226,-1.85496184,1.2137405,-1.1603054,5474.0
2026/08/01@12:50:46,25142,-0.239013668,0.9650879,0.23632812,-1.740458,1.0763359,-1.1221374,5475.5
2026/08/01@12:50:47,25143,-0.24243164,0.96069336,0.230224616,-1.6564885,0.9389313,-1.0763359,5477.0
2026/08/01@12:50:48,25144,-0.237304684,0.967041,0.23291016,-1.5572519,0.977099264,-1.4961832,5478.5
2026/08/01@12:50:49,25145,-0.24243164,0.96362308,0.237792976,-1.5954199,0.9236641,-1.0305344,5480.0
2026/08/01@12:50:51,25147,-0.237548832,0.9628906,0.23266602,-1.610687,1.2442748,-1.2824427,5483.0
2026/08/01@12:50:52,25148,-0.24121094,0.9633789,0.23461914,-1.740458,1.0458015,-1.221374,5484.5
2026/08/01@12:50:53,25149,-0.24121094,0.96655272,0.237548832,-1.7709924,1.0305344,-1.0305344,5486.0
2026/08/01@12:50:54,25150,-0.23999024,0.96362308,0.22607422,-1.78625952,1.2137405,-1.1755725,5487.5
2026/08/01@12:50:55,25151,-0.23950196,0.9633789,0.23950196,-1.389313,1.1526718,-1.1908396,5489.0
2026/08/01@12:50:56,25152,-0.24145508,0.961181632,0.22729492,-1.6717557,1.0992366,-1.2366412,5490.451612903225
2026/08/01@12:50:57,25153,-0.2421875,0.9655762,0.230712892,-1.78625952,0.9694657,-1.0229008,5491.903225806452
2026/08/01@12:50:58,25154,-0.238525392,0.9633789,0.23388672,-1.5725191,1.0229008,-1.0,5493.354838709677
2026/08/01@12:50:59,25155,-0.239257808,0.9682617,0.2253418,-1.5877863,0.961832064,-1.4122137,5494.806451612903
2026/08/01@12:51:01,25157,-0.2409668,0.96435544,0.23535156,-1.5725191,1.221374,-1.3282443,5497.709677419355
2026/08/01@12:51:02,25158,-0.24023438,0.9633789,0.230224616,-1.8091604,1.0992366,-1.0839695,5499.1612903225805
2026/08/01@12:51:03,25159,-0.24169922,0.9604492,0.23339844,-1.68702284,1.1450381,-1.2061069,5500.612903225807
2026/08/01@12:51:04,25160,-0.24072266,0.96191408,0.23461914,-1.3358779,1.0076336,-1.3435115,5502.064516129032
2026/08/01@12:51:05,25161,-0.23706054,0.96362308,0.2355957,-1.5648855,1.0839695,-1.1145039,5503.5161290322585
2026/08/01@12:51:06,25162,-0.2421875,0.9641113,0.23535156,-1.7480916,1.0610686,-1.0687023,5504.967741935484
2026/08/01@12:51:07,25163,-0.24243164,0.9616699,0.23608398,-1.7099236,1.1984733,-1.1374046,5506.419354838709
2026/08/01@12:51:08,25164,-0.24145508,0.963134768,0.23339844,-1.8473282,1.167939,-1.3053435,5507.870967741936
2026/08/01@12:51:09,25165,-0.238525392,0.9633789,0.23657226,-1.9694656,0.90076332,-0.9312977,5509.322580645161
2026/08/01@12:51:10,25166,-0.24047852,0.96484376,0.2319336,-1.778626,1.1908396,-1.4198474,5510.774193548387
2026/08/01@12:51:12,25168,-0.24194336,0.967285168,0.23291016,-1.6641221,1.2824427,-1.3435115,5513.677419354839
2026/08/01@12:51:13,25169,-0.24047852,0.9626465,0.23388672,-1.5725191,1.091603,-1.3740458,5515.129032258064
2026/08/01@12:51:14,25170,-0.239257808,0.9609375,0.23461914,-1.8473282,1.0839695,-1.2137405,5516.580645161291
2026/08/01@12:51:15,25171,-0.23608398,0.9645996,0.23339844,-1.3358779,1.1755725,-1.0229008,5518.032258064516
2026/08/01@12:51:16,25172,-0.2434082,0.96240232,0.230224616,-1.778626,1.0534351,-1.3664122,5519.4838709677415
2026/08/01@12:51:17,25173,-0.24072266,0.96191408,0.2277832,-1.5419847,1.038168,-1.2366412,5520.935483870968
2026/08/01@12:51:18,25174,-0.238525392,0.9633789,0.22827148,-1.5954199,1.0687023,-1.4427481,5522.387096774193
2026/08/01@12:51:19,25175,-0.24169922,0.95874024,0.23706054,-1.778626,1.1068702,-1.1908396,5523.8387096774195
2026/08/01@12:51:20,25176,-0.2409668,0.96362308,0.23706054,-1.519084,0.9236641,-0.9847328,5525.290322580645
2026/08/01@12:51:22,25178,-0.23706054,0.9641113,0.2355957,-1.832061,1.0992366,-0.90076332,5528.193548387097
2026/08/01@12:51:23,25179,-0.24389648,0.965332032,0.22827148,-1.8473282,1.0992366,-1.4198474,5529.645161290323
2026/08/01@12:51:24,25180,-0.237548832,0.963134768,0.23217774,-1.6335878,1.3206106,-1.2824427,5531.096774193548
2026/08/01@12:51:25,25181,-0.2397461,0.9628906,0.23535156,-1.6259542,1.0610686,-1.0687023,5532.548387096775
2026/08/01@12:51:26,25182,-0.23706054,0.96435544,0.23364258,-1.5877863,1.1755725,-1.1221374,5534.0
2026/08/01@12:51:27,25183,-0.24072266,0.9614258,0.2290039,-1.7633588,1.0458015,-1.1526718,5535.741935483871
2026/08/01@12:51:28,25184,-0.245361332,0.963134768,0.229980468,-1.7480916,1.0763359,-1.1221374,5537.4838709677415
2026/08/01@12:51:29,25185,-0.23657226,0.9658203,0.2319336,-1.648855,1.2671756,-1.1526718,5539.225806451613
2026/08/01@12:51:30,25186,-0.24316406,0.9633789,0.22583008,-1.7328244,1.2290076,-1.3587786,5540.967741935484
2026/08/01@12:51:31,25187,-0.2397461,0.9602051,0.22851562,-1.648855,0.9541985,-1.3816794,5542.709677419355
2026/08/01@12:51:33,25189,-0.238281252,0.9650879,0.23486328,-1.5419847,0.9694657,-1.1984733,5546.193548387097
2026/08/01@12:51:34,25190,-0.24243164,0.9614258,0.231201168,-1.3816794,1.1526718,-1.3358779,5547.935483870968
2026/08/01@12:51:35,25191,-0.238037108,0.9638672,0.23242188,-1.6183206,1.1603054,-0.9694657,5549.677419354839
2026/08/01@12:51:36,25192,-0.24072266,0.95947268,0.22875976,-1.740458,1.2061069,-1.3053435,5551.419354838709
2026/08/01@12:51:37,25193,-0.24121094,0.96655272,0.231445316,-1.908397,1.1526718,-1.2290076,5553.1612903225805
2026/08/01@12:51:38,25194,-0.2409668,0.9658203,0.2355957,-1.71755732,1.2824427,-1.3053435,5554.903225806452
2026/08/01@12:51:39,25195,-0.24169922,0.963134768,0.230712892,-1.68702284,1.038168,-1.3129771,5556.645161290323
2026/08/01@12:51:40,25196,-0.24365234,0.9626465,0.230468752,-1.70229,1.4351145,-1.1450381,5558.387096774193
2026/08/01@12:51:41,25197,-0.2368164,0.9621582,0.2368164,-1.5801526,1.038168,-1.3587786,5560.129032258064
2026/08/01@12:51:43,25199,-0.24194336,0.96850584,0.23413086,-1.72519084,1.259542,-1.221374,5563.612903225807
2026/08/01@12:51:44,25200,-0.24438476,0.965332032,0.2368164,-1.6412214,0.870229,-1.2137405,5565.354838709677
2026/08/01@12:51:45,25201,-0.24121094,0.9616699,0.237304684,-1.7099236,1.0076336,-1.0763359,5567.096774193548
2026/08/01@12:51:46,25202,-0.24194336,0.9650879,0.23632812,-1.78625952,1.0763359,-1.351145,5568.8387096774195
2026/08/01@12:51:47,25203,-0.23608398,0.9626465,0.2355957,-1.70229,0.977099264,-1.1450381,5570.580645161291
2026/08/01@12:51:48,25204,-0.24072266,0.963134768,0.22827148,-1.6793894,1.2748091,-1.4427481,5572.322580645161
2026/08/01@12:51:49,25205,-0.237792976,0.9650879,0.234375,-1.6183206,1.038168,-1.3282443,5574.064516129032
2026/08/01@12:51:50,25206,-0.24121094,0.9626465,0.23388672,-1.5419847,0.89312976,-1.389313,5575.806451612903
2026/08/01@12:51:51,25207,-0.24121094,0.9655762,0.230468752,-1.71755732,1.2442748,-1.1526718,5577.548387096775
2026/08/01@12:51:52,25208,-0.24169922,0.95947268,0.23364258,-1.8091604,1.1755725,-1.1984733,5579.290322580645
2026/08/01@12:51:54,25210,-0.238281252,0.96240232,0.230712892,-1.85496184,1.1832061,-1.3053435,5582.774193548387
2026/08/01@12:51:55,25211,-0.238037108,0.95996092,0.229980468,-1.832061,1.1603054,-1.129771,5584.5161290322585
2026/08/01@12:51:56,25212,-0.24169922,0.96191408,0.2277832,-1.740458,1.1984733,-1.1603054,5586.258064516129
2026/08/01@12:51:57,25213,-0.246337884,0.96484376,0.230712892,-1.389313,1.2061069,-1.091603,5588.0
2026/08/01@12:51:58,25214,-0.2397461,0.96484376,0.23266602,-1.6793894,1.0305344,-1.4274809,5589.933333333333
2026/08/01@12:51:59,25215,-0.24072266,0.9614258,0.2319336,-1.5877863,1.1755725,-1.0763359,5591.866666666667
2026/08/01@12:52:00,25216,-0.24243164,0.96435544,0.2355957,-1.480916,1.167939,-1.129771,5593.8
2026/08/01@12:52:01,25217,-0.237792976,0.9621582,0.23217774,-1.9389314,1.0763359,-1.3816794,5595.733333333334
2026/08/01@12:52:02,25218,-0.2409668,0.9609375,0.223388668,-1.70229,1.167939,-1.1450381,5597.666666666667
2026/08/01@12:52:04,25219,-0.238037108,0.9655762,0.23266602,-1.72519084,1.0,-1.1221374,5601.533333333334
2026/08/01@12:52:05,25221,-0.2409668,0.96484376,0.23486328,-1.91603052,0.83206104,-1.0992366,5603.466666666666
2026/08/01@12:52:06,25222,-0.24291992,0.95996092,0.23388672,-1.6412214,1.2366412,-1.1526718,5605.4
2026/08/01@12:52:07,25223,-0.238525392,0.96069336,0.238037108,-2.0305342,1.2442748,-1.1984733,5607.333333333333
2026/08/01@12:52:08,25224,-0.24072266,0.9604492,0.23291016,-1.4656489,0.8549618,-1.0687023,5609.266666666666
2026/08/01@12:52:09,25225,-0.24438476,0.9592285,0.2331543,-1.7480916,1.1832061,-1.3816794,5611.2
2026/08/01@12:52:10,25226,-0.2409668,0.9633789,0.23632812,-1.4732824,1.1908396,-1.2366412,5613.133333333333
2026/08/01@12:52:11,25227,-0.24121094,0.96191408,0.23168946,-1.6412214,0.71755732,-1.4351145,5615.066666666667
2026/08/01@12:52:12,25228,-0.2368164,0.965332032,0.23217774,-1.5038168,0.977099264,-1.29771,5617.0
2026/08/01@12:52:13,25229,-0.24072266,0.9680176,0.2277832,-1.5648855,0.961832064,-1.0076336,5618.933333333333
2026/08/01@12:52:15,25231,-0.237548832,0.9616699,0.23706054,-1.3435115,1.1908396,-1.1068702,5622.8
2026/08/01@12:52:16,25232,-0.2409668,0.9675293,0.230468752,-1.5648855,0.9160305,-1.2290076,5624.733333333334
2026/08/01@12:52:17,25233,-0.238769532,0.96069336,0.23364258,-1.8473282,1.1145039,-1.1526718,5626.666666666667
2026/08/01@12:52:18,25234,-0.24316406,0.96191408,0.23388672,-1.6030534,1.1145039,-1.1068702,5628.6
2026/08/01@12:52:19,25235,-0.239257808,0.96191408,0.23388672,-1.72519084,1.1908396,-1.0229008,5630.533333333334
2026/08/01@12:52:20,25236,-0.237792976,0.96484376,0.22875976,-1.3435115,1.1603054,-0.9694657,5632.466666666666
2026/08/01@12:52:21,25237,-0.24023438,0.96362308,0.2368164,-1.70229,1.1908396,-1.091603,5634.4
2026/08/01@12:52:22,25238,-0.24023438,0.9628906,0.23388672,-1.78625952,1.167939,-1.2137405,5636.333333333333
2026/08/01@12:52:23,25239,-0.238281252,0.96655272,0.237548832,-1.9312977,1.1755725,-1.2900764,5638.266666666666
2026/08/01@12:52:24,25240,-0.2397461,0.9621582,0.23950196,-1.5954199,1.091603,-0.9236641,5640.2
2026/08/01@12:52:26,25242,-0.24267578,0.9633789,0.23217774,-1.5725191,1.1755725,-1.3206106,5644.066666666667
2026/08/01@12:52:27,25243,-0.237304684,0.96362308,0.22753906,-1.5038168,1.129771,-1.1832061,5646.0
2026/08/01@12:52:28,25244,-0.24414062,0.9638672,0.23632812,-1.7099236,1.0992366,-1.3129771,5648.129032258064
2026/08/01@12:52:29,25245,-0.238525392,0.9655762,0.22729492,-1.519084,1.129771,-1.2519084,5650.258064516129
2026/08/01@12:52:30,25246,-0.24291992,0.9655762,0.22387696,-1.78625952,1.0305344,-1.3587786,5652.387096774193
2026/08/01@12:52:31,25247,-0.2409668,0.9645996,0.23583984,-1.68702284,1.1068702,-1.091603,5654.5161290322585
2026/08/01@12:52:32,25248,-0.238281252,0.9621582,0.23168946,-1.5419847,0.9389313,-1.2748091,5656.645161290323
2026/08/01@12:52:33,25249,-0.24072266,0.9641113,0.2277832,-1.70229,1.0305344,-1.221374,5658.774193548387
2026/08/01@12:52:34,25250,-0.237792976,0.9655762,0.22729492,-1.72519084,1.2900764,-1.2442748,5660.903225806452
2026/08/01@12:52:36,25252,-0.238525392,0.9626465,0.231445316,-1.5877863,1.0534351,-1.4351145,5665.1612903225805
2026/08/01@12:52:37,25253,-0.237548832,0.9609375,0.23242188,-1.70229,1.0152671,-1.259542,5667.290322580645
2026/08/01@12:52:38,25254,-0.2409668,0.9655762,0.22875976,-1.5877863,0.9465649,-1.1068702,5669.419354838709
2026/08/01@12:52:39,25255,-0.24169922,0.961181632,0.23217774,-1.610687,1.2519084,-1.2748091,5671.548387096775
2026/08/01@12:52:40,25256,-0.24023438,0.9633789,0.23583984,-1.5954199,1.2290076,-1.4198474,5673.677419354839
2026/08/01@12:52:41,25257,-0.23510742,0.9633789,0.23291016,-1.4274809,0.99236643,-1.351145,5675.806451612903
2026/08/01@12:52:42,25258,-0.2446289,0.96069336,0.22973633,-1.778626,0.8854962,-1.038168,5677.935483870968
2026/08/01@12:52:43,25259,-0.2409668,0.9680176,0.23706054,-1.6793894,1.1832061,-1.2671756,5680.064516129032
2026/08/01@12:52:44,25260,-0.24047852,0.96069336,0.2265625,-1.4580153,1.0610686,-1.2061069,5682.193548387097
2026/08/01@12:52:45,25261,-0.23999024,0.9638672,0.23608398,-1.72519084,1.1755725,-1.3664122,5684.322580645161
2026/08/01@12:52:47,25263,-0.24169922,0.957031232,0.22729492,-1.6564885,1.2442748,-1.3282443,5688.580645161291
2026/08/01@12:52:48,25264,-0.24145508,0.9609375,0.23266602,-1.5419847,1.0534351,-1.2519084,5690.709677419355
2026/08/01@12:52:49,25265,-0.238525392,0.96435544,0.22436524,-1.4045801,1.2900764,-1.3969466,5692.8387096774195
2026/08/01@12:52:50,25266,-0.24072266,0.965332032,0.23413086,-1.81679384,1.0534351,-1.2900764,5694.967741935484
2026/08/01@12:52:51,25267,-0.24169922,0.95996092,0.23168946,-1.8396946,1.0610686,-1.3282443,5697.096774193548
2026/08/01@12:52:52,25268,-0.24121094,0.9655762,0.2368164,-1.8473282,1.1450381,-1.091603,5699.225806451613
2026/08/01@12:52:53,25269,-0.2397461,0.9641113,0.2319336,-1.82442752,1.2671756,-1.4580153,5701.354838709677
2026/08/01@12:52:54,25270,-0.2421875,0.9584961,0.231445316,-1.9007634,1.1221374,-1.4122137,5703.4838709677415
2026/08/01@12:52:55,25271,-0.238281252,0.9667969,0.22827148,-1.4961832,1.0992366,-1.4045801,5705.612903225807
2026/08/01@12:52:57,25273,-0.24169922,0.9602051,0.23608398,-1.7480916,0.961832064,-1.221374,5709.870967741936
2026/08/01@12:52:58,25274,-0.24121094,0.95947268,0.22802734,-1.5343511,1.259542,-1.1145039,5712.0
2026/08/01@12:52:59,25275,-0.23999024,0.9641113,0.22924804,-1.6412214,1.1908396,-1.1755725,5714.7
2026/08/01@12:53:00,25276,-0.239257808,0.963134768,0.230712892,-1.72519084,1.0992366,-1.2519084,5717.4
2026/08/01@12:53:01,25277,-0.24072266,0.96362308,0.230712892,-1.6412214,1.1603054,-0.961832064,5720.1
2026/08/01@12:53:02,25278,-0.24316406,0.963134768,0.231201168,-1.68702284,1.29771,-1.1374046,5722.8
2026/08/01@12:53:03,25279,-0.245361332,0.96069336,0.22973633,-1.4274809,0.99236643,-1.1755725,5725.5
2026/08/01@12:53:04,25280,-0.24072266,0.9675293,0.23168946,-1.79389316,1.1755725,-1.0229008,5728.2
2026/08/01@12:53:05,25281,-0.24121094,0.96191408,0.23266602,-1.6793894,1.2137405,-1.259542,5730.9
2026/08/01@12:53:07,25282,-0.23999024,0.9638672,0.2290039,-1.5038168,1.0229008,-1.2061069,5736.3
2026/08/01@12:53:08,25284,-0.238769532,0.96435544,0.23339844,-1.72519084,0.9694657,-1.2824427,5739.0
2026/08/01@12:53:09,25285,-0.237548832,0.9616699,0.22802734,-1.740458,1.221374,-1.129771,5741.7
2026/08/01@12:53:10,25286,-0.2409668,0.9621582,0.23168946,-1.8396946,1.0839695,-1.1450381,5744.4
2026/08/01@12:53:11,25287,-0.24169922,0.9633789,0.23291016,-1.832061,0.99236643,-1.2748091,5747.1
2026/08/01@12:53:12,25288,-0.24365234,0.965332032,0.23339844,-1.7557252,1.1908396,-1.3129771,5749.8
2026/08/01@12:53:13,25289,-0.24121094,0.9609375,0.23461914,-1.610687,1.1374046,-1.2824427,5752.5
2026/08/01@12:53:14,25290,-0.24291992,0.9628906,0.238037108,-1.88549616,1.2519084,-1.1832061,5755.2
2026/08/01@12:53:15,25291,-0.23950196,0.96362308,0.2355957,-1.4656489,1.4580153,-1.1755725,5757.9
2026/08/01@12:53:16,25292,-0.23999024,0.9658203,0.231445316,-1.80152668,1.0839695,-1.091603,5760.6
2026/08/01@12:53:18,25294,-0.24023438,0.967041,0.22924804,-1.610687,1.1145039,-1.091603,5766.0
2026/08/01@12:53:19,25295,-0.24072266,0.9641113,0.230957032,-1.6564885,1.1145039,-1.2671756,5768.7
2026/08/01@12:53:20,25296,-0.24047852,0.9650879,0.23364258,-1.80152668,1.29771,-1.4427481,5771.4
2026/08/01@12:53:21,25297,-0.238769532,0.9675293,0.231445316,-1.7099236,1.0687023,-1.3053435,5774.1
2026/08/01@12:53:22,25298,-0.24169922,0.9621582,0.229492184,-1.71755732,1.2900764,-1.2824427,5776.8
2026/08/01@12:53:23,25299,-0.24169922,0.9626465,0.23461914,-1.6564885,1.1908396,-1.0305344,5779.5
2026/08/01@12:53:24,25300,-0.2368164,0.963134768,0.24047852,-1.740458,1.0763359,-1.221374,5782.2
2026/08/01@12:53:25,25301,-0.23950196,0.9675293,0.22802734,-1.6793894,1.1984733,-1.3358779,5784.9
2026/08/01@12:53:26,25302,-0.24047852,0.96191408,0.22875976,-1.72519084,1.2137405,-1.2442748,5787.6
2026/08/01@12:53:27,25303,-0.238769532,0.96435544,0.23168946,-1.6030534,1.0152671,-0.8167939,5790.3
2026/08/01@12:53:29,25305,-0.238281252,0.9628906,0.231201168,-1.480916,0.8244275,-1.1221374,5797.1612903225805
2026/08/01@12:53:30,25306,-0.239257808,0.9633789,0.23217774,-1.81679384,0.9465649,-1.2519084,5801.322580645161
2026/08/01@12:53:31,25307,-0.238281252,0.9650879,0.2319336,-1.5648855,1.2671756,-1.3206106,5805.4838709677415
2026/08/01@12:53:32,25308,-0.24316406,0.96655272,0.22875976,-1.5343511,1.1908396,-1.3587786,5809.645161290323
2026/08/01@12:53:33,25309,-0.24267578,0.9658203,0.234375,-1.8625954,1.0687023,-1.1755725,5813.806451612903
2026/08/01@12:53:34,25310,-0.2397461,0.9638672,0.230468752,-1.72519084,1.1450381,-1.4503816,5817.967741935484
2026/08/01@12:53:35,25311,-0.24121094,0.9614258,0.230224616,-1.389313,1.2671756,-1.4045801,5822.129032258064
2026/08/01@12:53:36,25312,-0.239013668,0.9655762,0.23413086,-1.5419847,1.1603054,-1.129771,5826.290322580645
2026/08/01@12:53:37,25313,-0.238525392,0.9633789,0.231445316,-1.69465652,0.8778626,-1.2671756,5830.451612903225
2026/08/01@12:53:39,25315,-0.24072266,0.96435544,0.22973633,-1.7328244,1.1526718,-0.961832064,5838.774193548387
2026/08/01@12:53:40,25316,-0.24072266,0.9616699,0.22387696,-1.68702284,1.1068702,-1.3740458,5842.935483870968
2026/08/01@12:53:41,25317,-0.23706054,0.963134768,0.2253418,-1.70229,1.1603054,-1.2137405,5847.096774193548
