datetime,elapsed_s,gas2,Elevation_m
2000/01/01@13:01:31,17013,3.231938,8326.6
2000/01/01@13:01:32,17014,3.23175,8332.0
2000/01/01@13:01:33,17015,3.231938,8337.4
2000/01/01@13:01:34,17016,3.231938,8342.8
2000/01/01@13:01:35,17017,3.23175,8348.2
2000/01/01@13:01:36,17018,3.2323126,8353.6
2000/01/01@13:01:38,17020,3.231938,8364.129032258064
2000/01/01@13:01:39,17021,3.23175,8369.258064516129
2000/01/01@13:01:40,17022,3.2321252,8374.387096774193
2000/01/01@13:01:41,17023,3.2321252,8379.516129032258
2000/01/01@13:01:42,17024,3.2321252,8384.645161290322
2000/01/01@13:01:43,17025,3.23175,8389.774193548386
2000/01/01@13:01:44,17026,3.231938,8394.90322580645
2000/01/01@13:01:45,17027,3.231938,8400.032258064517
2000/01/01@13:01:46,17028,3.2325004,8405.161290322581
2000/01/01@13:01:47,17029,3.23175,8410.290322580646
2000/01/01@13:01:48,17030,3.2323126,8415.41935483871
2000/01/01@13:01:50,17032,3.231938,8425.677419354839
2000/01/01@13:01:51,17033,3.231938,8430.806451612903
2000/01/01@13:01:52,17034,3.2323126,8435.935483870968
2000/01/01@13:01:53,17035,3.231938,8441.064516129032
2000/01/01@13:01:54,17036,3.231938,8446.193548387097
2000/01/01@13:01:55,17037,3.231938,8451.322580645161
2000/01/01@13:01:56,17038,3.2321252,8456.451612903225
2000/01/01@13:01:57,17039,3.2321252,8461.58064516129
2000/01/01@13:01:58,17040,3.2321252,8466.709677419354
2000/01/01@13:01:59,17041,3.2325004,8471.838709677419
2000/01/01@13:02:00,17042,3.2325004,8476.967741935483
2000/01/01@13:02:02,17044,3.231938,8487.225806451614
2000/01/01@13:02:03,17045,3.231938,8492.354838709678
2000/01/01@13:02:04,17046,3.2323126,8497.483870967742
2000/01/01@13:02:05,17047,3.23175,8502.612903225807
2000/01/01@13:02:06,17048,3.231938,8507.741935483871
2000/01/01@13:02:07,17049,3.231938,8512.870967741936
2000/01/01@13:02:08,17050,3.231938,8518.0
2000/01/01@13:02:09,17051,3.231938,8523.7
2000/01/01@13:02:10,17052,3.231938,8529.4
2000/01/01@13:02:11,17053,3.23175,8535.1
2000/01/01@13:02:12,17054,3.2321252,8540.8
2000/01/01@13:02:14,17056,3.2326876,8552.2
2000/01/01@13:02:15,17057,3.23175,8557.9
2000/01/01@13:02:16,17058,3.231938,8563.6
2000/01/01@13:02:17,17059,3.2323126,8569.3
2000/01/01@13:02:18,17060,3.2321252,8575.0
2000/01/01@13:02:19,17061,3.2325004,8580.7
2000/01/01@13:02:20,17062,3.2326876,8586.4
2000/01/01@13:02:21,17063,3.2323126,8592.1
2000/01/01@13:02:22,17064,3.2321252,8597.8
2000/01/01@13:02:23,17065,3.231938,8603.5
2000/01/01@13:02:24,17066,3.2325004,8609.2
2000/01/01@13:02:26,17068,3.2326876,8620.6
2000/01/01@13:02:27,17069,3.231938,8626.3
2000/01/01@13:02:28,17070,3.2321252,8632.0
2000/01/01@13:02:29,17071,3.2315626,8637.7
2000/01/01@13:02:30,17072,3.2325004,8643.4
2000/01/01@13:02:31,17073,3.231938,8649.1
2000/01/01@13:02:32,17074,3.231938,8654.8
2000/01/01@13:02:33,17075,3.2321252,8660.5
2000/01/01@13:02:34,17076,3.2323126,8666.2
2000/01/01@13:02:35,17077,3.23175,8671.9
2000/01/01@13:02:36,17078,3.23175,8677.6
2000/01/01@13:02:38,17080,3.2325004,8689.0
2000/01/01@13:02:39,17081,3.23175,8694.387096774193
2000/01/01@13:02:40,17082,3.23175,8699.774193548386
2000/01/01@13:02:41,17083,3.23175,8705.161290322581
2000/01/01@13:02:42,17084,3.231938,8710.548387096775
2000/01/01@13:02:43,17085,3.2321252,8715.935483870968
2000/01/01@13:02:44,17086,3.23175,8721.322580645161
2000/01/01@13:02:45,17087,3.2315626,8726.709677419354
2000/01/01@13:02:46,17088,3.23175,8732.09677419355
2000/01/01@13:02:47,17089,3.23175,8737.483870967742
2000/01/01@13:02:48,17090,3.23175,8742.870967741936
2000/01/01@13:02:50,17092,3.2326876,8753.645161290322
2000/01/01@13:02:51,17093,3.23175,8759.032258064517
2000/01/01@13:02:52,17094,3.23175,8764.41935483871
2000/01/01@13:02:53,17095,3.2326876,8769.806451612903
2000/01/01@13:02:54,17096,3.2321252,8775.193548387097
2000/01/01@13:02:55,17097,3.2326876,8780.58064516129
2000/01/01@13:02:56,17098,3.2323126,8785.967741935483
2000/01/01@13:02:57,17099,3.2321252,8791.354838709678
2000/01/01@13:02:58,17100,3.2315626,8796.741935483871
2000/01/01@13:02:59,17101,3.23175,8802.129032258064
2000/01/01@13:03:00,17102,3.231938,8807.516129032258
2000/01/01@13:03:02,17104,3.2325004,8818.290322580646
2000/01/01@13:03:03,17105,3.231938,8823.677419354839
2000/01/01@13:03:04,17106,3.23175,8829.064516129032
2000/01/01@13:03:05,17107,3.2325004,8834.451612903225
2000/01/01@13:03:06,17108,3.2315626,8839.838709677419
2000/01/01@13:03:07,17109,3.231938,8845.225806451614
2000/01/01@13:03:08,17110,3.23175,8850.612903225807
2000/01/01@13:03:09,17111,3.2323126,8856.0
2000/01/01@13:03:10,17112,3.231938,8861.2
2000/01/01@13:03:11,17113,3.2315626,8866.4
2000/01/01@13:03:12,17114,3.2315626,8871.6
2000/01/01@13:03:14,17116,3.23175,8882.0
2000/01/01@13:03:15,17117,3.23175,8887.2
2000/01/01@13:03:16,17118,3.2321252,8892.4
2000/01/01@13:03:17,17119,3.2325004,8897.6
2000/01/01@13:03:18,17120,3.231938,8902.8
2000/01/01@13:03:19,17121,3.23175,8908.0
2000/01/01@13:03:20,17122,3.23175,8913.2
2000/01/01@13:03:21,17123,3.2315626,8918.4
2000/01/01@13:03:22,17124,3.2315626,8923.6
2000/01/01@13:03:23,17125,3.2321252,8928.8
2000/01/01@13:03:24,17126,3.23175,8934.0
2000/01/01@13:03:26,17128,3.2315626,8944.4
2000/01/01@13:03:27,17129,3.2313752,8949.6
2000/01/01@13:03:28,17130,3.23175,8954.8
2000/01/01@13:03:29,17131,3.2315626,8960.0
2000/01/01@13:03:30,17132,3.2325004,8965.2
2000/01/01@13:03:31,17133,3.231938,8970.4
2000/01/01@13:03:32,17134,3.2315626,8975.6
2000/01/01@13:03:33,17135,3.2323126,8980.8
2000/01/01@13:03:34,17136,3.2315626,8986.0
2000/01/01@13:03:35,17137,3.2323126,8991.2
2000/01/01@13:03:36,17138,3.23175,8996.4
2000/01/01@13:03:38,17140,3.2315626,9006.8
2000/01/01@13:03:39,17141,3.2321252,9012.0
2000/01/01@13:03:40,17142,3.231938,9017.806451612903
2000/01/01@13:03:41,17143,3.23175,9023.612903225807
2000/01/01@13:03:42,17144,3.2321252,9029.41935483871
2000/01/01@13:03:43,17145,3.2315626,9035.225806451614
2000/01/01@13:03:44,17146,3.231938,9041.032258064517
2000/01/01@13:03:45,17147,3.2321252,9046.838709677419
2000/01/01@13:03:46,17148,3.23175,9052.645161290322
2000/01/01@13:03:47,17149,3.23175,9058.451612903225
2000/01/01@13:03:48,17150,3.231938,9064.258064516129
2000/01/01@13:03:50,17152,3.2325004,9075.870967741936
2000/01/01@13:03:51,17153,3.231938,9081.677419354839
2000/01/01@13:03:52,17154,3.231938,9087.483870967742
2000/01/01@13:03:53,17155,3.2323126,9093.290322580646
2000/01/01@13:03:54,17156,3.2315626,9099.09677419355
2000/01/01@13:03:55,17157,3.2315626,9104.90322580645
2000/01/01@13:03:56,17158,3.2315626,9110.709677419354
2000/01/01@13:03:57,17159,3.231938,9116.516129032258
2000/01/01@13:03:58,17160,3.23175,9122.322580645161
2000/01/01@13:03:59,17161,3.23175,9128.129032258064
2000/01/01@13:04:00,17162,3.2315626,9133.935483870968
2000/01/01@13:04:02,17164,3.2323126,9145.548387096775
2000/01/01@13:04:03,17165,3.2315626,9151.354838709678
2000/01/01@13:04:04,17166,3.2321252,9157.161290322581
2000/01/01@13:04:05,17167,3.2321252,9162.967741935483
2000/01/01@13:04:06,17168,3.2321252,9168.774193548386
2000/01/01@13:04:07,17169,3.23175,9174.58064516129
2000/01/01@13:04:08,17170,3.23175,9180.387096774193
2000/01/01@13:04:09,17171,3.2325004,9186.193548387097
2000/01/01@13:04:10,17172,3.2315626,9192.0
2000/01/01@13:04:11,17173,3.23175,9197.7
2000/01/01@13:04:12,17174,3.2321252,9203.4
2000/01/01@13:04:14,17176,3.2313752,9214.8
2000/01/01@13:04:15,17177,3.231938,9220.5
2000/01/01@13:04:16,17178,3.2315626,9226.2
2000/01/01@13:04:17,17179,3.2321252,9231.9
2000/01/01@13:04:18,17180,3.231938,9237.6
2000/01/01@13:04:19,17181,3.2315626,9243.3
2000/01/01@13:04:20,17182,3.2313752,9249.0
2000/01/01@13:04:21,17183,3.2315626,9254.7
2000/01/01@13:04:22,17184,3.2321252,9260.4
2000/01/01@13:04:23,17185,3.2313752,9266.1
2000/01/01@13:04:24,17186,3.2315626,9271.8
2000/01/01@13:04:26,17188,3.2325004,9283.2
2000/01/01@13:04:27,17189,3.2325004,9288.9
2000/01/01@13:04:28,17190,3.2325004,9294.6
2000/01/01@13:04:29,17191,3.231938,9300.3
2000/01/01@13:04:30,17192,3.2321252,9306.0
2000/01/01@13:04:31,17193,3.23175,9311.7
2000/01/01@13:04:32,17194,3.2313752,9317.4
2000/01/01@13:04:33,17195,3.231938,9323.1
2000/01/01@13:04:34,17196,3.2315626,9328.8
2000/01/01@13:04:35,17197,3.23175,9334.5
2000/01/01@13:04:36,17198,3.2323126,9340.2
2000/01/01@13:04:38,17200,3.2315626,9351.6
2000/01/01@13:04:39,17201,3.23175,9357.3
2000/01/01@13:04:40,17202,3.23175,9363.0
2000/01/01@13:04:41,17203,3.231938,9367.709677419354
2000/01/01@13:04:42,17204,3.231938,9372.41935483871
2000/01/01@13:04:43,17205,3.2315626,9377.129032258064
2000/01/01@13:04:44,17206,3.2315626,9381.838709677419
2000/01/01@13:04:45,17207,3.2315626,9386.548387096775
2000/01/01@13:04:46,17208,3.2325004,9391.258064516129
2000/01/01@13:04:47,17209,3.231938,9395.967741935483
2000/01/01@13:04:48,17210,3.23175,9400.677419354839
2000/01/01@13:04:50,17212,3.2315626,9410.09677419355
2000/01/01@13:04:51,17213,3.2315626,9414.806451612903
2000/01/01@13:04:52,17214,3.2321252,9419.516129032258
2000/01/01@13:04:53,17215,3.231938,9424.225806451614
2000/01/01@13:04:54,17216,3.2315626,9428.935483870968
2000/01/01@13:04:55,17217,3.2313752,9433.645161290322
2000/01/01@13:04:56,17218,3.2315626,9438.354838709678
2000/01/01@13:04:57,17219,3.231938,9443.064516129032
2000/01/01@13:04:58,17220,3.23175,9447.774193548386
2000/01/01@13:04:59,17221,3.2321252,9452.483870967742
2000/01/01@13:05:00,17222,3.2313752,9457.193548387097
2000/01/01@13:05:02,17224,3.2323126,9466.612903225807
2000/01/01@13:05:03,17225,3.2313752,9471.322580645161
2000/01/01@13:05:04,17226,3.2315626,9476.032258064517
2000/01/01@13:05:05,17227,3.2313752,9480.741935483871
2000/01/01@13:05:06,17228,3.2315626,9485.451612903225
2000/01/01@13:05:07,17229,3.2313752,9490.161290322581
2000/01/01@13:05:08,17230,3.231938,9494.870967741936
2000/01/01@13:05:09,17231,3.23175,9499.58064516129
2000/01/01@13:05:10,17232,3.2321252,9504.290322580646
2000/01/01@13:05:11,17233,3.2321252,9509.0
2000/01/01@13:05:12,17234,3.2321252,9513.129032258064
2000/01/01@13:05:14,17236,3.2313752,9521.387096774193
2000/01/01@13:05:15,17237,3.2315626,9525.516129032258
2000/01/01@13:05:16,17238,3.2315626,9529.645161290322
2000/01/01@13:05:17,17239,3.23175,9533.774193548386
2000/01/01@13:05:18,17240,3.2321252,9537.90322580645
2000/01/01@13:05:19,17241,3.2315626,9542.032258064517
2000/01/01@13:05:20,17242,3.2315626,9546.161290322581
2000/01/01@13:05:21,17243,3.23175,9550.290322580646
2000/01/01@13:05:22,17244,3.2313752,9554.41935483871
2000/01/01@13:05:23,17245,3.2321252,9558.548387096775
2000/01/01@13:05:24,17246,3.23175,9562.677419354839
2000/01/01@13:05:26,17248,3.2315626,9570.935483870968
2000/01/01@13:05:27,17249,3.2315626,9575.064516129032
2000/01/01@13:05:28,17250,3.23175,9579.193548387097
2000/01/01@13:05:29,17251,3.2313752,9583.322580645161
2000/01/01@13:05:30,17252,3.2325004,9587.451612903225
2000/01/01@13:05:31,17253,3.2325004,9591.58064516129
2000/01/01@13:05:32,17254,3.231938,9595.709677419354
2000/01/01@13:05:33,17255,3.2315626,9599.838709677419
2000/01/01@13:05:34,17256,3.2315626,9603.967741935483
2000/01/01@13:05:35,17257,3.2321252,9608.09677419355
2000/01/01@13:05:36,17258,3.2323126,9612.225806451614
2000/01/01@13:05:38,17260,3.2321252,9620.483870967742
2000/01/01@13:05:39,17261,3.2315626,9624.612903225807
2000/01/01@13:05:40,17262,3.231938,9628.741935483871
2000/01/01@13:05:41,17263,3.23175,9632.870967741936
2000/01/01@13:05:42,17264,3.2313752,9637.0
2000/01/01@13:05:43,17265,3.2321252,9640.333333333334
2000/01/01@13:05:44,17266,3.2321252,9643.666666666666
2000/01/01@13:05:45,17267,3.2315626,9647.0
2000/01/01@13:05:46,17268,3.2313752,9650.333333333334
2000/01/01@13:05:47,17269,3.2313752,9653.666666666666
2000/01/01@13:05:48,17270,3.231938,9657.0
2000/01/01@13:05:50,17272,3.2315626,9663.666666666666
2000/01/01@13:05:51,17273,3.2315626,9667.0
2000/01/01@13:05:52,17274,3.2321252,9670.333333333334
2000/01/01@13:05:53,17275,3.23175,9673.666666666666
2000/01/01@13:05:54,17276,3.23175,9677.0
2000/01/01@13:05:55,17277,3.2313752,9680.333333333334
2000/01/01@13:05:56,17278,3.2321252,9683.666666666666
2000/01/01@13:05:57,17279,3.23175,9687.0
2000/01/01@13:05:58,17280,3.2315626,9690.333333333334
2000/01/01@13:05:59,17281,3.2315626,9693.666666666666
2000/01/01@13:06:00,17282,3.2315626,9697.0
2000/01/01@13:06:02,17284,3.2311878,9703.666666666666
2000/01/01@13:06:03,17285,3.2323126,9707.0
2000/01/01@13:06:04,17286,3.23175,9710.333333333334
2000/01/01@13:06:05,17287,3.2321252,9713.666666666666
2000/01/01@13:06:06,17288,3.231938,9717.0
2000/01/01@13:06:07,17289,3.2315626,9720.333333333334
2000/01/01@13:06:08,17290,3.231938,9723.666666666666
2000/01/01@13:06:09,17291,3.231938,9727.0
2000/01/01@13:06:10,17292,3.23175,9730.333333333334
2000/01/01@13:06:11,17293,3.2321252,9733.666666666666
2000/01/01@13:06:12,17294,3.231938,9737.0
2000/01/01@13:06:14,17296,3.23175,9743.0
2000/01/01@13:06:15,17297,3.231938,9746.0
2000/01/01@13:06:16,17298,3.2315626,9749.0
2000/01/01@13:06:17,17299,3.2315626,9752.0
2000/01/01@13:06:18,17300,3.2315626,9755.0
2000/01/01@13:06:19,17301,3.2321252,9758.0
2000/01/01@13:06:20,17302,3.2311878,9761.0
2000/01/01@13:06:21,17303,3.2321252,9764.0
2000/01/01@13:06:22,17304,3.2321252,9767.0
2000/01/01@13:06:23,17305,3.231938,9770.0
2000/01/01@13:06:24,17306,3.2313752,9773.0
2000/01/01@13:06:26,17308,3.2323126,9779.0
2000/01/01@13:06:27,17309,3.23175,9782.0
2000/01/01@13:06:28,17310,3.231938,9785.0
2000/01/01@13:06:29,17311,3.231938,9788.0
2000/01/01@13:06:30,17312,3.231938,9791.0
2000/01/01@13:06:31,17313,3.2313752,9794.0
2000/01/01@13:06:32,17314,3.2315626,9797.0
2000/01/01@13:06:33,17315,3.231938,9800.0
2000/01/01@13:06:34,17316,3.2313752,9803.0
2000/01/01@13:06:35,17317,3.2313752,9806.0
2000/01/01@13:06:36,17318,3.2311878,9809.0
2000/01/01@13:06:38,17320,3.231938,9815.0
2000/01/01@13:06:39,17321,3.231938,9818.0
2000/01/01@13:06:40,17322,3.231938,9821.0
2000/01/01@13:06:41,17323,3.2311878,9824.0
2000/01/01@13:06:42,17324,3.2313752,9827.0
2000/01/01@13:06:43,17325,3.231938,9830.0
2000/01/01@13:06:44,17326,3.2315626,9832.6
2000/01/01@13:06:45,17327,3.2323126,9835.2
2000/01/01@13:06:46,17328,3.2311878,9837.8
2000/01/01@13:06:47,17329,3.2313752,9840.4
2000/01/01@13:06:48,17330,3.231938,9843.0
2000/01/01@13:06:50,17332,3.2313752,9848.2
2000/01/01@13:06:51,17333,3.23175,9850.8
2000/01/01@13:06:52,17334,3.2311878,9853.4
2000/01/01@13:06:53,17335,3.2313752,9856.0
2000/01/01@13:06:54,17336,3.231938,9858.6
2000/01/01@13:06:55,17337,3.2313752,9861.2
2000/01/01@13:06:56,17338,3.2313752,9863.8
2000/01/01@13:06:57,17339,3.2313752,9866.4
2000/01/01@13:06:58,17340,3.23175,9869.0
2000/01/01@13:06:59,17341,3.2311878,9871.6
2000/01/01@13:07:01,17343,3.2313752,9876.8
2000/01/01@13:07:02,17344,3.2315626,9879.4
2000/01/01@13:07:03,17345,3.231938,9882.0
2000/01/01@13:07:04,17346,3.2315626,9884.6
2000/01/01@13:07:05,17347,3.2315626,9887.2
2000/01/01@13:07:06,17348,3.2313752,9889.8
2000/01/01@13:07:07,17349,3.2311878,9892.4
2000/01/01@13:07:08,17350,3.23175,9895.0
2000/01/01@13:07:09,17351,3.23175,9897.6
2000/01/01@13:07:10,17352,3.2313752,9900.2
2000/01/01@13:07:11,17353,3.2321252,9902.8
2000/01/01@13:07:13,17355,3.23175,9908.0
2000/01/01@13:07:14,17356,3.2315626,9910.354838709678
2000/01/01@13:07:15,17357,3.2315626,9912.709677419354
2000/01/01@13:07:16,17358,3.2315626,9915.064516129032
2000/01/01@13:07:17,17359,3.2311878,9917.41935483871
2000/01/01@13:07:18,17360,3.231938,9919.774193548386
2000/01/01@13:07:19,17361,3.2315626,9922.129032258064
2000/01/01@13:07:20,17362,3.2311878,9924.483870967742
2000/01/01@13:07:21,17363,3.2311878,9926.838709677419
2000/01/01@13:07:22,17364,3.2311878,9929.193548387097
2000/01/01@13:07:23,17365,3.2321252,9931.548387096775
2000/01/01@13:07:25,17367,3.2311878,9936.258064516129
2000/01/01@13:07:26,17368,3.2315626,9938.612903225807
2000/01/01@13:07:27,17369,3.23175,9940.967741935483
2000/01/01@13:07:28,17370,3.2313752,9943.322580645161
2000/01/01@13:07:29,17371,3.2311878,9945.677419354839
2000/01/01@13:07:30,17372,3.231938,9948.032258064517
2000/01/01@13:07:31,17373,3.2311878,9950.387096774193
2000/01/01@13:07:32,17374,3.2321252,9952.741935483871
2000/01/01@13:07:33,17375,3.2311878,9955.09677419355
2000/01/01@13:07:34,17376,3.2311878,9957.451612903225
2000/01/01@13:07:35,17377,3.231938,9959.806451612903
2000/01/01@13:07:37,17379,3.2311878,9964.516129032258
2000/01/01@13:07:38,17380,3.231938,9966.870967741936
2000/01/01@13:07:39,17381,3.2311878,9969.225806451614
2000/01/01@13:07:40,17382,3.23175,9971.58064516129
2000/01/01@13:07:41,17383,3.2313752,9973.935483870968
2000/01/01@13:07:42,17384,3.231938,9976.290322580646
2000/01/01@13:07:43,17385,3.2313752,9978.645161290322
2000/01/01@13:07:44,17386,3.2311878,9981.0
2000/01/01@13:07:45,17387,3.2321252,9983.433333333332
2000/01/01@13:07:46,17388,3.2311878,9985.866666666667
2000/01/01@13:07:47,17389,3.231,9988.3
2000/01/01@13:07:49,17391,3.231,9993.166666666666
2000/01/01@13:07:50,17392,3.2311878,9995.6
2000/01/01@13:07:51,17393,3.2313752,9998.033333333333
2000/01/01@13:07:52,17394,3.2313752,10000.466666666667
2000/01/01@13:07:53,17395,3.2313752,10002.9
2000/01/01@13:07:54,17396,3.2311878,10005.333333333334
2000/01/01@13:07:55,17397,3.2315626,10007.766666666666
2000/01/01@13:07:56,17398,3.2315626,10010.2
2000/01/01@13:07:57,17399,3.231938,10012.633333333333
2000/01/01@13:07:58,17400,3.2311878,10015.066666666668
2000/01/01@13:07:59,17401,3.2313752,10017.5
2000/01/01@13:08:01,17403,3.23175,10022.366666666667
2000/01/01@13:08:02,17404,3.2311878,10024.8
2000/01/01@13:08:03,17405,3.231938,10027.233333333334
2000/01/01@13:08:04,17406,3.2311878,10029.666666666666
2000/01/01@13:08:05,17407,3.231,10032.1
2000/01/01@13:08:06,17408,3.2313752,10034.533333333333
2000/01/01@13:08:07,17409,3.23175,10036.966666666667
2000/01/01@13:08:08,17410,3.23175,10039.4
2000/01/01@13:08:09,17411,3.2311878,10041.833333333334
2000/01/01@13:08:10,17412,3.2311878,10044.266666666666
2000/01/01@13:08:11,17413,3.2311878,10046.7
2000/01/01@13:08:12,17414,3.2321252,10049.133333333333
2000/01/01@13:08:14,17416,3.23175,10054.0
2000/01/01@13:08:15,17417,3.2313752,10057.58064516129
2000/01/01@13:08:16,17418,3.2311878,10061.161290322581
2000/01/01@13:08:17,17419,3.231,10064.741935483871
2000/01/01@13:08:18,17420,3.2315626,10068.322580645161
2000/01/01@13:08:19,17421,3.23175,10071.90322580645
2000/01/01@13:08:20,17422,3.231938,10075.483870967742
2000/01/01@13:08:21,17423,3.23175,10079.064516129032
2000/01/01@13:08:22,17424,3.231938,10082.645161290322
2000/01/01@13:08:23,17425,3.2313752,10086.225806451614
2000/01/01@13:08:24,17426,3.23175,10089.806451612903
2000/01/01@13:08:26,17428,3.2315626,10096.967741935483
2000/01/01@13:08:27,17429,3.2308126,10100.548387096775
2000/01/01@13:08:28,17430,3.2313752,10104.129032258064
2000/01/01@13:08:29,17431,3.23175,10107.709677419354
2000/01/01@13:08:30,17432,3.2311878,10111.290322580646
2000/01/01@13:08:31,17433,3.2313752,10114.870967741936
2000/01/01@13:08:32,17434,3.2315626,10118.451612903225
2000/01/01@13:08:33,17435,3.2321252,10122.032258064517
2000/01/01@13:08:34,17436,3.2311878,10125.612903225807
2000/01/01@13:08:35,17437,3.2315626,10129.193548387097
2000/01/01@13:08:36,17438,3.231938,10132.774193548386
2000/01/01@13:08:38,17440,3.23175,10139.935483870968
2000/01/01@13:08:39,17441,3.2311878,10143.516129032258
2000/01/01@13:08:40,17442,3.2311878,10147.09677419355
2000/01/01@13:08:41,17443,3.2315626,10150.677419354839
2000/01/01@13:08:42,17444,3.2313752,10154.258064516129
2000/01/01@13:08:43,17445,3.2311878,10157.838709677419
2000/01/01@13:08:44,17446,3.2315626,10161.41935483871
2000/01/01@13:08:45,17447,3.2313752,10165.0
2000/01/01@13:08:46,17448,3.231,10168.7
2000/01/01@13:08:47,17449,3.2313752,10172.4
2000/01/01@13:08:48,17450,3.2321252,10176.1
2000/01/01@13:08:50,17452,3.2311878,10183.5
2000/01/01@13:08:51,17453,3.2311878,10187.2
2000/01/01@13:08:52,17454,3.23175,10190.9
2000/01/01@13:08:53,17455,3.23175,10194.6
2000/01/01@13:08:54,17456,3.2311878,10198.3
2000/01/01@13:08:55,17457,3.231938,10202.0
2000/01/01@13:08:56,17458,3.231,10205.7
2000/01/01@13:08:57,17459,3.231938,10209.4
2000/01/01@13:08:58,17460,3.231,10213.1
2000/01/01@13:08:59,17461,3.231,10216.8
2000/01/01@13:09:00,17462,3.23175,10220.5
2000/01/01@13:09:02,17464,3.23175,10227.9
2000/01/01@13:09:03,17465,3.2313752,10231.6
2000/01/01@13:09:04,17466,3.2315626,10235.3
2000/01/01@13:09:05,17467,3.2313752,10239.0
2000/01/01@13:09:06,17468,3.2315626,10242.7
2000/01/01@13:09:07,17469,3.231,10246.4
2000/01/01@13:09:08,17470,3.2313752,10250.1
2000/01/01@13:09:09,17471,3.2311878,10253.8
2000/01/01@13:09:10,17472,3.231938,10257.5
2000/01/01@13:09:11,17473,3.2321252,10261.2
2000/01/01@13:09:12,17474,3.231938,10264.9
2000/01/01@13:09:14,17476,3.2311878,10272.3
2000/01/01@13:09:15,17477,3.231,10276.0
2000/01/01@13:09:16,17478,3.2311878,10279.90322580645
2000/01/01@13:09:17,17479,3.2315626,10283.806451612903
2000/01/01@13:09:18,17480,3.231,10287.709677419354
2000/01/01@13:09:19,17481,3.23175,10291.612903225807
2000/01/01@13:09:20,17482,3.231,10295.516129032258
2000/01/01@13:09:21,17483,3.2311878,10299.41935483871
2000/01/01@13:09:22,17484,3.2311878,10303.322580645161
2000/01/01@13:09:23,17485,3.231938,10307.225806451614
2000/01/01@13:09:24,17486,3.23175,10311.129032258064
2000/01/01@13:09:26,17488,3.2308126,10318.935483870968
2000/01/01@13:09:27,17489,3.23175,10322.838709677419
2000/01/01@13:09:28,17490,3.2315626,10326.741935483871
2000/01/01@13:09:29,17491,3.2315626,10330.645161290322
2000/01/01@13:09:30,17492,3.2311878,10334.548387096775
2000/01/01@13:09:31,17493,3.2311878,10338.451612903225
2000/01/01@13:09:32,17494,3.2315626,10342.354838709678
2000/01/01@13:09:33,17495,3.23175,10346.258064516129
2000/01/01@13:09:34,17496,3.2315626,10350.161290322581
2000/01/01@13:09:35,17497,3.2313752,10354.064516129032
2000/01/01@13:09:36,17498,3.231938,10357.967741935483
2000/01/01@13:09:38,17500,3.23175,10365.774193548386
2000/01/01@13:09:39,17501,3.2311878,10369.677419354839
2000/01/01@13:09:40,17502,3.231,10373.58064516129
2000/01/01@13:09:41,17503,3.23175,10377.483870967742
2000/01/01@13:09:42,17504,3.2311878,10381.387096774193
2000/01/01@13:09:43,17505,3.2308126,10385.290322580646
2000/01/01@13:09:44,17506,3.2313752,10389.193548387097
2000/01/01@13:09:45,17507,3.2313752,10393.09677419355
2000/01/01@13:09:46,17508,3.2311878,10397.0
2000/01/01@13:09:47,17509,3.23175,10400.2
2000/01/01@13:09:48,17510,3.23175,10403.4
2000/01/01@13:09:50,17512,3.231,10409.8
2000/01/01@13:09:51,17513,3.2315626,10413.0
2000/01/01@13:09:52,17514,3.2311878,10416.2
2000/01/01@13:09:53,17515,3.2313752,10419.4
2000/01/01@13:09:54,17516,3.231,10422.6
2000/01/01@13:09:55,17517,3.231938,10425.8
2000/01/01@13:09:56,17518,3.2311878,10429.0
2000/01/01@13:09:57,17519,3.2313752,10432.2
2000/01/01@13:09:58,17520,3.2311878,10435.4
2000/01/01@13:09:59,17521,3.2308126,10438.6
2000/01/01@13:10:00,17522,3.2315626,10441.8
2000/01/01@13:10:02,17524,3.2315626,10448.2
2000/01/01@13:10:03,17525,3.231,10451.4
2000/01/01@13:10:04,17526,3.2315626,10454.6
2000/01/01@13:10:05,17527,3.2311878,10457.8
2000/01/01@13:10:06,17528,3.2311878,10461.0
2000/01/01@13:10:07,17529,3.231,10464.2
2000/01/01@13:10:08,17530,3.2315626,10467.4
2000/01/01@13:10:09,17531,3.2313752,10470.6
2000/01/01@13:10:10,17532,3.2311878,10473.8
2000/01/01@13:10:11,17533,3.2311878,10477.0
2000/01/01@13:10:12,17534,3.231938,10480.2
2000/01/01@13:10:14,17536,3.231,10486.6
2000/01/01@13:10:15,17537,3.2311878,10489.8
2000/01/01@13:10:16,17538,3.2315626,10493.0
2000/01/01@13:10:17,17539,3.2308126,10497.225806451614
2000/01/01@13:10:18,17540,3.2313752,10501.451612903225
2000/01/01@13:10:19,17541,3.231,10505.677419354839
2000/01/01@13:10:20,17542,3.23175,10509.90322580645
2000/01/01@13:10:21,17543,3.231,10514.129032258064
2000/01/01@13:10:22,17544,3.2313752,10518.354838709678
2000/01/01@13:10:23,17545,3.2315626,10522.58064516129
2000/01/01@13:10:24,17546,3.231,10526.806451612903
2000/01/01@13:10:26,17548,3.23175,10535.258064516129
2000/01/01@13:10:27,17549,3.2313752,10539.483870967742
2000/01/01@13:10:28,17550,3.231,10543.709677419354
2000/01/01@13:10:29,17551,3.231,10547.935483870968
2000/01/01@13:10:30,17552,3.2315626,10552.161290322581
